"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-198725","R-HSA-198725","Nuclear Events (kinase and transcription factor activation)","12/44","24/2914",6.59234190668708e-17,3.00610790944931e-14,1.78340196844061e-14,"MAPK3/PPP2CA/MAPK1/RPS6KA3/RPS6KA2/RPS6KA5/PPP2CB/PPP2R1B/DUSP6/RPS6KA1/MAPKAPK2/DUSP7",12
"R-HSA-198753","R-HSA-198753","ERK/MAPK targets","11/44","21/2914",7.70226503904864e-16,1.75611642890309e-13,1.04183269212395e-13,"MAPK3/PPP2CA/MAPK1/RPS6KA3/RPS6KA2/RPS6KA5/PPP2CB/PPP2R1B/DUSP6/RPS6KA1/DUSP7",11
"R-HSA-450282","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases","12/44","30/2914",1.98257869015433e-15,3.01351960903458e-13,1.78779902936724e-13,"MAPK3/PPP2CA/MAPK1/RPS6KA3/RPS6KA2/RPS6KA5/PPP2CB/PPP2R1B/DUSP6/RPS6KA1/MAPKAPK2/DUSP7",12
"R-HSA-187037","R-HSA-187037","Signaling by NTRK1 (TRKA)","14/44","70/2914",3.63081795924371e-13,4.13913247353783e-11,2.45557951454114e-11,"MAPK3/PPP2CA/MAPK1/RPS6KA3/RPS6KA2/RPS6KA5/PPP2CB/PPP2R1B/DUSP6/RPS6KA1/MAPKAPK2/MAP2K1/SRC/DUSP7",14
"R-HSA-5675221","R-HSA-5675221","Negative regulation of MAPK pathway","11/44","34/2914",5.44924241251934e-13,4.81738223338955e-11,2.85795760383452e-11,"MAPK3/PPP2CA/MAPK1/DUSP2/PPP2CB/PPP2R1B/DUSP6/DUSP16/MAP2K1/DUSP7/DUSP10",11
"R-HSA-166520","R-HSA-166520","Signaling by NTRKs","15/44","89/2914",6.3386608334073e-13,4.81738223338955e-11,2.85795760383452e-11,"MAPK3/PPP2CA/MAPK1/CDK5/RPS6KA3/RPS6KA2/RPS6KA5/PPP2CB/PPP2R1B/DUSP6/RPS6KA1/MAPKAPK2/MAP2K1/SRC/DUSP7",15
"R-HSA-450294","R-HSA-450294","MAP kinase activation","13/44","60/2914",9.80065576209178e-13,6.38442718216264e-11,3.78762185091366e-11,"MAPK3/PPP2CA/MAPK1/RPS6KA3/RPS6KA2/RPS6KA5/PPP2CB/PPP2R1B/DUSP6/RPS6KA1/MAPKAPK2/MAP2K1/DUSP7",13
"R-HSA-448424","R-HSA-448424","Interleukin-17 signaling","13/44","64/2914",2.39313359786409e-12,1.36408615078253e-10,8.09257019277725e-11,"MAPK3/PPP2CA/MAPK1/RPS6KA3/RPS6KA2/RPS6KA5/PPP2CB/PPP2R1B/DUSP6/RPS6KA1/MAPKAPK2/MAP2K1/DUSP7",13
"R-HSA-168142","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade","13/44","78/2914",3.48571043634166e-11,1.44498541724709e-09,8.57251274774936e-10,"MAPK3/PPP2CA/MAPK1/RPS6KA3/RPS6KA2/RPS6KA5/PPP2CB/PPP2R1B/DUSP6/RPS6KA1/MAPKAPK2/MAP2K1/DUSP7",13
"R-HSA-168176","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade","13/44","78/2914",3.48571043634166e-11,1.44498541724709e-09,8.57251274774936e-10,"MAPK3/PPP2CA/MAPK1/RPS6KA3/RPS6KA2/RPS6KA5/PPP2CB/PPP2R1B/DUSP6/RPS6KA1/MAPKAPK2/MAP2K1/DUSP7",13
