X1	X3	X2
MYB	activates	GATA3 
MAPK3	activates	CEBPB 
CEBPB	activates	FOXO1 
CEBPB	activates	E2F4 
ESR1	activates	GATA3 
CEBPB	activates	STAT3 
MAPK3	activates	STAT3 
CDK5	inhibits	PAK1 
MAPK3	activates	SMAD2 
GSK3A	inhibits	NFATC1 
MAPK1	inhibits	FOXO1 
MAPK1	inhibits	FOXO4 
GSK3A	inhibits	GATA6 
MAPK1	inhibits	MYB 
CSNK2A1	activates	ATF1 
CDK2	activates	ESR1 
MAPK3	activates	ESR1 
CDK2	activates	CEBPB 
MAPK1	inhibits	STK11 
MAPK3	activates	SREBF1 
AKT2	activates	ESR1 
CSNK2A1	activates	HDAC1 
CSNK2A1	activates	AKT2 
CDK2	activates	MYBL2 
CSNK2A1	activates	ESR1 
MAPK3	activates	CDK2 
MAPK3	activates	CSNK2A1 
MAF	inhibits	MYB 
MAPK1	inhibits	BCL6 
PAK1	activates	ELF3 
PAK1	activates	ESR1 
DUSP2	inhibits	MAPK3 
CSNK2A1	activates	NFATC1 
STK11	activates	ETV4 
STAT3	activates	FOXO1 
MYB	activates	CEBPB 
SMAD2	activates	E2F4 
Perturbation	inhibits	FBXO22 
Perturbation	inhibits	PEX14 
SP1	activates	TBX21 
MAPK1	activates	SMAD3 
DUSP2	activates	MAPK1 
SMAD3	activates	MAX 
MAPK1	activates	MAPKAPK2 
YAP1	activates	TEAD1 
HOXB8	activates	PBX3 
CSNK2A1	inhibits	SP1 
MAPKAPK2	activates	PIAS1 
TFAP4	activates	SP1 
FBXO22	inhibits	BACH1 
CDK2	inhibits	SMAD3 
AKT2	inhibits	SMAD3 
CSNK2A1	inhibits	MAX 
AKT2	inhibits	GSK3A 
GSK3A	activates	MAF 
AKT2	inhibits	YAP1 
CDK5	activates	CLOCK 
CSNK2A1	inhibits	ARNT 
MAPK1	activates	SP1 
FHL5	activates	CREM 
IRF2BP2	activates	IRF2 
MAPK1	activates	CIITA 
PIAS1	activates	PRDM1 
POU2AF1	activates	POU2F2 
CSNK1D	activates	CDK5 
HDAC1	inhibits	KLF1 
SMAD3	activates	TFDP1 
HDAC1	inhibits	SMAD3 
CIITA	activates	NFYB 
PEX14	inhibits	NFE2 
Perturbation	activates	CSNK1D 
Perturbation	activates	DUSP2 
Perturbation	activates	E2F7 
Perturbation	activates	FHL5 
Perturbation	activates	GFI1B 
Perturbation	activates	HOXB8 
Perturbation	activates	IRF2BP2 
Perturbation	activates	LYL1 
Perturbation	activates	PAX5 
Perturbation	activates	POU2AF1 
Perturbation	activates	TFAP4 
MAPK1	activates	CEBPB 
MAPK1	activates	STAT3 
MAPK1	activates	SMAD2 
MAPK3	inhibits	MYB 
MAPK1	activates	ESR1 
MAPK1	activates	PARP1 
MAPK3	inhibits	STK11 
MAPK1	activates	SREBF1 
AKT3	activates	ESR1 
CSNK2A1	activates	AKT3 
MAPK1	activates	CSNK2A1 
MAPK3	inhibits	BCL6 
MAPK3	inhibits	PAK1 
MAPK3	inhibits	FOXO1 
MAPK3	inhibits	FOXO4 
MAPK3	inhibits	NFATC1 
MAPK1	activates	PAK1 
PARP1	activates	MYBL2 
Perturbation	inhibits	DUSP2 
PIAS1	activates	SMAD4 
MAPK3	activates	SMAD4 
MAPK3	activates	SP1 
AKT3	inhibits	GSK3A 
AKT3	inhibits	YAP1 
IRF2BP1	activates	IRF2 
MAPK3	activates	CIITA 
MAPK3	activates	MAPKAPK2 
SMAD4	activates	TFDP1 
HDAC1	inhibits	SMAD4 
Perturbation	activates	IRF2BP1 
AKT1	activates	FOXO4 
PTPRB	inhibits	MAPK1 
AKT1	activates	ESR1 
CSNK2A1	activates	AKT1 
AKT1	activates	PAK1 
RBL1	inhibits	MYBL2 
E2F4	inhibits	RBL1 
STAT1	activates	ARNT 
PIAS1	activates	STAT1 
AKT1	inhibits	GSK3A 
PTPRB	activates	MAPK3 
STAT1	activates	IRF2 
AKT1	inhibits	YAP1 
SMAD4	activates	RBL1 
Perturbation	activates	PTPRB 
Perturbation	activates	FBXO22 
Perturbation	activates	PEX14 
Perturbation	inhibits	CSNK1D 
Perturbation	inhibits	E2F7 
Perturbation	inhibits	FHL5 
Perturbation	inhibits	GFI1B 
Perturbation	inhibits	HOXB8 
Perturbation	inhibits	LYL1 
Perturbation	inhibits	PAX5 
Perturbation	inhibits	POU2AF1 
Perturbation	inhibits	PTPRB 
Perturbation	inhibits	TFAP4 
AKT3	activates	CDK2 
MAPK1	activates	CDK2 
CDK2	activates	AXIN1 
CDK2	inhibits	SMAD4 
AXIN1	inhibits	PIAS1 
AKT1	activates	CDK2 
Perturbation	inhibits	IRF2BP1 
MAPK1	activates	SMAD4 
Perturbation	inhibits	IRF2BP2 
MAPK1	activates	STAT1 
MAPK3	activates	PARP1 
MAPK3	activates	SMAD3 
AKT3	inhibits	SMAD3 
SMAD3	activates	RBL1 
