"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","23/35","481/2914",7.49952594177545e-11,3.24729473278877e-08,2.12354997719747e-08,"MYB/MAPK3/ESR1/CDK5/MAPK1/CSNK2A1/CDK2/AKT2/MAF/STK11/SMAD2/SP1/SMAD3/YAP1/HDAC1/AKT3/PARP1/SMAD4/AKT1/RBL1/E2F4/STAT1/AXIN1",23
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","23/35","499/2914",1.63608290324719e-10,3.54211948553017e-08,2.31634895249208e-08,"MYB/MAPK3/ESR1/CDK5/MAPK1/CSNK2A1/CDK2/AKT2/MAF/STK11/SMAD2/SP1/SMAD3/YAP1/HDAC1/AKT3/PARP1/SMAD4/AKT1/RBL1/E2F4/STAT1/AXIN1",23
"R-HSA-8878166","R-HSA-8878166","Transcriptional regulation by RUNX2","10/35","62/2914",1.09224085001227e-09,1.57646762685105e-07,1.03092206545018e-07,"MAPK3/ESR1/MAPK1/AKT2/MAF/YAP1/AKT3/SMAD4/AKT1/STAT1",10
"R-HSA-2173793","R-HSA-2173793","Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer","8/35","36/2914",4.41833732094092e-09,4.78285014991854e-07,3.12771773508712e-07,"SMAD2/SP1/SMAD3/HDAC1/PARP1/SMAD4/RBL1/E2F4",8
"R-HSA-2173796","R-HSA-2173796","SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription","7/35","24/2914",5.73365428313890e-09,4.96534460919828e-07,3.24705895192497e-07,"SMAD2/SP1/SMAD3/HDAC1/SMAD4/RBL1/E2F4",7
"R-HSA-9614085","R-HSA-9614085","FOXO-mediated transcription","8/35","49/2914",5.90737270435002e-08,4.26315396830593e-06,2.78786536398273e-06,"AKT2/STK11/SMAD2/SMAD3/HDAC1/AKT3/SMAD4/AKT1",8
"R-HSA-8939211","R-HSA-8939211","ESR-mediated signaling","10/35","108/2914",2.72209294322803e-07,1.68380892059677e-05,1.10111729583209e-05,"MYB/MAPK3/ESR1/MAPK1/AKT2/SP1/HDAC1/AKT3/AKT1/AXIN1",10
"R-HSA-170834","R-HSA-170834","Signaling by TGF-beta Receptor Complex","8/35","63/2914",4.51196034115287e-07,2.44209853464899e-05,1.59699648917121e-05,"SMAD2/SP1/SMAD3/HDAC1/PARP1/SMAD4/RBL1/E2F4",8
"R-HSA-5663202","R-HSA-5663202","Diseases of signal transduction","14/35","268/2914",8.77321245777404e-07,4.22088999357351e-05,2.76022707735815e-05,"MAPK3/ESR1/GSK3A/MAPK1/AKT2/STAT3/SMAD2/SMAD3/HDAC1/AKT3/SMAD4/AKT1/STAT1/AXIN1",14
"R-HSA-9006931","R-HSA-9006931","Signaling by Nuclear Receptors","10/35","136/2914",2.38330717538877e-06,9.97494851507572e-05,6.52306101994741e-05,"MYB/MAPK3/ESR1/MAPK1/AKT2/SP1/HDAC1/AKT3/AKT1/AXIN1",10
"R-HSA-2173795","R-HSA-2173795","Downregulation of SMAD2/3:SMAD4 transcriptional activity","5/35","20/2914",2.534051585816e-06,9.97494851507572e-05,6.52306101994741e-05,"SMAD2/SMAD3/HDAC1/PARP1/SMAD4",5
"R-HSA-6807070","R-HSA-6807070","PTEN Regulation","7/35","59/2914",4.19555601835012e-06,0.0001513896463288,9.90004007838757e-05,"MAPK3/MAPK1/CSNK2A1/AKT2/HDAC1/AKT3/AKT1",7
"R-HSA-69206","R-HSA-69206","G1/S Transition","7/35","60/2914",4.70931420459814e-06,0.000156856388506999,0.000102575345832947,"CDK2/AKT2/HDAC1/AKT3/AKT1/RBL1/E2F4",7
"R-HSA-9006936","R-HSA-9006936","Signaling by TGF-beta family members","8/35","86/2914",5.09517938804429e-06,0.000157586619644513,0.000103052876344655,"SMAD2/SP1/SMAD3/HDAC1/PARP1/SMAD4/RBL1/E2F4",8
"R-HSA-8941326","R-HSA-8941326","RUNX2 regulates bone development","5/35","24/2914",6.71115572669813e-06,0.000181620651853768,0.000118769795426434,"MAPK3/MAPK1/MAF/YAP1/SMAD4",5
"R-HSA-9634638","R-HSA-9634638","Estrogen-dependent nuclear events downstream of ESR-membrane signaling","5/35","24/2914",6.71115572669813e-06,0.000181620651853768,0.000118769795426434,"MAPK3/MAPK1/AKT2/AKT3/AKT1",5
"R-HSA-69278","R-HSA-69278","Cell Cycle, Mitotic","11/35","191/2914",7.48504391148784e-06,0.000190648471392602,0.000124673486822924,"MAPK3/MAPK1/CSNK2A1/CDK2/AKT2/CSNK1D/HDAC1/AKT3/AKT1/RBL1/E2F4",11
"R-HSA-5633007","R-HSA-5633007","Regulation of TP53 Activity","8/35","95/2914",1.08193228409824e-05,0.000260264821674744,0.000170198704340601,"CDK5/CSNK2A1/CDK2/AKT2/STK11/HDAC1/AKT3/AKT1",8
"R-HSA-198323","R-HSA-198323","AKT phosphorylates targets in the cytosol","4/35","13/2914",1.1561382273477e-05,0.000263477817074503,0.000172299824463453,"GSK3A/AKT2/AKT3/AKT1",4
"R-HSA-6804758","R-HSA-6804758","Regulation of TP53 Activity through Acetylation","4/35","14/2914",1.60480880476759e-05,0.000347441106232183,0.000227207141306569,"AKT2/HDAC1/AKT3/AKT1",4
"R-HSA-109606","R-HSA-109606","Intrinsic Pathway for Apoptosis","6/35","49/2914",1.85316808719628e-05,0.000378129413773181,0.000247275586009446,"MAPK3/MAPK1/AKT2/STAT3/AKT3/AKT1",6
"R-HSA-1266738","R-HSA-1266738","Developmental Biology","15/35","397/2914",1.92121180208083e-05,0.000378129413773181,0.000247275586009446,"MYB/MAPK3/CEBPB/CDK5/MAPK1/CSNK2A1/CDK2/AKT2/PAK1/STAT3/SMAD2/SMAD3/AKT3/SMAD4/AKT1",15
"R-HSA-453279","R-HSA-453279","Mitotic G1-G1/S phases","7/35","77/2914",2.53575474893884e-05,0.000477383394039356,0.000312182163599336,"CDK2/AKT2/HDAC1/AKT3/AKT1/RBL1/E2F4",7
"R-HSA-3700989","R-HSA-3700989","Transcriptional Regulation by TP53","10/35","194/2914",5.74104897597708e-05,0.000954837079591957,0.00062441029393518,"CDK5/CSNK2A1/CDK2/AKT2/STK11/HDAC1/AKT3/AKT1/RBL1/E2F4",10
"R-HSA-1538133","R-HSA-1538133","G0 and Early G1","4/35","19/2914",5.95394945703991e-05,0.000954837079591957,0.00062441029393518,"CDK2/HDAC1/RBL1/E2F4",4
"R-HSA-8940973","R-HSA-8940973","RUNX2 regulates osteoblast differentiation","4/35","19/2914",5.95394945703991e-05,0.000954837079591957,0.00062441029393518,"MAPK3/MAPK1/MAF/YAP1",4
"R-HSA-9615017","R-HSA-9615017","FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","4/35","19/2914",5.95394945703991e-05,0.000954837079591957,0.00062441029393518,"SMAD2/SMAD3/HDAC1/SMAD4",4
"R-HSA-1643685","R-HSA-1643685","Disease","15/35","443/2914",7.2950412219668e-05,0.00110177380524358,0.000720498732491853,"MAPK3/ESR1/CDK5/GSK3A/MAPK1/AKT2/STAT3/SMAD2/SMAD3/HDAC1/AKT3/SMAD4/AKT1/STAT1/AXIN1",15
"R-HSA-445144","R-HSA-445144","Signal transduction by L1","4/35","20/2914",7.37908553165448e-05,0.00110177380524358,0.000720498732491853,"MAPK3/MAPK1/CSNK2A1/PAK1",4
"R-HSA-9009391","R-HSA-9009391","Extra-nuclear estrogen signaling","6/35","63/2914",7.97934526317612e-05,0.0011154496594185,0.000729441979782607,"MAPK3/ESR1/MAPK1/AKT2/AKT3/AKT1",6
"R-HSA-69202","R-HSA-69202","Cyclin E associated events during G1/S transition ","5/35","39/2914",7.98589825449731e-05,0.0011154496594185,0.000729441979782607,"CDK2/AKT2/AKT3/AKT1/E2F4",5
"R-HSA-397795","R-HSA-397795","G-protein beta:gamma signalling","4/35","21/2914",9.03775644576542e-05,0.00118511281828947,0.000774997807511526,"AKT2/PAK1/AKT3/AKT1",4
"R-HSA-69656","R-HSA-69656","Cyclin A:Cdk2-associated events at S phase entry","5/35","40/2914",9.04821037772475e-05,0.00118511281828947,0.000774997807511526,"CDK2/AKT2/AKT3/AKT1/E2F4",5
"R-HSA-1640170","R-HSA-1640170","Cell Cycle","11/35","249/2914",9.30573575562167e-05,0.00118511281828947,0.000774997807511526,"MAPK3/MAPK1/CSNK2A1/CDK2/AKT2/CSNK1D/HDAC1/AKT3/AKT1/RBL1/E2F4",11
"R-HSA-2559583","R-HSA-2559583","Cellular Senescence","7/35","99/2914",0.000129993726043397,0.00157839439931657,0.00103218206737853,"MAPK3/CEBPB/MAPK1/CDK2/STAT3/SP1/MAPKAPK2",7
"R-HSA-1257604","R-HSA-1257604","PIP3 activates AKT signaling","9/35","172/2914",0.000131229095555188,0.00157839439931657,0.00103218206737853,"MAPK3/ESR1/GSK3A/MAPK1/CSNK2A1/AKT2/HDAC1/AKT3/AKT1",9
"R-HSA-5674400","R-HSA-5674400","Constitutive Signaling by AKT1 E17K in Cancer","4/35","24/2914",0.000156398090693995,0.00178211508606579,0.00116540405530982,"GSK3A/AKT2/AKT3/AKT1",4
"R-HSA-982772","R-HSA-982772","Growth hormone receptor signaling","4/35","24/2914",0.000156398090693995,0.00178211508606579,0.00116540405530982,"MAPK3/MAPK1/STAT3/STAT1",4
"R-HSA-2559582","R-HSA-2559582","Senescence-Associated Secretory Phenotype (SASP)","5/35","45/2914",0.000160897995000916,0.00178638030347171,0.00116819327004714,"MAPK3/CEBPB/MAPK1/CDK2/STAT3",5
"R-HSA-1362300","R-HSA-1362300","Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1","3/35","10/2914",0.000179917841739733,0.00185891987190506,0.00121563010949911,"HDAC1/RBL1/E2F4",3
"R-HSA-6804759","R-HSA-6804759","Regulation of TP53 Activity through Association with Co-factors","3/35","10/2914",0.000179917841739733,0.00185891987190506,0.00121563010949911,"AKT2/AKT3/AKT1",3
"R-HSA-5218920","R-HSA-5218920","VEGFR2 mediated vascular permeability","4/35","25/2914",0.000184604051944382,0.00185891987190506,0.00121563010949911,"AKT2/PAK1/AKT3/AKT1",4
"R-HSA-8948751","R-HSA-8948751","Regulation of PTEN stability and activity","4/35","25/2914",0.000184604051944382,0.00185891987190506,0.00121563010949911,"CSNK2A1/AKT2/AKT3/AKT1",4
"R-HSA-9018519","R-HSA-9018519","Estrogen-dependent gene expression","5/35","49/2914",0.000242591087719896,0.00216810607893538,0.00141782067639143,"MYB/ESR1/SP1/HDAC1/AXIN1",5
"R-HSA-1358803","R-HSA-1358803","Downregulation of ERBB2:ERBB3 signaling","3/35","11/2914",0.000245351496230562,0.00216810607893538,0.00141782067639143,"AKT2/AKT3/AKT1",3
"R-HSA-1362277","R-HSA-1362277","Transcription of E2F targets under negative control by DREAM complex","3/35","11/2914",0.000245351496230562,0.00216810607893538,0.00141782067639143,"HDAC1/RBL1/E2F4",3
"R-HSA-210745","R-HSA-210745","Regulation of gene expression in beta cells","3/35","11/2914",0.000245351496230562,0.00216810607893538,0.00141782067639143,"AKT2/AKT3/AKT1",3
"R-HSA-452723","R-HSA-452723","Transcriptional regulation of pluripotent stem cells","3/35","11/2914",0.000245351496230562,0.00216810607893538,0.00141782067639143,"STAT3/SMAD2/SMAD4",3
"R-HSA-9614399","R-HSA-9614399","Regulation of localization of FOXO transcription factors","3/35","11/2914",0.000245351496230562,0.00216810607893538,0.00141782067639143,"AKT2/AKT3/AKT1",3
"R-HSA-9616222","R-HSA-9616222","Transcriptional regulation of granulopoiesis","4/35","27/2914",0.000251771756643038,0.00218034341252871,0.00142582321130478,"MYB/CEBPB/CDK2/STAT3",4
"R-HSA-1502540","R-HSA-1502540","Signaling by Activin","3/35","12/2914",0.000324444397921335,0.0027365565436615,0.00178955563448388,"SMAD2/SMAD3/SMAD4",3
"R-HSA-6804757","R-HSA-6804757","Regulation of TP53 Degradation","4/35","29/2914",0.000334959576937782,0.0027365565436615,0.00178955563448388,"CDK2/AKT2/AKT3/AKT1",4
"R-HSA-6806003","R-HSA-6806003","Regulation of TP53 Expression and Degradation","4/35","29/2914",0.000334959576937782,0.0027365565436615,0.00178955563448388,"CDK2/AKT2/AKT3/AKT1",4
"R-HSA-8876198","R-HSA-8876198","RAB GEFs exchange GTP for GDP on RABs","3/35","13/2914",0.000418309302615694,0.00331385380036852,0.00216707590202779,"AKT2/AKT3/AKT1",3
