"","Gene set","Overlap","pValue","pAdj"
"1","#upgenes.DNA_0","CDK2, E2F4","0.997352094879972",1
"2","#upgenes.ERS_0","GSK3A","0.922880169422092",1
"3","#upgenes.HTS_0","CSNK2A1","0.993344110794091",1
"4","#upgenes.HYP_0","HDAC1","0.998658514642545",1
"5","#upgenes.MTL_0","CDK5","0.987559848485643",1
"6","#upgenes.OXD_0","MYB, SMAD3","0.938987546575173",1
"7","#upgenes.DNA_0.25","CDK2, E2F4","0.99620169544912",1
"8","#upgenes.ERS_0.25","GSK3A","0.903857157481569",1
"9","#upgenes.HTS_0.25","CSNK2A1","0.987540631041374",1
"10","#upgenes.HYP_0.25","HDAC1","0.997567498047394",1
"11","#upgenes.MTL_0.25","CDK5","0.983038391869621",1
"12","#upgenes.OXD_0.25","SMAD3","0.98385347435294",1
"13","#upgenes.DNA_0.45","CDK2, E2F4","0.992199332205442",1
"14","#upgenes.ERS_0.45","GSK3A","0.830216332095476",1
"15","#upgenes.HTS_0.45","CSNK2A1","0.9744258900584",1
"16","#upgenes.HYP_0.45","","1",1
"17","#upgenes.MTL_0.45","CDK5","0.919582610685288",1
"18","#upgenes.OXD_0.45","SMAD3","0.969534585828168",1
"19","#upgenes.DNA_0.5","CDK2, E2F4","0.992199332205442",1
"20","#upgenes.ERS_0.5","GSK3A","0.830216332095476",1
"21","#upgenes.HTS_0.5","CSNK2A1","0.9744258900584",1
"22","#upgenes.HYP_0.5","","1",1
"23","#upgenes.MTL_0.5","CDK5","0.919582610685288",1
"24","#upgenes.OXD_0.5","SMAD3","0.969534585828168",1
"25","#upgenes.DNA_0.65","CDK2","0.994743686299201",1
"26","#upgenes.ERS_0.65","GSK3A","0.774182749615585",1
"27","#upgenes.HTS_0.65","CSNK2A1","0.922880169422092",1
"28","#upgenes.HYP_0.65","","1",1
"29","#upgenes.MTL_0.65","CDK5","0.919582610685288",1
"30","#upgenes.OXD_0.65","SMAD3","0.880761312847099",1
"31","#upgenes.DNA_0.75","CDK2","0.994743686299201",1
"32","#upgenes.ERS_0.75","","1",1
"33","#upgenes.HTS_0.75","","1",1
"34","#upgenes.HYP_0.75","","1",1
"35","#upgenes.MTL_0.75","","1",1
"36","#upgenes.OXD_0.75","SMAD3","0.880761312847099",1
"37","#upgenes.DNA_0.85","","1",1
"38","#upgenes.ERS_0.85","","1",1
"39","#upgenes.HTS_0.85","","1",1
"40","#upgenes.HYP_0.85","","1",1
"41","#upgenes.MTL_0.85","","1",1
"42","#upgenes.OXD_0.85","","1",1
"43","#upgenes.DNA_0.95","","1",1
"44","#upgenes.ERS_0.95","","1",1
"45","#upgenes.HTS_0.95","","1",1
"46","#upgenes.HYP_0.95","","1",1
"47","#upgenes.MTL_0.95","","1",1
"48","#upgenes.OXD_0.95","","1",1
"49","#upgenes.DNA_1","","1",1
"50","#upgenes.ERS_1","","1",1
"51","#upgenes.HTS_1","","1",1
"52","#upgenes.HYP_1","","1",1
"53","#upgenes.MTL_1","","1",1
"54","#upgenes.OXD_1","","1",1
"55","#dngenes.DNA_0","CDK2, E2F4","0.997352094879972",1
"56","#dngenes.ERS_0","GSK3A","0.922880169422092",1
"57","#dngenes.HTS_0","CSNK2A1","0.993344110794091",1
"58","#dngenes.HYP_0","HDAC1","0.998658514642545",1
"59","#dngenes.MTL_0","CDK5","0.987559848485643",1
"60","#dngenes.OXD_0","MYB, SMAD3","0.938987546575173",1
"61","#dngenes.DNA_0.25","CDK2, E2F4","0.965584540270296",1
"62","#dngenes.ERS_0.25","GSK3A","0.736288347230507",1
"63","#dngenes.HTS_0.25","CSNK2A1","0.958930076127235",1
"64","#dngenes.HYP_0.25","HDAC1","0.973194617768055",1
"65","#dngenes.MTL_0.25","CDK5","0.972970527943697",1
"66","#dngenes.OXD_0.25","MYB, SMAD3","0.903640984246723",1
