"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-6804758","R-HSA-6804758","Regulation of TP53 Activity through Acetylation","7/24","14/2914",3.26049397248195e-12,1.00749263749692e-09,6.3493829990438e-10,"AKT1/AKT2/AKT3/HDAC1/HDAC2/PML/TP53",7
"R-HSA-6807070","R-HSA-6807070","PTEN Regulation","9/24","59/2914",3.15170870027305e-10,4.86938994192186e-08,3.06876899763428e-08,"AKT1/AKT2/AKT3/CSNK2A1/HDAC1/HDAC2/PML/TP53/JUN",9
"R-HSA-1257604","R-HSA-1257604","PIP3 activates AKT signaling","11/24","172/2914",2.82270449400897e-08,2.90738562882924e-06,1.83228186453214e-06,"AKT1/AKT2/AKT3/CSNK2A1/ESR1/GSK3A/HDAC1/HDAC2/PML/TP53/JUN",11
"R-HSA-9006925","R-HSA-9006925","Intracellular signaling by second messengers","11/24","201/2914",1.44974762344166e-07,1.11993003910869e-05,7.057981850966e-06,"AKT1/AKT2/AKT3/CSNK2A1/ESR1/GSK3A/HDAC1/HDAC2/PML/TP53/JUN",11
"R-HSA-5633007","R-HSA-5633007","Regulation of TP53 Activity","8/24","95/2914",4.54718855744295e-07,2.81016252849975e-05,1.77101028026726e-05,"AKT1/AKT2/AKT3/CSNK2A1/HDAC1/HDAC2/PML/TP53",8
"R-HSA-6804759","R-HSA-6804759","Regulation of TP53 Activity through Association with Co-factors","4/24","10/2914",7.20058831898954e-07,3.70830298427961e-05,2.33703305090011e-05,"AKT1/AKT2/AKT3/TP53",4
"R-HSA-3700989","R-HSA-3700989","Transcriptional Regulation by TP53","10/24","194/2914",1.17423999091702e-06,4.76522504026962e-05,3.00312257690301e-05,"AKT1/AKT2/AKT3/CSNK2A1/HDAC1/HDAC2/PML/TP53/JUN/BCL6",10
"R-HSA-8939211","R-HSA-8939211","ESR-mediated signaling","8/24","108/2914",1.23371522078178e-06,4.76522504026962e-05,3.00312257690301e-05,"AKT1/AKT2/AKT3/ESR1/HDAC1/SP1/JUN/GATA3",8
"R-HSA-9614085","R-HSA-9614085","FOXO-mediated transcription","6/24","49/2914",1.76828896427788e-06,6.07112544402072e-05,3.82612232036734e-05,"AKT1/AKT2/AKT3/HDAC1/HDAC2/BCL6",6
"R-HSA-198323","R-HSA-198323","AKT phosphorylates targets in the cytosol","4/24","13/2914",2.41139636372043e-06,7.45121476389611e-05,4.6958771293503e-05,"AKT1/AKT2/AKT3/GSK3A",4
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","14/24","481/2914",3.67111248531383e-06,0.000103124887087452,6.49909865821109e-05,"AKT1/AKT2/AKT3/CSNK2A1/ESR1/HDAC1/HDAC2/PML/SP1/TP53/JUN/MAX/GATA3/BCL6",14
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","14/24","499/2914",5.77710862012885e-06,0.000148760546968318,9.37513240985822e-05,"AKT1/AKT2/AKT3/CSNK2A1/ESR1/HDAC1/HDAC2/PML/SP1/TP53/JUN/MAX/GATA3/BCL6",14
"R-HSA-9006931","R-HSA-9006931","Signaling by Nuclear Receptors","8/24","136/2914",7.16095097385277e-06,0.000170210296224654,0.000107269306086054,"AKT1/AKT2/AKT3/ESR1/HDAC1/SP1/JUN/GATA3",8
"R-HSA-397795","R-HSA-397795","G-protein beta:gamma signalling","4/24","21/2914",1.93133799121311e-05,0.000426273885203466,0.00026864475817626,"AKT1/AKT2/AKT3/PAK1",4
"R-HSA-5674400","R-HSA-5674400","Constitutive Signaling by AKT1 E17K in Cancer","4/24","24/2914",3.37266983951697e-05,0.00064938535487768,0.000409253246984741,"AKT1/AKT2/AKT3/GSK3A",4
"R-HSA-109606","R-HSA-109606","Intrinsic Pathway for Apoptosis","5/24","49/2914",3.65076773829301e-05,0.00064938535487768,0.000409253246984741,"AKT1/AKT2/AKT3/TP53/STAT3",5
"R-HSA-9018519","R-HSA-9018519","Estrogen-dependent gene expression","5/24","49/2914",3.65076773829301e-05,0.00064938535487768,0.000409253246984741,"ESR1/HDAC1/SP1/JUN/GATA3",5
"R-HSA-5218920","R-HSA-5218920","VEGFR2 mediated vascular permeability","4/24","25/2914",3.99298438274301e-05,0.00064938535487768,0.000409253246984741,"AKT1/AKT2/AKT3/PAK1",4
"R-HSA-8948751","R-HSA-8948751","Regulation of PTEN stability and activity","4/24","25/2914",3.99298438274301e-05,0.00064938535487768,0.000409253246984741,"AKT1/AKT2/AKT3/CSNK2A1",4
"R-HSA-114452","R-HSA-114452","Activation of BH3-only proteins","4/24","29/2914",7.33331184529147e-05,0.000959399815727789,0.000604629418871201,"AKT1/AKT2/AKT3/TP53",4
"R-HSA-6804757","R-HSA-6804757","Regulation of TP53 Degradation","4/24","29/2914",7.33331184529147e-05,0.000959399815727789,0.000604629418871201,"AKT1/AKT2/AKT3/TP53",4
"R-HSA-6806003","R-HSA-6806003","Regulation of TP53 Expression and Degradation","4/24","29/2914",7.33331184529147e-05,0.000959399815727789,0.000604629418871201,"AKT1/AKT2/AKT3/TP53",4
"R-HSA-1358803","R-HSA-1358803","Downregulation of ERBB2:ERBB3 signaling","3/24","11/2914",7.76213443145461e-05,0.000959399815727789,0.000604629418871201,"AKT1/AKT2/AKT3",3
"R-HSA-210745","R-HSA-210745","Regulation of gene expression in beta cells","3/24","11/2914",7.76213443145461e-05,0.000959399815727789,0.000604629418871201,"AKT1/AKT2/AKT3",3
"R-HSA-9614399","R-HSA-9614399","Regulation of localization of FOXO transcription factors","3/24","11/2914",7.76213443145461e-05,0.000959399815727789,0.000604629418871201,"AKT1/AKT2/AKT3",3
"R-HSA-389356","R-HSA-389356","CD28 co-stimulation","4/24","31/2914",9.60839670041479e-05,0.00112648505869601,0.000709929265402014,"AKT1/AKT2/AKT3/PAK1",4
