"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","41/61","481/2914",4.67287949462896e-19,2.42989733720706e-16,1.39202620734736e-16,"AKT1/AKT2/AKT3/CDK1/CDK2/CDK4/CREB1/CREBBP/CTNNB1/FBXW7/FOXO1/GSK3B/NR1I2/PPARGC1A/SRC/TP53/AR/CASP1/EP300/MAPK1/MAPK3/RB1/SMAD2/SMAD3/SMAD4/UBE2I/TAF1/FOXO4/LEF1/TCF7/TCF7L2/PPARG/MAF/SMAD1/HNF4A/ESRRA/BCL6/RUNX2/VDR/E2F4/STAT1",41
"R-HSA-8878166","R-HSA-8878166","Transcriptional regulation by RUNX2","19/61","62/2914",1.34564268228732e-18,3.37403306362405e-16,1.93289748381702e-16,"AKT1/AKT2/AKT3/CDK1/CDK4/FBXW7/GSK3B/PPARGC1A/SRC/AR/MAPK1/MAPK3/RB1/SMAD4/MAF/SMAD1/ESRRA/RUNX2/STAT1",19
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","41/61","499/2914",1.94655753670618e-18,3.37403306362405e-16,1.93289748381702e-16,"AKT1/AKT2/AKT3/CDK1/CDK2/CDK4/CREB1/CREBBP/CTNNB1/FBXW7/FOXO1/GSK3B/NR1I2/PPARGC1A/SRC/TP53/AR/CASP1/EP300/MAPK1/MAPK3/RB1/SMAD2/SMAD3/SMAD4/UBE2I/TAF1/FOXO4/LEF1/TCF7/TCF7L2/PPARG/MAF/SMAD1/HNF4A/ESRRA/BCL6/RUNX2/VDR/E2F4/STAT1",41
"R-HSA-9614085","R-HSA-9614085","FOXO-mediated transcription","12/61","49/2914",1.17208356065224e-10,1.52370862884791e-08,8.72893809643643e-09,"AKT1/AKT2/AKT3/CREBBP/FOXO1/PPARGC1A/EP300/SMAD2/SMAD3/SMAD4/FOXO4/BCL6",12
"R-HSA-8941326","R-HSA-8941326","RUNX2 regulates bone development","9/61","24/2914",4.30876611100815e-10,4.48111675544847e-08,2.56711749350591e-08,"SRC/AR/MAPK1/MAPK3/RB1/SMAD4/MAF/SMAD1/RUNX2",9
"R-HSA-5663202","R-HSA-5663202","Diseases of signal transduction","22/61","268/2914",5.6696072782025e-09,4.91365964110883e-07,2.81491028023036e-07,"AKT1/AKT2/AKT3/CREB1/CREBBP/CSNK1A1/CTNNB1/FBXW7/FOXO1/GSK3B/SRC/EP300/MAPK1/MAPK3/SMAD2/SMAD3/SMAD4/STAT3/FOXO4/TCF7L2/STAT5A/STAT1",22
"R-HSA-186712","R-HSA-186712","Regulation of beta-cell development","8/61","24/2914",1.30541054861962e-08,9.69733550403143e-07,5.55535616931355e-07,"AKT1/AKT2/AKT3/CREBBP/FOXO1/EP300/PAX6/HNF4A",8
"R-HSA-1266738","R-HSA-1266738","Developmental Biology","26/61","397/2914",1.78358357893023e-08,1.15932932630465e-06,6.6415020110165e-07,"AKT1/AKT2/AKT3/CDK2/CDK4/CREB1/CREBBP/CTNNB1/FOXO1/GSK3B/PPARGC1A/SRC/EP300/FLI1/MAPK1/MAPK3/PAX6/SMAD2/SMAD3/SMAD4/STAT3/LEF1/TCF4/PPARG/HNF4A/SREBF2",26
"R-HSA-210745","R-HSA-210745","Regulation of gene expression in beta cells","6/61","11/2914",2.79432983102347e-08,1.61450168014689e-06,9.24906832958646e-07,"AKT1/AKT2/AKT3/FOXO1/PAX6/HNF4A",6
"R-HSA-8940973","R-HSA-8940973","RUNX2 regulates osteoblast differentiation","7/61","19/2914",5.13803158986115e-08,2.6717764267278e-06,1.53059256834811e-06,"SRC/AR/MAPK1/MAPK3/RB1/MAF/RUNX2",7
"R-HSA-8878159","R-HSA-8878159","Transcriptional regulation by RUNX3","10/61","53/2914",7.32864618700621e-08,3.46445092476657e-06,1.98469557026101e-06,"CREBBP/CTNNB1/SRC/TP53/EP300/SMAD3/SMAD4/LEF1/TCF7/TCF7L2",10
"R-HSA-1989781","R-HSA-1989781","PPARA activates gene expression","9/61","47/2914",3.08650356652989e-07,1.30056850276903e-05,7.45062522841367e-06,"CREBBP/PPARGC1A/ARNTL/EP300/NRF1/PPARG/ESRRA/CLOCK/SREBF2",9
"R-HSA-5674400","R-HSA-5674400","Constitutive Signaling by AKT1 E17K in Cancer","7/61","24/2914",3.25142125692257e-07,1.30056850276903e-05,7.45062522841367e-06,"AKT1/AKT2/AKT3/CREB1/FOXO1/GSK3B/FOXO4",7
"R-HSA-400206","R-HSA-400206","Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)","9/61","48/2914",3.73725533583639e-07,1.38812341045352e-05,7.95220496271955e-06,"CREBBP/PPARGC1A/ARNTL/EP300/NRF1/PPARG/ESRRA/CLOCK/SREBF2",9
"R-HSA-1643685","R-HSA-1643685","Disease","25/61","443/2914",7.81415673298194e-07,2.58115132201362e-05,1.47867575734788e-05,"AKT1/AKT2/AKT3/CDC25A/CDK4/CREB1/CREBBP/CSNK1A1/CTNNB1/FBXW7/FOXO1/GSK3B/SRC/EP300/MAPK1/MAPK3/SMAD2/SMAD3/SMAD4/STAT3/TAF1/FOXO4/TCF7L2/STAT5A/STAT1",25
"R-HSA-9616222","R-HSA-9616222","Transcriptional regulation of granulopoiesis","7/61","27/2914",7.94200406773422e-07,2.58115132201362e-05,1.47867575734788e-05,"CDK2/CDK4/CREB1/EP300/FLI1/STAT3/LEF1",7
"R-HSA-69202","R-HSA-69202","Cyclin E associated events during G1/S transition ","8/61","39/2914",8.5411236965554e-07,2.612579013064e-05,1.49667987995367e-05,"AKT1/AKT2/AKT3/CDC25A/CDK2/CDK4/RB1/E2F4",8
"R-HSA-69278","R-HSA-69278","Cell Cycle, Mitotic","16/61","191/2914",9.18754493276478e-07,2.65417964724316e-05,1.5205118222061e-05,"AKT1/AKT2/AKT3/CDC25A/CDK1/CDK2/CDK4/GSK3B/SRC/TP53/EP300/MAPK1/MAPK3/RB1/FOXM1/E2F4",16
"R-HSA-69656","R-HSA-69656","Cyclin A:Cdk2-associated events at S phase entry","8/61","40/2914",1.0502827697431e-06,2.87445810666533e-05,1.64670373317063e-05,"AKT1/AKT2/AKT3/CDC25A/CDK2/CDK4/RB1/E2F4",8
"R-HSA-9614399","R-HSA-9614399","Regulation of localization of FOXO transcription factors","5/61","11/2914",1.42954822420035e-06,3.56565673137005e-05,2.04267379550147e-05,"AKT1/AKT2/AKT3/FOXO1/FOXO4",5
"R-HSA-9615017","R-HSA-9615017","FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","6/61","19/2914",1.43997675689944e-06,3.56565673137005e-05,2.04267379550147e-05,"FOXO1/PPARGC1A/SMAD2/SMAD3/SMAD4/FOXO4",6
"R-HSA-3769402","R-HSA-3769402","Deactivation of the beta-catenin transactivating complex","7/61","31/2914",2.20242026579717e-06,5.20572062824785e-05,2.98222457043348e-05,"AKT1/AKT2/CTNNB1/LEF1/TCF7/TCF7L2/SOX6",7
"R-HSA-69206","R-HSA-69206","G1/S Transition","9/61","60/2914",2.70771080025249e-06,6.04908640548256e-05,3.46536731326228e-05,"AKT1/AKT2/AKT3/CDC25A/CDK1/CDK2/CDK4/RB1/E2F4",9
"R-HSA-453279","R-HSA-453279","Mitotic G1-G1/S phases","10/61","77/2914",2.79188603329965e-06,6.04908640548256e-05,3.46536731326228e-05,"AKT1/AKT2/AKT3/CDC25A/CDK1/CDK2/CDK4/SRC/RB1/E2F4",10
"R-HSA-201722","R-HSA-201722","Formation of the beta-catenin:TCF transactivating complex","6/61","22/2914",3.77058975693555e-06,7.71142635786269e-05,4.41767947221689e-05,"CREBBP/CTNNB1/EP300/LEF1/TCF7/TCF7L2",6
"R-HSA-9614657","R-HSA-9614657","FOXO-mediated transcription of cell death genes","5/61","13/2914",3.85571317893135e-06,7.71142635786269e-05,4.41767947221689e-05,"CREBBP/FOXO1/EP300/FOXO4/BCL6",5
"R-HSA-6804758","R-HSA-6804758","Regulation of TP53 Activity through Acetylation","5/61","14/2914",5.90169675094955e-06,0.000109602939660492,6.27887285909294e-05,"AKT1/AKT2/AKT3/TP53/EP300",5
"R-HSA-9617828","R-HSA-9617828","FOXO-mediated transcription of cell cycle genes","5/61","14/2914",5.90169675094955e-06,0.000109602939660492,6.27887285909294e-05,"FOXO1/SMAD2/SMAD3/SMAD4/FOXO4",5
"R-HSA-9634638","R-HSA-9634638","Estrogen-dependent nuclear events downstream of ESR-membrane signaling","6/61","24/2914",6.5832950318849e-06,0.000118045290226902,6.76251358992169e-05,"AKT1/AKT2/AKT3/CREB1/MAPK1/MAPK3",6
"R-HSA-1640170","R-HSA-1640170","Cell Cycle","17/61","249/2914",6.9581234610536e-06,0.000120607473324929,6.90929452448481e-05,"AKT1/AKT2/AKT3/CDC25A/CDK1/CDK2/CDK4/GSK3B/SRC/TP53/EP300/MAPK1/MAPK3/RB1/UBE2I/FOXM1/E2F4",17
"R-HSA-400253","R-HSA-400253","Circadian Clock","8/61","52/2914",8.44138513113854e-06,0.000141597428006195,8.11175549104315e-05,"CREB1/CREBBP/PPARGC1A/ARNTL/BHLHE40/EP300/CLOCK/HIF1A",8
"R-HSA-201681","R-HSA-201681","TCF dependent signaling in response to WNT","11/61","108/2914",9.59961982548092e-06,0.000155993822164065,8.93648819279967e-05,"AKT1/AKT2/CREBBP/CSNK1A1/CTNNB1/GSK3B/EP300/LEF1/TCF7/TCF7L2/SOX6",11
"R-HSA-8939902","R-HSA-8939902","Regulation of RUNX2 expression and activity","6/61","26/2914",1.0899119492675e-05,0.000171743701096696,9.83875858509415e-05,"FBXW7/GSK3B/PPARGC1A/ESRRA/RUNX2/STAT1",6
"R-HSA-69242","R-HSA-69242","S Phase","9/61","71/2914",1.13938927663039e-05,0.000174259536425824,9.98288437419194e-05,"AKT1/AKT2/AKT3/CDC25A/CDK2/CDK4/GSK3B/RB1/E2F4",9
"R-HSA-6804757","R-HSA-6804757","Regulation of TP53 Degradation","6/61","29/2914",2.14127650242575e-05,0.000309295494794831,0.000177187500054529,"AKT1/AKT2/AKT3/CDK1/CDK2/TP53",6
"R-HSA-6806003","R-HSA-6806003","Regulation of TP53 Expression and Degradation","6/61","29/2914",2.14127650242575e-05,0.000309295494794831,0.000177187500054529,"AKT1/AKT2/AKT3/CDK1/CDK2/TP53",6
"R-HSA-556833","R-HSA-556833","Metabolism of lipids","11/61","119/2914",2.45411106549445e-05,0.000344902095691113,0.000197585613523451,"CREBBP/PPARGC1A/ARNTL/EP300/UBE2I/NRF1/PPARG/ESRRA/CLOCK/SREBF2/VDR",11
"R-HSA-5689880","R-HSA-5689880","Ub-specific processing proteases","9/61","80/2914",3.06155873110628e-05,0.000418950142151385,0.000240005850665672,"CDC25A/TP53/AR/SMAD2/SMAD3/SMAD4/FOXO4/SMAD1/HIF1A",9
"R-HSA-6804759","R-HSA-6804759","Regulation of TP53 Activity through Association with Co-factors","4/61","10/2914",3.3250674412471e-05,0.000432258767362123,0.00024763002259814,"AKT1/AKT2/AKT3/TP53",4
"R-HSA-9617629","R-HSA-9617629","Regulation of FOXO transcriptional activity by acetylation","4/61","10/2914",3.3250674412471e-05,0.000432258767362123,0.00024763002259814,"CREBBP/FOXO1/EP300/FOXO4",4
"R-HSA-5688426","R-HSA-5688426","Deubiquitination","11/61","124/2914",3.62932362692554e-05,0.00045096018083473,0.000258343585376981,"CDC25A/CDK1/TP53/AR/EP300/SMAD2/SMAD3/SMAD4/FOXO4/SMAD1/HIF1A",11
"R-HSA-1257604","R-HSA-1257604","PIP3 activates AKT signaling","13/61","172/2914",3.64237069135743e-05,0.00045096018083473,0.000258343585376981,"AKT1/AKT2/AKT3/CREB1/FOXO1/GSK3B/PHLPP1/SRC/TP53/MAPK1/MAPK3/FOXO4/PPARG",13
"R-HSA-109606","R-HSA-109606","Intrinsic Pathway for Apoptosis","7/61","49/2914",5.3554534205738e-05,0.000647636227604274,0.000371014276137671,"AKT1/AKT2/AKT3/TP53/MAPK1/MAPK3/STAT3",7
"R-HSA-2559585","R-HSA-2559585","Oncogene Induced Senescence","5/61","23/2914",8.57880427508856e-05,0.00101385868705592,0.00058081378226078,"CDK4/TP53/MAPK1/MAPK3/RB1",5
"R-HSA-195253","R-HSA-195253","Degradation of beta-catenin by the destruction complex","6/61","37/2914",9.19711927616592e-05,0.00106277822746806,0.000608838539217533,"CSNK1A1/CTNNB1/GSK3B/LEF1/TCF7/TCF7L2",6
"R-HSA-982772","R-HSA-982772","Growth hormone receptor signaling","5/61","24/2914",0.00010663139741378,0.00119473328730287,0.000684432227341525,"MAPK1/MAPK3/STAT3/STAT5A/STAT1",5
"R-HSA-198323","R-HSA-198323","AKT phosphorylates targets in the cytosol","4/61","13/2914",0.000107985508660068,0.00119473328730287,0.000684432227341525,"AKT1/AKT2/AKT3/GSK3B",4
"R-HSA-381340","R-HSA-381340","Transcriptional regulation of white adipocyte differentiation","6/61","40/2914",0.000144599892446573,0.00156649883483787,0.000897407227245176,"CDK4/CREBBP/PPARGC1A/EP300/PPARG/SREBF2",6
"R-HSA-6807070","R-HSA-6807070","PTEN Regulation","7/61","59/2914",0.000180515044062913,0.00191566985536153,0.00109743839892169,"AKT1/AKT2/AKT3/TP53/MAPK1/MAPK3/PPARG",7
"R-HSA-9006925","R-HSA-9006925","Intracellular signaling by second messengers","13/61","201/2914",0.000185367975181651,0.00192782694188917,0.00110440288371384,"AKT1/AKT2/AKT3/CREB1/FOXO1/GSK3B/PHLPP1/SRC/TP53/MAPK1/MAPK3/FOXO4/PPARG",13
"R-HSA-6804114","R-HSA-6804114","TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest","4/61","15/2914",0.000199767495889002,0.00203684505612316,0.00116685658073452,"CDK1/TP53/EP300/E2F4",4
"R-HSA-4090294","R-HSA-4090294","SUMOylation of intracellular receptors","5/61","28/2914",0.000231173642389848,0.00231173642389848,0.00132433483393375,"NR1I2/AR/UBE2I/PPARG/VDR",5
"R-HSA-157118","R-HSA-157118","Signaling by NOTCH","9/61","104/2914",0.000244652605347252,0.00240036518453908,0.00137510799033312,"AKT1/CREB1/CREBBP/FBXW7/TP53/EP300/SMAD3/HIF1A/STAT1",9
"R-HSA-9009391","R-HSA-9009391","Extra-nuclear estrogen signaling","7/61","63/2914",0.000274167646998974,0.00264013289702716,0.00151246479728479,"AKT1/AKT2/AKT3/CREB1/SRC/MAPK1/MAPK3",7
"R-HSA-3108232","R-HSA-3108232","SUMO E3 ligases SUMOylate target proteins","9/61","107/2914",0.00030391696875606,0.00287339679551184,0.00164609573508067,"CREBBP/NR1I2/PPARGC1A/TP53/AR/EP300/UBE2I/PPARG/VDR",9
"R-HSA-383280","R-HSA-383280","Nuclear Receptor transcription pathway","6/61","46/2914",0.000319986846205711,0.00292403599313128,0.00167510563978978,"NR1I2/AR/PPARG/HNF4A/ESRRA/VDR",6
"R-HSA-6791312","R-HSA-6791312","TP53 Regulates Transcription of Cell Cycle Genes","5/61","30/2914",0.000324582063591303,0.00292403599313128,0.00167510563978978,"CDK1/CDK2/TP53/EP300/E2F4",5
"R-HSA-8939211","R-HSA-8939211","ESR-mediated signaling","9/61","108/2914",0.000326142476156951,0.00292403599313128,0.00167510563978978,"AKT1/AKT2/AKT3/CREB1/CREBBP/SRC/EP300/MAPK1/MAPK3",9
"R-HSA-2990846","R-HSA-2990846","SUMOylation","9/61","109/2914",0.000349701197173565,0.00308211224627549,0.00176566349331167,"CREBBP/NR1I2/PPARGC1A/TP53/AR/EP300/UBE2I/PPARG/VDR",9
"R-HSA-2262752","R-HSA-2262752","Cellular responses to stress","12/61","187/2914",0.000368440105647396,0.00319314758227744,0.00182927280523181,"CDK2/CDK4/CREBBP/GSK3B/TP53/AR/EP300/MAPK1/MAPK3/RB1/STAT3/HIF1A",12
"R-HSA-8953897","R-HSA-8953897","Cellular responses to external stimuli","12/61","189/2914",0.000406780939342739,0.00346764079439712,0.00198652296521131,"CDK2/CDK4/CREBBP/GSK3B/TP53/AR/EP300/MAPK1/MAPK3/RB1/STAT3/HIF1A",12
"R-HSA-69273","R-HSA-69273","Cyclin A/B1/B2 associated events during G2/M transition","4/61","18/2914",0.000427202689804094,0.00358299030158273,0.002052603755765,"CDC25A/CDK1/CDK2/FOXM1",4
"R-HSA-2151201","R-HSA-2151201","Transcriptional activation of mitochondrial biogenesis","5/61","32/2914",0.000444143819692574,0.0036659489879387,0.00210012867122804,"CREB1/CREBBP/PPARGC1A/NRF1/ESRRA",5
"R-HSA-3700989","R-HSA-3700989","Transcriptional Regulation by TP53","12/61","194/2914",0.00051777514733687,0.00413431992934896,0.00236844643725861,"AKT1/AKT2/AKT3/CDK1/CDK2/CREBBP/TP53/CASP1/EP300/TAF1/BCL6/E2F4",12
"R-HSA-1368108","R-HSA-1368108","BMAL1:CLOCK,NPAS2 activates circadian gene expression","4/61","19/2914",0.000532691221666116,0.00413431992934896,0.00236844643725861,"CREBBP/ARNTL/BHLHE40/CLOCK",4
"R-HSA-1538133","R-HSA-1538133","G0 and Early G1","4/61","19/2914",0.000532691221666116,0.00413431992934896,0.00236844643725861,"CDC25A/CDK1/CDK2/E2F4",4
"R-HSA-389513","R-HSA-389513","CTLA4 inhibitory signaling","4/61","19/2914",0.000532691221666116,0.00413431992934896,0.00236844643725861,"AKT1/AKT2/AKT3/SRC",4
"R-HSA-5633007","R-HSA-5633007","Regulation of TP53 Activity","8/61","95/2914",0.000672780028535078,0.00514478845350354,0.00294731808166296,"AKT1/AKT2/AKT3/CDK1/CDK2/TP53/EP300/TAF1",8
