"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","29/45","481/2914",4.64539288544501e-13,2.16010769173193e-10,1.3936178656335e-10,"CREB1/EP300/HIPK2/MAPK14/MDM2/MYB/PML/RB1/SKI/SMAD3/TP53/AKT3/CDKN1A/GSK3B/MAPK1/MAPK3/PPARGC1A/PRKAA1/PRKAA2/PTEN/SP1/STK11/FOXO4/FOXO3/TCF7L2/YY1/SREBF1/ESRRA/NR2C2",29
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","29/45","499/2914",1.24157984834546e-12,2.88667314740319e-10,1.86236977251819e-10,"CREB1/EP300/HIPK2/MAPK14/MDM2/MYB/PML/RB1/SKI/SMAD3/TP53/AKT3/CDKN1A/GSK3B/MAPK1/MAPK3/PPARGC1A/PRKAA1/PRKAA2/PTEN/SP1/STK11/FOXO4/FOXO3/TCF7L2/YY1/SREBF1/ESRRA/NR2C2",29
"R-HSA-9614085","R-HSA-9614085","FOXO-mediated transcription","9/45","49/2914",2.8141635646635e-08,4.27151493126614e-06,2.75581608468783e-06,"EP300/SMAD3/AKT3/CDKN1A/PPARGC1A/STK11/FOXO4/FOXO3/SREBF1",9
"R-HSA-5674400","R-HSA-5674400","Constitutive Signaling by AKT1 E17K in Cancer","7/45","24/2914",3.67442144625044e-08,4.27151493126614e-06,2.75581608468783e-06,"CREB1/MDM2/AKT3/CDKN1A/GSK3B/FOXO4/FOXO3",7
"R-HSA-1266738","R-HSA-1266738","Developmental Biology","21/45","397/2914",6.51537257979543e-08,6.05929649920975e-06,3.90922354787726e-06,"CREB1/EP300/MAPK14/MYB/PML/SMAD3/PLCG1/SIAH2/VAV2/AKT3/CDKN1A/GSK3B/MAPK1/MAPK3/PAK1/PPARGC1A/FOXO3/YY1/CEBPB/STAT3/SREBF1",21
"R-HSA-9616222","R-HSA-9616222","Transcriptional regulation of granulopoiesis","7/45","27/2914",9.10730650938118e-08,7.05816254477042e-06,4.55365325469059e-06,"CREB1/EP300/MYB/PML/CDKN1A/CEBPB/STAT3",7
"R-HSA-5663202","R-HSA-5663202","Diseases of signal transduction","17/45","268/2914",1.51822724787415e-07,1.00853667180211e-05,6.50668820517493e-06,"CREB1/CTBP1/EP300/MDM2/SMAD3/PLCG1/AKT3/CDKN1A/GSK3B/MAPK1/MAPK3/PTEN/FOXO4/FOXO3/TCF7L2/STAT5A/STAT3",17
"R-HSA-2559585","R-HSA-2559585","Oncogene Induced Senescence","6/45","23/2914",7.98399817941921e-07,4.64069894178742e-05,2.99399931728221e-05,"MDM2/RB1/TP53/MAPK1/MAPK3/SP1",6
"R-HSA-5633007","R-HSA-5633007","Regulation of TP53 Activity","10/45","95/2914",1.04582445315565e-06,5.4034263413042e-05,3.48608151051884e-05,"EP300/HIPK2/MAPK14/MDM2/PML/TP53/AKT3/PRKAA1/PRKAA2/STK11",10
"R-HSA-2559583","R-HSA-2559583","Cellular Senescence","10/45","99/2914",1.54159987395703e-06,7.16843941390018e-05,4.62479962187108e-05,"MAPK14/MDM2/RB1/TP53/CDKN1A/MAPK1/MAPK3/SP1/CEBPB/STAT3",10
"R-HSA-8878166","R-HSA-8878166","Transcriptional regulation by RUNX2","8/45","62/2914",3.07835560236686e-06,0.000130130486827326,8.39551527918235e-05,"RB1/AKT3/CDKN1A/GSK3B/MAPK1/MAPK3/PPARGC1A/ESRRA",8
"R-HSA-8939211","R-HSA-8939211","ESR-mediated signaling","10/45","108/2914",3.4630194705234e-06,0.000134192004482782,8.65754867630849e-05,"CREB1/EP300/MYB/AKT3/MAPK1/MAPK3/SP1/FOXO3/YY1/FOXA1",10
"R-HSA-9006931","R-HSA-9006931","Signaling by Nuclear Receptors","11/45","136/2914",3.97358089303404e-06,0.000142131931943141,9.16980206084778e-05,"CREB1/EP300/MYB/AKT3/MAPK1/MAPK3/SP1/FOXO3/YY1/FOXA1/SREBF1",11
"R-HSA-1989781","R-HSA-1989781","PPARA activates gene expression","7/45","47/2914",5.12028947429022e-06,0.000170066757538925,0.00010972048873479,"EP300/ARNTL/PPARGC1A/SP1/CLOCK/SREBF1/ESRRA",7
"R-HSA-9006925","R-HSA-9006925","Intracellular signaling by second messengers","13/45","201/2914",5.54712133866402e-06,0.000171960761498585,0.000110942426773281,"CREB1/MDM2/PML/TP53/PLCG1/AKT3/CDKN1A/GSK3B/MAPK1/MAPK3/PTEN/FOXO4/FOXO3",13
"R-HSA-400206","R-HSA-400206","Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)","7/45","48/2914",5.92561425662952e-06,0.000172213164333295,0.000111105267311803,"EP300/ARNTL/PPARGC1A/SP1/CLOCK/SREBF1/ESRRA",7
"R-HSA-1257604","R-HSA-1257604","PIP3 activates AKT signaling","12/45","172/2914",6.34390054861349e-06,0.000173524338535604,0.000111951186152003,"CREB1/MDM2/PML/TP53/AKT3/CDKN1A/GSK3B/MAPK1/MAPK3/PTEN/FOXO4/FOXO3",12
"R-HSA-9615017","R-HSA-9615017","FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","5/45","19/2914",6.92885984943958e-06,0.000178995546110522,0.00011548099749066,"SMAD3/PPARGC1A/FOXO4/FOXO3/SREBF1",5
"R-HSA-400253","R-HSA-400253","Circadian Clock","7/45","52/2914",1.0280421887657e-05,0.000251599798829501,0.000162322450857743,"CREB1/EP300/ARNTL/PPARGC1A/BHLHE40/CLOCK/SREBF1",7
"R-HSA-8878159","R-HSA-8878159","Transcriptional regulation by RUNX3","7/45","53/2914",1.17086804938654e-05,0.00027222682148237,0.00017563020740798,"EP300/MDM2/SMAD3/TP53/CDKN1A/FOXO3/TCF7L2",7
"R-HSA-2262752","R-HSA-2262752","Cellular responses to stress","12/45","187/2914",1.51494077197847e-05,0.00033545117093809,0.000216420110282639,"EP300/MAPK14/MDM2/RB1/TP53/CDKN1A/GSK3B/MAPK1/MAPK3/SP1/CEBPB/STAT3",12
"R-HSA-8953897","R-HSA-8953897","Cellular responses to external stimuli","12/45","189/2914",1.69025203321712e-05,0.000344014203597817,0.000221944647482463,"EP300/MAPK14/MDM2/RB1/TP53/CDKN1A/GSK3B/MAPK1/MAPK3/SP1/CEBPB/STAT3",12
"R-HSA-6804756","R-HSA-6804756","Regulation of TP53 Activity through Phosphorylation","7/45","56/2914",1.70157563069888e-05,0.000344014203597817,0.000221944647482463,"HIPK2/MAPK14/MDM2/TP53/PRKAA1/PRKAA2/STK11",7
"R-HSA-3700989","R-HSA-3700989","Transcriptional Regulation by TP53","12/45","194/2914",2.20870787200068e-05,0.000427937150200131,0.000276088484000085,"EP300/HIPK2/MAPK14/MDM2/PML/TP53/AKT3/CDKN1A/PRKAA1/PRKAA2/PTEN/STK11",12
"R-HSA-9634638","R-HSA-9634638","Estrogen-dependent nuclear events downstream of ESR-membrane signaling","5/45","24/2914",2.39099705508893e-05,0.000444725452246541,0.000286919646610671,"CREB1/AKT3/MAPK1/MAPK3/FOXO3",5
"R-HSA-198323","R-HSA-198323","AKT phosphorylates targets in the cytosol","4/45","13/2914",3.20887935209509e-05,0.000552640332860822,0.000356542150232788,"MDM2/AKT3/CDKN1A/GSK3B",4
"R-HSA-9614657","R-HSA-9614657","FOXO-mediated transcription of cell death genes","4/45","13/2914",3.20887935209509e-05,0.000552640332860822,0.000356542150232788,"EP300/STK11/FOXO4/FOXO3",4
"R-HSA-6804758","R-HSA-6804758","Regulation of TP53 Activity through Acetylation","4/45","14/2914",4.44188415458117e-05,0.000712233148924223,0.000459505257370466,"EP300/PML/TP53/AKT3",4
"R-HSA-9617828","R-HSA-9617828","FOXO-mediated transcription of cell cycle genes","4/45","14/2914",4.44188415458117e-05,0.000712233148924223,0.000459505257370466,"SMAD3/CDKN1A/FOXO4/FOXO3",4
"R-HSA-556833","R-HSA-556833","Metabolism of lipids","9/45","119/2914",5.9753805076071e-05,0.0009261839786791,0.00059753805076071,"EP300/ARNTL/PPARGC1A/PRKAA2/PTEN/SP1/CLOCK/SREBF1/ESRRA",9
"R-HSA-2871796","R-HSA-2871796","FCERI mediated MAPK activation","5/45","30/2914",7.48140240185001e-05,0.0011222103602775,0.000724006684050001,"PLCG1/VAV2/MAPK1/MAPK3/PAK1",5
"R-HSA-2219528","R-HSA-2219528","PI3K/AKT Signaling in Cancer","8/45","97/2914",8.79586145719783e-05,0.00127814861799906,0.000824612011612297,"CREB1/MDM2/AKT3/CDKN1A/GSK3B/PTEN/FOXO4/FOXO3",8
"R-HSA-5628897","R-HSA-5628897","TP53 Regulates Metabolic Genes","5/45","35/2914",0.000160897995000916,0.00221328872585715,0.00142792821023042,"TP53/AKT3/PRKAA1/PRKAA2/PTEN",5
"R-HSA-1643685","R-HSA-1643685","Disease","17/45","443/2914",0.000161831863826115,0.00221328872585715,0.00142792821023042,"CREB1/CTBP1/EP300/MDM2/SMAD3/PLCG1/AKT3/CDKN1A/GSK3B/MAPK1/MAPK3/PTEN/FOXO4/FOXO3/TCF7L2/STAT5A/STAT3",17
"R-HSA-445144","R-HSA-445144","Signal transduction by L1","4/45","20/2914",0.000200892324806763,0.00266899802957556,0.0017219342126294,"VAV2/MAPK1/MAPK3/PAK1",4
"R-HSA-6807070","R-HSA-6807070","PTEN Regulation","6/45","59/2914",0.00023488255919941,0.00302046611723834,0.00194868781757312,"PML/TP53/AKT3/MAPK1/MAPK3/PTEN",6
"R-HSA-1592230","R-HSA-1592230","Mitochondrial biogenesis","5/45","38/2914",0.000240338164167352,0.00302046611723834,0.00194868781757312,"CREB1/MAPK14/PPARGC1A/PRKAA2/ESRRA",5
"R-HSA-450341","R-HSA-450341","Activation of the AP-1 family of transcription factors","3/45","10/2914",0.000383057084808407,0.00456721908810023,0.00294659296006467,"MAPK14/MAPK1/MAPK3",3
"R-HSA-9617629","R-HSA-9617629","Regulation of FOXO transcriptional activity by acetylation","3/45","10/2914",0.000383057084808407,0.00456721908810023,0.00294659296006467,"EP300/FOXO4/FOXO3",3
"R-HSA-198725","R-HSA-198725","Nuclear Events (kinase and transcription factor activation)","4/45","24/2914",0.000421131944731344,0.00477625254390427,0.00308145325413179,"CREB1/MAPK14/MAPK1/MAPK3",4
"R-HSA-982772","R-HSA-982772","Growth hormone receptor signaling","4/45","24/2914",0.000421131944731344,0.00477625254390427,0.00308145325413179,"MAPK1/MAPK3/STAT5A/STAT3",4
"R-HSA-2559580","R-HSA-2559580","Oxidative Stress Induced Senescence","5/45","44/2914",0.000485324630260107,0.00530390132637181,0.00342187182346568,"MAPK14/MDM2/TP53/MAPK1/MAPK3",5
"R-HSA-5688426","R-HSA-5688426","Deubiquitination","8/45","124/2914",0.000490468294696748,0.00530390132637181,0.00342187182346568,"EP300/MDM2/SMAD3/TP53/SIAH2/PTEN/FOXO4/YY1",8
"R-HSA-9614399","R-HSA-9614399","Regulation of localization of FOXO transcription factors","3/45","11/2914",0.000521022502528602,0.00550626053808636,0.0035524261536041,"AKT3/FOXO4/FOXO3",3
"R-HSA-2559582","R-HSA-2559582","Senescence-Associated Secretory Phenotype (SASP)","5/45","45/2914",0.000539748298970538,0.00557739908936223,0.00359832199313692,"CDKN1A/MAPK1/MAPK3/CEBPB/STAT3",5
"R-HSA-187037","R-HSA-187037","Signaling by NTRK1 (TRKA)","6/45","70/2914",0.000601714645293226,0.006082550218725,0.00392422594756452,"CREB1/MAPK14/PLCG1/MAPK1/MAPK3/STAT3",6
"R-HSA-438064","R-HSA-438064","Post NMDA receptor activation events","5/45","47/2914",0.000662259117057129,0.00655213807301202,0.00422718585355614,"CREB1/MAPK1/MAPK3/PRKAA1/PRKAA2",5
