NodeName	NodeID	Regulation	Score	Correct	Incorrect	Ambiguous	p-value	Enrichment p-value
CCL7	1465	-1	16	19	3	11	0.00026154146928013	1
SGK1	204	1	15	18	3	13	0.00039288812801646	1
ATXN2L	2281	1	15	18	3	9	0.00039288812801646	1
RICTOR	3033	1	15	18	3	12	0.00039288812801646	1
TNF	879	-1	15	18	3	13	0.00039288812801646	1
MAP3K1	925	-1	15	20	5	9	0.000728438276491164	1
RAC1	936	-1	15	21	6	7	0.00226114903261714	1
IFNA1	1033	-1	15	18	3	11	0.00039288812801646	1
IL5	1183	-1	15	18	3	9	0.00039288812801646	1
THPO	1208	-1	15	18	3	9	0.00039288812801646	1
SHC1	1212	-1	15	20	5	9	0.000728438276491164	1
KSR1	1253	-1	15	21	6	7	0.00131770305351272	1
RAP1A	1634	-1	15	20	5	9	0.000728438276491164	1
RAPGEF1	1663	-1	15	19	4	10	0.00056622624671166	1
PRKAA2	1839	-1	15	20	5	9	0.000728438276491164	1
CCR3	2516	-1	15	20	5	9	0.000728438276491164	1
RASGRP2	3197	-1	15	19	4	9	0.00056622624671166	1
ULK2	188	1	14	20	6	7	0.00450903615723664	1
XRCC6	896	1	14	17	3	13	0.00142391863548223	1
RAP1GAP	1394	1	14	19	5	8	0.00155826012984181	1
SIPA1	1695	1	14	19	5	8	0.00155826012984181	1
ARFGAP1	1696	1	14	18	4	7	0.00120238512583624	1
PTPN7	1937	1	14	21	7	6	0.00208240825271039	1
PTPRE	1942	1	14	20	6	8	0.00186139696438619	1
DUSP7	1988	1	14	20	6	8	0.00186139696438619	1
SRGAP3	2150	1	14	20	6	7	0.0039731473971416	1
ARHGAP4	2367	1	14	20	6	7	0.0039731473971416	1
ARHGAP9	2371	1	14	20	6	7	0.0039731473971416	1
ARHGAP12	2375	1	14	20	6	7	0.0039731473971416	1
ARHGAP15	2376	1	14	20	6	7	0.0039731473971416	1
ARHGAP27	2383	1	14	20	6	7	0.0039731473971416	1
ARHGAP33	2388	1	14	20	6	7	0.0039731473971416	1
ARHGAP44	2392	1	14	20	6	7	0.0039731473971416	1
CHN2	2394	1	14	20	6	7	0.0039731473971416	1
FAM13A	2395	1	14	20	6	7	0.0039731473971416	1
SH3BP1	2400	1	14	20	6	7	0.0039731473971416	1
SYDE2	2405	1	14	20	6	7	0.0039731473971416	1
ABR	2407	1	14	20	6	7	0.0039731473971416	1
NME1	2692	1	14	20	6	6	0.00260274400404169	1
ARHGAP24	2790	1	14	20	6	7	0.0039731473971416	1
ASAP1	2804	1	14	18	4	7	0.00120238512583624	1
NCF2	3097	1	14	20	6	7	0.0039731473971416	1
FRS3	3206	1	14	21	7	6	0.00208240825271039	1
KRIT1	3380	1	14	19	5	8	0.00155826012984181	1
HACD3	3427	1	14	20	6	7	0.0039731473971416	1
ARFIP1	3519	1	14	18	4	7	0.00120238512583624	1
MAPK1	113	-1	14	21	7	6	0.00208240825271039	1
TIAM1	183	-1	14	20	6	7	0.0039731473971416	1
CASP10	202	-1	14	18	4	11	0.00159426039892141	1
NOD2	344	-1	14	20	6	8	0.00186139696438619	1
MAP2K2	430	-1	14	20	6	8	0.00117042887402173	1
CXCL9	435	-1	14	19	5	8	0.00155826012984181	1
CXCL10	757	-1	14	19	5	8	0.00155826012984181	1
MAP2K3	917	-1	14	19	5	10	0.00155826012984181	1
CXCL11	976	-1	14	19	5	8	0.00155826012984181	1
IL2	1004	-1	14	19	5	10	0.00155826012984181	1
MAP3K2	1072	-1	14	20	6	8	0.00186139696438619	1
MAP4K2	1206	-1	14	19	5	8	0.00155826012984181	1
MPL	1207	-1	14	18	4	11	0.00120238512583624	1
WDR83	1290	-1	14	19	5	10	0.00102080390161518	1
MTSS1	1298	-1	14	20	6	7	0.0039731473971416	1
CCL15	1462	-1	14	19	5	8	0.00155826012984181	1
CCL28	1467	-1	14	19	5	8	0.00155826012984181	1
CCL24	1470	-1	14	19	5	8	0.00155826012984181	1
ARF1	1593	-1	14	19	5	8	0.00155826012984181	1
RBP1	1649	-1	14	18	4	11	0.00120238512583624	1
PSD3	1682	-1	14	18	4	7	0.00120238512583624	1
RAPGEF3	1687	-1	14	19	5	8	0.00155826012984181	1
ARFGEF2	1693	-1	14	18	4	7	0.00120238512583624	1
ECSIT	1780	-1	14	19	5	8	0.00155826012984181	1
PRKAG1	1853	-1	14	19	5	8	0.00155826012984181	1
RAPGEF5	1976	-1	14	19	5	8	0.00155826012984181	1
RAPGEF6	1977	-1	14	19	5	8	0.00155826012984181	1
TNIK	2219	-1	14	18	4	10	0.000814932921421843	1
HSPA1B	2338	-1	14	19	5	8	0.00155826012984181	1
DOCK3	2423	-1	14	20	6	7	0.0039731473971416	1
DOCK10	2424	-1	14	20	6	7	0.0039731473971416	1
FGD5	2429	-1	14	20	6	7	0.0039731473971416	1
PREX1	2439	-1	14	20	6	7	0.0039731473971416	1
TIAM2	2442	-1	14	20	6	7	0.0039731473971416	1
ELMO1	2802	-1	14	20	6	7	0.0039731473971416	1
DOCK1	2807	-1	14	20	6	7	0.0039731473971416	1
CCL18	2879	-1	14	19	5	8	0.00155826012984181	1
NRK	3044	-1	14	19	5	8	0.00155826012984181	1
KALRN	3100	-1	14	20	6	7	0.0039731473971416	1
DOCK2	3426	-1	14	20	6	7	0.0039731473971416	1
ACTA1	3467	-1	14	20	6	7	0.0039731473971416	1
CYTH1	3518	-1	14	18	4	7	0.00120238512583624	1
PRKCE	813	1	13	17	4	13	0.00382640951310761	1
TRIM59	2363	1	13	18	5	7	0.00310745984771104	1
CHN1	2393	1	13	19	6	8	0.00586975747683654	1
DUSP14	2968	1	13	19	6	9	0.00485205427399138	1
FBLN1	3095	1	13	17	4	12	0.00347774596195999	1
CCL2	140	-1	13	19	6	8	0.00373501179572561	1
MAP3K8	302	-1	13	18	5	11	0.00310745984771104	1
MAP3K14	308	-1	13	20	7	7	0.00423673369895897	1
KLKB1	319	-1	13	18	5	6	0.00310745984771104	1
CCL3L1	320	-1	13	19	6	8	0.00373501179572561	1
CCL5	437	-1	13	19	6	8	0.00373501179572561	1
CCL8	438	-1	13	19	6	8	0.00373501179572561	1
CCL4	439	-1	13	19	6	8	0.00373501179572561	1
EGF	464	-1	13	18	5	11	0.00141422309070174	1
MTNR1A	522	-1	13	21	8	5	0.00457212310252819	1
CFL1	694	-1	13	19	6	7	0.00673146126841365	1
ARAF	840	-1	13	20	7	7	0.00423673369895897	1
RET	967	-1	13	17	4	13	0.00176844385337308	1
FGF2	1137	-1	13	18	5	11	0.00223250531414722	1
PEA15	1202	-1	13	20	7	7	0.00423673369895897	1
LEP	1222	-1	13	18	5	9	0.00394799497718784	1
TAOK1	1228	-1	13	18	5	9	0.00394799497718784	1
CCL13	1460	-1	13	19	6	8	0.00373501179572561	1
CCL14	1461	-1	13	19	6	8	0.00373501179572561	1
CCL3	1464	-1	13	19	6	8	0.00373501179572561	1
CCL11	1469	-1	13	19	6	8	0.00373501179572561	1
CCL26	1471	-1	13	19	6	8	0.00373501179572561	1
IQGAP1	1623	-1	13	20	7	7	0.00423673369895897	1
RAPGEF2	1670	-1	13	18	5	9	0.00310745984771104	1
PTK2B	1674	-1	13	17	4	13	0.00299194190011354	1
FN1	1694	-1	13	17	4	12	0.00347774596195999	1
PTP4A3	1921	-1	13	20	7	7	0.00423673369895897	1
TAOK3	1972	-1	13	18	5	9	0.00394799497718784	1
DIAPH1	2544	-1	13	17	4	12	0.00347774596195999	1
DLK1	2681	-1	13	17	4	12	0.00347774596195999	1
PLAT	2924	-1	13	20	7	7	0.00423673369895897	1
F11R	3041	-1	13	20	7	7	0.00423673369895897	1
PLD2	3042	-1	13	20	7	7	0.00423673369895897	1
ARF6	3043	-1	13	20	7	7	0.00423673369895897	1
SNCA	3074	-1	13	19	6	9	0.00485205427399138	1
CSF2RB	3200	-1	13	18	5	10	0.00223250531414722	1
RHOG	3321	-1	13	19	6	7	0.00673146126841365	1
ELMO2	3420	-1	13	19	6	7	0.00673146126841365	1
KEAP1	117	1	12	16	4	13	0.00538894351163461	1
PTPN2	768	1	12	15	3	15	0.00375293730703884	1
DUSP16	1010	1	12	17	5	12	0.00452565046898664	1
CXCL13	1493	1	12	17	5	10	0.00452565046898664	1
FGG	2278	1	12	16	4	13	0.00601917392295789	1
IL13RA2	2837	1	12	16	4	12	0.00456024365950611	1
KLK6	3025	1	12	18	6	9	0.00860503650576256	1
SOCS5	3192	1	12	16	4	12	0.00456024365950611	1
