"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","47/90","481/2914",2.22433217515162e-15,1.34794529814188e-12,8.52270433426514e-13,"CASP1/CDK1/E2F1/GSK3B/MAPK1/MAPK3/PRKACA/PTEN/CREBBP/FOS/GATA1/IL2RA/SMAD3/CSNK2A1/EP300/JUN/MED1/PRKAA1/SMAD2/SMAD4/STK11/AR/SP1/STAT1/UBE2I/CASP6/HDAC1/RB1/SIRT1/TFDP2/TP53/TP73/TBP/SREBF1/FOXO1/TWIST1/YY1/MYB/TCF7/GATA2/SPI1/LEF1/NR2C2/TCF7L2/GATA3/RUNX2/TFDP1",47
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","47/90","499/2914",9.97521772026724e-15,2.13389582768912e-12,1.3492063249589e-12,"CASP1/CDK1/E2F1/GSK3B/MAPK1/MAPK3/PRKACA/PTEN/CREBBP/FOS/GATA1/IL2RA/SMAD3/CSNK2A1/EP300/JUN/MED1/PRKAA1/SMAD2/SMAD4/STK11/AR/SP1/STAT1/UBE2I/CASP6/HDAC1/RB1/SIRT1/TFDP2/TP53/TP73/TBP/SREBF1/FOXO1/TWIST1/YY1/MYB/TCF7/GATA2/SPI1/LEF1/NR2C2/TCF7L2/GATA3/RUNX2/TFDP1",47
"R-HSA-1266738","R-HSA-1266738","Developmental Biology","42/90","397/2914",1.05638407311343e-14,2.13389582768912e-12,1.3492063249589e-12,"CDC42/E2F1/GSK3B/MAP2K1/MAPK1/MAPK3/MAPK8/PAK1/PAK2/PAK3/PIK3R1/PRKACA/CREBBP/NFKB1/SMAD3/STAT3/CSNK2A1/EP300/JUN/MED1/RELA/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA4/RPS6KA5/SMAD2/SMAD4/HSP90AB1/TFDP2/SREBF2/SREBF1/FOXO1/MEF2A/YY1/MYB/GATA2/SPI1/MYOD1/LEF1/CEBPB/TFDP1",42
"R-HSA-450282","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases","14/90","30/2914",2.49759265711897e-14,3.78385287553524e-12,2.39243086102975e-12,"MAPK1/MAPK10/MAPK3/MAPK8/MAPK9/FOS/JUN/MAPKAPK2/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5/ELK1/MEF2A",14
"R-HSA-2559583","R-HSA-2559583","Cellular Senescence","22/90","99/2914",3.81417207117292e-14,4.62277655026158e-12,2.92286028190935e-12,"E2F1/MAP2K3/MAPK1/MAPK10/MAPK3/MAPK8/MAPK9/FOS/NFKB1/STAT3/JUN/MAPKAPK2/RELA/RPS6KA1/RPS6KA2/RPS6KA3/SP1/RB1/TFDP2/TP53/CEBPB/TFDP1",22
"R-HSA-2262752","R-HSA-2262752","Cellular responses to stress","28/90","187/2914",2.77902574820376e-13,2.77371237615553e-11,1.75374553573148e-11,"E2F1/GSK3B/MAP2K3/MAPK1/MAPK10/MAPK3/MAPK8/MAPK9/CREBBP/FOS/NFKB1/STAT3/EP300/JUN/MAPKAPK2/RELA/RPS6KA1/RPS6KA2/RPS6KA3/AR/HSP90AB1/SP1/RB1/SIRT1/TFDP2/TP53/CEBPB/TFDP1",28
"R-HSA-8953897","R-HSA-8953897","Cellular responses to external stimuli","28/90","189/2914",3.66791895277286e-13,2.77371237615553e-11,1.75374553573148e-11,"E2F1/GSK3B/MAP2K3/MAPK1/MAPK10/MAPK3/MAPK8/MAPK9/CREBBP/FOS/NFKB1/STAT3/EP300/JUN/MAPKAPK2/RELA/RPS6KA1/RPS6KA2/RPS6KA3/AR/HSP90AB1/SP1/RB1/SIRT1/TFDP2/TP53/CEBPB/TFDP1",28
"R-HSA-168142","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade","19/90","78/2914",4.57708312896952e-13,2.77371237615553e-11,1.75374553573148e-11,"MAP2K1/MAP2K3/MAP3K1/MAPK1/MAPK10/MAPK3/MAPK8/MAPK9/FOS/NFKB1/JUN/MAPKAPK2/RELA/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5/ELK1/MEF2A",19
"R-HSA-168176","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade","19/90","78/2914",4.57708312896952e-13,2.77371237615553e-11,1.75374553573148e-11,"MAP2K1/MAP2K3/MAP3K1/MAPK1/MAPK10/MAPK3/MAPK8/MAPK9/FOS/NFKB1/JUN/MAPKAPK2/RELA/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5/ELK1/MEF2A",19
"R-HSA-975871","R-HSA-975871","MyD88 cascade initiated on plasma membrane","19/90","78/2914",4.57708312896952e-13,2.77371237615553e-11,1.75374553573148e-11,"MAP2K1/MAP2K3/MAP3K1/MAPK1/MAPK10/MAPK3/MAPK8/MAPK9/FOS/NFKB1/JUN/MAPKAPK2/RELA/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5/ELK1/MEF2A",19
