X1	X3	X2
TP53	activates	ARID3A 
TP53	activates	VDR 
TP53	activates	PRDM1 
AKT1	activates	SMAD3 
MAPK14	inhibits	MAPK1 
MAPK1	activates	RAF1 
AKT1	activates	NRF1 
MAPK1	activates	SMAD3 
PAK1	activates	RAF1 
JAK2	activates	STAT1 
SMAD3	activates	MEF2C 
PPP2CA	activates	SMAD3 
NR4A1	activates	NR2F2 
NR0B2	inhibits	ONECUT1 
NR2F2	activates	PROX1 
GSK3A	inhibits	NFATC1 
MAPK14	inhibits	NFATC1 
PPP2CA	activates	RAF1 
PPP2CA	activates	TP53 
CSNK2A2	inhibits	SPIB 
GSK3A	inhibits	GATA6 
AKT1	activates	TWIST1 
HOXB8	activates	PBX3 
MEF2C	activates	MYOD1 
TJP2	inhibits	WWTR1 
MAPK11	activates	TP53 
CEBPE	activates	CEBPG 
WWTR1	activates	MYOD1 
WWTR1	activates	PAX8 
WWTR1	activates	RUNX2 
WWTR1	activates	SMAD3 
ZNF521	inhibits	EBF1 
KITLG	activates	PDGFRB 
MAPK11	activates	HBP1 
MAPK11	activates	TWIST1 
MAPK1	activates	TWIST1 
PAK1	activates	ELF3 
AKT1	activates	PAK1 
MAPK1	activates	PAK1 
MAPK1	activates	NR4A1 
JAK2	activates	RAF1 
MAPK1	activates	TP53 
KITLG	activates	AKT1 
MAPK1	activates	STAT1 
DUSP8	inhibits	MAPK1 
DUSP8	inhibits	MAPK11 
MAPK11	activates	MEF2C 
MAPK11	activates	STAT1 
RB1	inhibits	SPI1 
JAK2	activates	PPP2CA 
TWIST1	activates	TP53 
RB1	inhibits	TBP 
PDGFRB	activates	JAK2 
PDGFRB	activates	STAT1 
PCIF1	inhibits	PDX1 
Perturbation	inhibits	CEBPE 
Perturbation	inhibits	HOXB8 
Perturbation	inhibits	KITLG 
Perturbation	inhibits	MEIS2 
AKT1	inhibits	FOXO1 
FOXO1	activates	KLF4 
TP53	inhibits	NFYB 
MAPK14	activates	USF1 
ESR1	activates	GATA3 
ATF2	activates	ATF3 
MAPK14	activates	ATF2 
MAPK14	activates	ELK1 
DUSP8	activates	MAPK14 
NR0B2	activates	ESR1 
NR0B2	activates	RXRB 
RXRB	activates	NR2F1 
NR0B2	activates	ESRRA 
GSK3A	activates	CREB1 
AKT1	inhibits	GSK3A 
PPP2CA	inhibits	ELF1 
MAPK1	inhibits	FOXO1 
MAPK1	inhibits	SMAD1 
MAPK14	activates	ESR1 
MAPK14	activates	FOXO1 
RB1	activates	ATF2 
MAPK14	activates	ETS2 
RAF1	inhibits	RB1 
Perturbation	activates	CSNK2A2 
Perturbation	activates	DUSP8 
Perturbation	activates	E2F7 
Perturbation	activates	NR0B2 
Perturbation	activates	PCIF1 
Perturbation	activates	SP4 
Perturbation	activates	TJP2 
Perturbation	activates	USF2 
Perturbation	activates	ZNF521 
CSNK2A1	inhibits	SPIB 
MAPK14	activates	CSNK2A1 
CSNK2A1	activates	ESR1 
CSNK1D	inhibits	WWTR1 
STAT3	inhibits	MYOD1 
STAT3	activates	KLF4 
MAPK14	activates	STAT3 
Perturbation	activates	CSNK1D 
CSNK1D	activates	FOXO1 
PDGFRA	activates	PDGFRB 
KITLG	activates	PDGFRA 
PDGFRA	activates	STAT1 
KITLG	activates	FLT1 
KITLG	activates	KDR 
KITLG	activates	FLT3 
