"","Gene set","Overlap","pValue","pAdj"
"1","#upgenes.DNA_0","","1",1
"2","#upgenes.ERS_0","GSK3A","0.919017047040921",1
"3","#upgenes.HTS_0","CSNK2A1, CSNK2A2","0.955277058278868",1
"4","#upgenes.HYP_0","NR4A1, TP53","0.988146184031321",1
"5","#upgenes.MTL_0","","1",1
"6","#upgenes.OXD_0","PDGFRB, RAF1, SMAD3","0.812413898165542",1
"7","#upgenes.DNA_0.25","","1",1
"8","#upgenes.ERS_0.25","GSK3A","0.899464694859274",1
"9","#upgenes.HTS_0.25","CSNK2A1","0.986453784783729",1
"10","#upgenes.HYP_0.25","NR4A1, TP53","0.980459874298626",1
"11","#upgenes.MTL_0.25","","1",1
"12","#upgenes.OXD_0.25","PDGFRB, RAF1, SMAD3","0.758812705081717",1
"13","#upgenes.DNA_0.45","","1",1
"14","#upgenes.ERS_0.45","GSK3A","0.824374811909767",1
"15","#upgenes.HTS_0.45","CSNK2A1","0.972573517078887",1
"16","#upgenes.HYP_0.45","NR4A1","0.994573513459113",1
"17","#upgenes.MTL_0.45","","1",1
"18","#upgenes.OXD_0.45","SMAD3","0.967436154546895",1
"19","#upgenes.DNA_0.5","","1",1
"20","#upgenes.ERS_0.5","GSK3A","0.824374811909767",1
"21","#upgenes.HTS_0.5","CSNK2A1","0.972573517078887",1
"22","#upgenes.HYP_0.5","NR4A1","0.994573513459113",1
"23","#upgenes.MTL_0.5","","1",1
"24","#upgenes.OXD_0.5","SMAD3","0.967436154546895",1
"25","#upgenes.DNA_0.65","","1",1
"26","#upgenes.ERS_0.65","GSK3A","0.767680838315192",1
"27","#upgenes.HTS_0.65","CSNK2A1","0.919017047040921",1
"28","#upgenes.HYP_0.65","NR4A1","0.988141441588466",1
"29","#upgenes.MTL_0.65","","1",1
"30","#upgenes.OXD_0.65","SMAD3","0.875823625338313",1
"31","#upgenes.DNA_0.75","","1",1
"32","#upgenes.ERS_0.75","","1",1
"33","#upgenes.HTS_0.75","","1",1
"34","#upgenes.HYP_0.75","NR4A1","0.946716607664749",1
"35","#upgenes.MTL_0.75","","1",1
"36","#upgenes.OXD_0.75","SMAD3","0.875823625338313",1
"37","#upgenes.DNA_0.85","","1",1
"38","#upgenes.ERS_0.85","","1",1
"39","#upgenes.HTS_0.85","","1",1
"40","#upgenes.HYP_0.85","NR4A1","0.81948372791907",1
"41","#upgenes.MTL_0.85","","1",1
"42","#upgenes.OXD_0.85","","1",1
"43","#upgenes.DNA_0.95","","1",1
"44","#upgenes.ERS_0.95","","1",1
"45","#upgenes.HTS_0.95","","1",1
"46","#upgenes.HYP_0.95","NR4A1","0.81948372791907",1
"47","#upgenes.MTL_0.95","","1",1
"48","#upgenes.OXD_0.95","","1",1
"49","#upgenes.DNA_1","","1",1
"50","#upgenes.ERS_1","","1",1
"51","#upgenes.HTS_1","","1",1
"52","#upgenes.HYP_1","NR4A1","0.81948372791907",1
"53","#upgenes.MTL_1","","1",1
"54","#upgenes.OXD_1","","1",1
"55","#dngenes.DNA_0","","1",1
"56","#dngenes.ERS_0","GSK3A","0.919017047040921",1
"57","#dngenes.HTS_0","CSNK2A1, CSNK2A2","0.955277058278868",1
"58","#dngenes.HYP_0","NR4A1, TP53","0.988146184031321",1
"59","#dngenes.MTL_0","","1",1
"60","#dngenes.OXD_0","PDGFRB, RAF1, SMAD3","0.812413898165542",1
"61","#dngenes.DNA_0.25","","1",1
"62","#dngenes.ERS_0.25","GSK3A","0.729495853926336",1
"63","#dngenes.HTS_0.25","CSNK2A1, CSNK2A2","0.815533110457651",1
"64","#dngenes.HYP_0.25","TP53","0.971278191067391",1
"65","#dngenes.MTL_0.25","","1",1
"66","#dngenes.OXD_0.25","PDGFRB, RAF1, SMAD3","0.735513257563247",1
"67","#dngenes.DNA_0.45","","1",1
"68","#dngenes.ERS_0.45","","1",1
"69","#dngenes.HTS_0.45","CSNK2A2","0.911145429629904",1
"70","#dngenes.HYP_0.45","TP53","0.871637863473849",1
"71","#dngenes.MTL_0.45","","1",1
"72","#dngenes.OXD_0.45","PDGFRB, RAF1","0.678301535399665",1
"73","#dngenes.DNA_0.5","","1",1
"74","#dngenes.ERS_0.5","","1",1
"75","#dngenes.HTS_0.5","CSNK2A2","0.911145429629904",1
"76","#dngenes.HYP_0.5","TP53","0.871637863473849",1
"77","#dngenes.MTL_0.5","","1",1
"78","#dngenes.OXD_0.5","PDGFRB, RAF1","0.678301535399665",1
"79","#dngenes.DNA_0.65","","1",1
"80","#dngenes.ERS_0.65","","1",1
"81","#dngenes.HTS_0.65","CSNK2A2","0.737049331881177",1
"82","#dngenes.HYP_0.65","TP53","0.7205928540538",1
"83","#dngenes.MTL_0.65","","1",1
"84","#dngenes.OXD_0.65","PDGFRB, RAF1","0.266944454571512",1
"85","#dngenes.DNA_0.75","","1",1
"86","#dngenes.ERS_0.75","","1",1
"87","#dngenes.HTS_0.75","CSNK2A2","0.463357745459574",1
"88","#dngenes.HYP_0.75","","1",1
"89","#dngenes.MTL_0.75","","1",1
"90","#dngenes.OXD_0.75","PDGFRB, RAF1","0.266944454571512",1
"91","#dngenes.DNA_0.85","","1",1
"92","#dngenes.ERS_0.85","","1",1
"93","#dngenes.HTS_0.85","","1",1
"94","#dngenes.HYP_0.85","","1",1
"95","#dngenes.MTL_0.85","","1",1
"96","#dngenes.OXD_0.85","","1",1
"97","#dngenes.DNA_0.95","","1",1
"98","#dngenes.ERS_0.95","","1",1
"99","#dngenes.HTS_0.95","","1",1
"100","#dngenes.HYP_0.95","","1",1
"101","#dngenes.MTL_0.95","","1",1
"102","#dngenes.OXD_0.95","","1",1
"103","#dngenes.DNA_1","","1",1
"104","#dngenes.ERS_1","","1",1
"105","#dngenes.HTS_1","","1",1
"106","#dngenes.HYP_1","","1",1
"107","#dngenes.MTL_1","","1",1
"108","#dngenes.OXD_1","","1",1
