"","Gene set","Overlap","pValue","pAdj"
"1","#upgenes.DNA_0","GADD45A, CCNE1, CDK2, E2F4, HMGB1","0.94623421784917",1
"2","#upgenes.ERS_0","GSK3A, PTPN1","0.779459862251168",1
"3","#upgenes.HTS_0","CSNK2A1","0.996511612041816",1
"4","#upgenes.HYP_0","BCL2L1, CDK1, CDKN1A, CDKN1B, ETS1, HIF1A, JUN, NFKB1, NR4A1, TP53","0.172982594566099",1
"5","#upgenes.MTL_0","","1",1
"6","#upgenes.OXD_0","MYB, SRC, PRKCE, RHOA, ROCK2, SMAD3, SRF, CAMKK2","0.118532747306662",1
"7","#upgenes.DNA_0.25","GADD45A, CCNE1, CDK2, E2F4, HMGB1","0.929221191436038",1
"8","#upgenes.ERS_0.25","GSK3A, PTPN1","0.735551955139235",1
"9","#upgenes.HTS_0.25","CSNK2A1","0.992920893797093",1
"10","#upgenes.HYP_0.25","BCL2L1, CDK1, CDKN1A, CDKN1B, ETS1, JUN, NFKB1, NR4A1, TP53","0.200426031718035",1
"11","#upgenes.MTL_0.25","","1",1
"12","#upgenes.OXD_0.25","SRC, PRKCE, RHOA, SMAD3, SRF, CAMKK2","0.29272859406814",1
"13","#upgenes.DNA_0.45","GADD45A, CCNE1, CDK2, E2F4, HMGB1","0.879883565365234",1
"14","#upgenes.ERS_0.45","GSK3A","0.8649312973867",1
"15","#upgenes.HTS_0.45","CSNK2A1","0.984060340862541",1
"16","#upgenes.HYP_0.45","BCL2L1, CDKN1A, CDKN1B, ETS1, JUN, NR4A1","0.520483886914413",1
"17","#upgenes.MTL_0.45","","1",1
"18","#upgenes.OXD_0.45","SRC, RHOA, SMAD3","0.742796825487558",1
"19","#upgenes.DNA_0.5","GADD45A, CCNE1, CDK2, E2F4, HMGB1","0.879883565365234",1
"20","#upgenes.ERS_0.5","GSK3A","0.8649312973867",1
"21","#upgenes.HTS_0.5","CSNK2A1","0.984060340862541",1
"22","#upgenes.HYP_0.5","BCL2L1, CDKN1A, CDKN1B, ETS1, JUN, NR4A1","0.520483886914413",1
"23","#upgenes.MTL_0.5","","1",1
"24","#upgenes.OXD_0.5","SRC, RHOA, SMAD3","0.742796825487558",1
"25","#upgenes.DNA_0.65","GADD45A, CCNE1, CDK2","0.93057544436525",1
"26","#upgenes.ERS_0.65","GSK3A","0.813621436434494",1
"27","#upgenes.HTS_0.65","CSNK2A1","0.944583643564998",1
"28","#upgenes.HYP_0.65","BCL2L1, CDKN1A, CDKN1B, ETS1, JUN, NR4A1","0.368487496523222",1
"29","#upgenes.MTL_0.65","","1",1
"30","#upgenes.OXD_0.65","SMAD3","0.909379611597765",1
"31","#upgenes.DNA_0.75","GADD45A, CCNE1, CDK2","0.93057544436525",1
"32","#upgenes.ERS_0.75","","1",1
"33","#upgenes.HTS_0.75","","1",1
"34","#upgenes.HYP_0.75","BCL2L1, CDKN1A, JUN, NR4A1","0.415242258847343",1
"35","#upgenes.MTL_0.75","","1",1
"36","#upgenes.OXD_0.75","SMAD3","0.909379611597765",1
"37","#upgenes.DNA_0.85","","1",1
"38","#upgenes.ERS_0.85","","1",1
"39","#upgenes.HTS_0.85","","1",1
"40","#upgenes.HYP_0.85","CDKN1A, JUN, NR4A1","0.301270622438742",1
"41","#upgenes.MTL_0.85","","1",1
"42","#upgenes.OXD_0.85","","1",1
"43","#upgenes.DNA_0.95","","1",1
"44","#upgenes.ERS_0.95","","1",1
"45","#upgenes.HTS_0.95","","1",1
"46","#upgenes.HYP_0.95","CDKN1A, JUN, NR4A1","0.301270622438742",1
"47","#upgenes.MTL_0.95","","1",1
"48","#upgenes.OXD_0.95","","1",1
"49","#upgenes.DNA_1","","1",1
"50","#upgenes.ERS_1","","1",1
"51","#upgenes.HTS_1","","1",1
"52","#upgenes.HYP_1","CDKN1A, JUN, NR4A1","0.301270622438742",1
"53","#upgenes.MTL_1","","1",1
"54","#upgenes.OXD_1","","1",1
"55","#dngenes.DNA_0","GADD45A, CCNE1, CDK2, E2F4, HMGB1","0.94623421784917",1
