pr_gene_id,pr_gene_symbol
9517,SPTLC2
3800,KIF5C
5156,PDGFRA
5925,RB1
10952,SEC61B
6908,TBP
10567,RABAC1
9589,WTAP
8520,HAT1
1612,DAPK1
8546,AP3B1
9674,KIAA0040
10615,SPAG5
2550,GABBR1
9830,TRIM14
5819,PVRL2
10244,RABEPK
4130,MAP1A
64976,MRPL40
3434,IFIT1
10298,PAK4
9869,SETDB1
11215,AKAP11
9025,RNF8
10300,KATNB1
9197,SLC33A1
10428,CFDP1
7077,TIMP2
9827,RGP1
23378,RRP8
57020,C16orf62
10139,ARFRP1
391,RHOG
7019,TFAM
2592,GALT
220,ALDH1A3
6733,SRPK2
2201,FBN2
9770,RASSF2
6275,S100A4
1793,DOCK1
11041,B4GAT1
4728,NDUFS8
10058,ABCB6
4928,NUP98
10257,ABCC4
54987,C1orf123
1025,CDK9
4552,MTRR
5373,PMM2
11103,KRR1
9682,KDM4A
9679,FAM53B
9650,MTFR1
5985,RFC5
8898,MTMR2
983,CDK1
4646,MYO6
8869,ST3GAL5
5601,MAPK9
7088,TLE1
55312,RFK
6302,TSPAN31
5050,PAFAH1B3
1196,CLK2
1855,DVL1
6310,ATXN1
3566,IL4R
7378,UPP1
7064,THOP1
3965,LGALS9
4854,NOTCH3
4849,CNOT3
8857,FCGBP
7405,UVRAG
5830,PEX5
266655,LINC00094
10641,NPRL2
2145,EZH1
22828,SCAF8
10263,CDK2AP2
23262,PPIP5K2
7094,TLN1
1001,CDH3
79096,C11orf49
10589,DRAP1
51020,HDDC2
10671,DCTN6
9130,FAM50A
23229,ARHGEF9
6416,MAP2K4
1819,DRG2
8439,NSMAF
1841,DTYMK
9094,UNC119
11334,TUSC2
3660,IRF2
4001,LMNB1
1676,DFFA
51317,PHF21A
9695,EDEM1
7318,UBA7
2632,GBE1
9653,HS2ST1
22838,RNF44
3898,LAD1
9710,KIAA0355
4850,CNOT4
55823,VPS11
3998,LMAN1
477,ATP1A2
3720,JARID2
8905,AP1S2
9988,DMTF1
1633,DCK
6990,DYNLT3
25805,BAMBI
2162,F13A1
10559,SLC35A1
2794,GNL1
3257,HPS1
6814,STXBP3
382,ARF6
7050,TGIF1
8440,NCK2
6635,SNRPE
7707,ZNF148
10019,SH2B3
22850,ADNP2
858,CAV2
5797,PTPRM
3635,INPP5D
22920,KIFAP3
1659,DHX8
5264,PHYH
9270,ITGB1BP1
5529,PPP2R5E
8604,SLC25A12
10153,CEBPZ
10245,TIMM17B
7358,UGDH
5932,RBBP8
22823,MTF2
2119,ETV5
164,AP1G1
5000,ORC4
23473,CAPN7
2146,EZH2
26292,MYCBP
4085,MAD2L1
9776,ATG13
4324,MMP15
11072,DUSP14
78987,CRELD1
9260,PDLIM7
4709,NDUFB3
8835,SOCS2
7174,TPP2
51362,CDC40
51585,PCF11
6195,RPS6KA1
6430,SRSF5
348,APOE
2800,GOLGA1
1606,DGKA
9882,TBC1D4
409,ARRB2
3797,KIF3C
2286,FKBP2
3280,HES1
5685,PSMA4
2591,GALNT3
5671,PSG3
7018,TF
5634,PRPS2
8514,KCNAB2
6049,RNF6
9823,ARMCX2
8624,PSMG1
4236,MFAP1
5493,PPL
6304,SATB1
1643,DDB2
10947,AP3M2
8216,LZTR1
4753,NELL2
23531,MMD
10016,PDCD6
963,CD53
4237,MFAP2
890,CCNA2
9757,KMT2B
51439,FAM8A1
9537,TP53I11
5424,POLD1
5947,RBP1
25842,ASF1A
51430,SUCO
23593,HEBP2
9743,ARHGAP32
7112,TMPO
10588,MTHFS
4311,MME
10556,RPP30
8834,TMEM11
8614,STC2
1000,CDH2
256364,EML3
9219,MTA2
5711,PSMD5
7013,TERF1
25776,CBY1
26229,B3GAT3
6337,SCNN1A
475,ATOX1
11230,PRAF2
6697,SPR
64601,VPS16
5663,PSEN1
1106,CHD2
8662,EIF3B
22905,EPN2
9801,MRPL19
4358,MPV17
5372,PMM1
8558,CDK10
5341,PLEK
11309,SLCO2B1
10788,IQGAP2
1588,CYP19A1
7162,TPBG
1306,COL15A1
4717,NDUFC1
54726,OTUD4
55719,SLF2
23480,SEC61G
6252,RTN1
25852,ARMC8
9702,CEP57
5469,MED1
10231,RCAN2
1969,EPHA2
10404,CPQ
669,BPGM
19,ABCA1
9968,MED12
968,CD68
7133,TNFRSF1B
4233,MET
27095,TRAPPC3
80208,SPG11
4215,MAP3K3
10654,PMVK
6640,SNTA1
10651,MTX2
1130,LYST
26019,UPF2
24149,ZNF318
9973,CCS
4046,LSP1
4357,MPST
324,APC
10507,SEMA4D
6810,STX4
8065,CUL5
27257,LSM1
6280,S100A9
9391,CIAO1
5636,PRPSAP2
819,CAMLG
2670,GFAP
687,KLF9
8027,STAM
79053,ALG8
9670,IPO13
920,CD4
4023,LPL
10712,FAM189B
1353,COX11
11183,MAP4K5
9232,PTTG1
22882,ZHX2
5092,PCBD1
9820,CUL7
26,AOC1
8836,GGH
2212,FCGR2A
9638,FEZ1
60312,AFAP1
2189,FANCG
4331,MNAT1
178,AGL
10475,TRIM38
8481,OFD1
4016,LOXL1
10974,ADIRF
6878,TAF6
5875,RABGGTA
4783,NFIL3
1459,CSNK2A2
587,BCAT2
2968,GTF2H4
9057,SLC7A6
5867,RAB4A
25972,UNC50
9694,EMC2
7739,ZNF185
379,ARL4D
7029,TFDP2
1783,DYNC1LI2
1441,CSF3R
10272,FSTL3
23607,CD2AP
8634,RTCA
24138,IFIT5
11193,WBP4
8603,FAM193A
7709,ZBTB17
9839,ZEB2
9658,ZNF516
6729,SRP54
4726,NDUFS6
22876,INPP5F
7915,ALDH5A1
7014,TERF2
705,BYSL
4712,NDUFB6
6817,SULT1A1
5423,POLB
2002,ELK1
23017,FAIM2
9873,FCHSD2
4711,NDUFB5
56902,PNO1
55558,PLXNA3
6502,SKP2
3480,IGF1R
10466,COG5
51704,GPRC5B
1374,CPT1A
10311,DSCR3
4281,MID1
2263,FGFR2
10150,MBNL2
22837,COBLL1
2077,ERF
22879,MON1B
2230,FDX1
9797,TATDN2
5320,PLA2G2A
10544,PROCR
9765,ZFYVE16
4296,MAP3K11
8161,COIL
7515,XRCC1
9896,FIG4
8722,CTSF
788,SLC25A20
10206,TRIM13
5116,PCNT
7111,TMOD1
9377,COX5A
5433,POLR2D
3162,HMOX1
6902,TBCA
4123,MAN2C1
8694,DGAT1
7172,TPMT
7038,TG
9931,HELZ
4925,NUCB2
6895,TARBP2
22909,FAN1
11018,TMED1
5577,PRKAR2B
7423,VEGFB
596,BCL2
4350,MPG
5311,PKD2
2332,FMR1
10426,TUBGCP3
5266,PI3
1871,E2F3
8449,DHX16
1687,DFNA5
5982,RFC2
2487,FRZB
1734,DIO2
55621,TRMT1
9654,TTLL4
6239,RREB1
8324,FZD7
10127,ZNF263
5261,PHKG2
9933,PUM3
3993,LLGL2
6905,TBCE
1803,DPP4
10908,PNPLA6
2067,ERCC1
51096,UTP18
8659,ALDH4A1
3707,ITPKB
1647,GADD45A
3909,LAMA3
6499,SKIV2L
578,BAK1
2014,EMP3
23660,ZKSCAN5
9325,TRIP4
28955,DEXI
55810,FOXJ2
23082,PPRC1
55322,C5orf22
7764,ZNF217
10200,MPHOSPH6
113,ADCY7
6996,TDG
3149,HMGB3
3052,HCCS
5914,RARA
3727,JUND
2972,BRF1
701,BUB1B
9828,ARHGEF17
4680,CEACAM6
1519,CTSO
6484,ST3GAL4
6503,SLA
51626,DYNC2LI1
9787,DLGAP5
25801,GCA
25802,LMOD1
412,STS
4548,MTR
10165,SLC25A13
27238,GPKOW
6199,RPS6KB2
4126,MANBA
10205,MPZL2
9553,MRPL33
5442,POLRMT
23635,SSBP2
10512,SEMA3C
10247,RIDA
1657,DMXL1
8476,CDC42BPA
605,BCL7A
7447,VSNL1
9936,CD302
63931,MRPS14
51449,PCYOX1
51747,LUC7L3
2175,FANCA
208,AKT2
11080,DNAJB4
6586,SLIT3
4835,NQO2
2952,GSTT1
1716,DGUOK
10946,SF3A3
10643,IGF2BP3
5998,RGS3
7103,TSPAN8
9600,PITPNM1
55062,WIPI1
9235,IL32
26610,ELP4
64149,C17orf75
22864,R3HDM2
6636,SNRPF
2615,LRRC32
4217,MAP3K5
10188,TNK2
8548,BLZF1
22924,MAPRE3
6197,RPS6KA3
7428,VHL
8850,KAT2B
22954,TRIM32
10270,AKAP8
547,KIF1A
3489,IGFBP6
9846,GAB2
3426,CFI
22911,WDR47
7443,VRK1
10954,PDIA5
1352,COX10
5064,PALM
5095,PCCA
88,ACTN2
104,ADARB1
54475,NLE1
7412,VCAM1
64854,USP46
26168,SENP3
58,ACTA1
6594,SMARCA1
4320,MMP11
5293,PIK3CD
10063,COX17
1756,DMD
10379,IRF9
22841,RAB11FIP2
23011,RAB21
2199,FBLN2
7056,THBD
6447,SCG5
1613,DAPK3
10406,WFDC2
6880,TAF9
27175,TUBG2
5332,PLCB4
57149,LYRM1
27297,CRCP
23334,SZT2
10454,TAB1
9843,HEPH
3732,CD82
5073,PARN
9922,IQSEC1
8671,SLC4A4
10479,SLC9A6
9411,ARHGAP29
5909,RAP1GAP
1774,DNASE1L1
3248,HPGD
4283,CXCL9
8509,NDST2
1525,CXADR
5097,PCDH1
6919,TCEA2
10062,NR1H3
9435,CHST2
1536,CYBB
2938,GSTA1
2730,GCLM
4794,NFKBIE
6182,MRPL12
3109,HLA-DMB
9727,RAB11FIP3
3791,KDR
90,ACVR1
4318,MMP9
9013,TAF1C
4907,NT5E
22846,VASH1
55756,INTS9
2011,MARK2
9371,KIF3B
11120,BTN2A1
384,ARG2
1479,CSTF3
4353,MPO
1185,CLCN6
1264,CNN1
22926,ATF6
1365,CLDN3
9858,PPP1R26
22880,MORC2
1876,E2F6
9923,ZBTB40
10529,NEBL
9111,NMI
10868,USP20
5494,PPM1A
990,CDC6
1317,SLC31A1
8504,PEX3
1052,CEBPD
8226,PUDP
4682,NUBP1
1593,CYP27A1
2167,FABP4
5826,ABCD4
7257,TSNAX
842,CASP9
7988,ZNF212
8323,FZD6
2530,FUT8
2149,F2R
7403,KDM6A
755,C21orf2
5774,PTPN3
6857,SYT1
10681,GNB5
11097,NUPL2
5074,PAWR
2215,FCGR3B
10126,DNAL4
10253,SPRY2
9836,LCMT2
1846,DUSP4
11015,KDELR3
26751,SH3YL1
5813,PURA
11060,WWP2
5984,RFC4
734,OSGIN2
5134,PDCD2
11130,ZWINT
4234,METTL1
23637,RABGAP1
5094,PCBP2
8412,BCAR3
9319,TRIP13
23474,ETHE1
7857,SCG2
1902,LPAR1
1050,CEBPA
9781,RNF144A
4129,MAOB
10810,WASF3
6948,TCN2
23475,QPRT
9338,TCEAL1
5330,PLCB2
9749,PHACTR2
6424,SFRP4
4253,CTAGE5
4598,MVK
3394,IRF8
4199,ME1
5613,PRKX
9706,ULK2
9984,THOC1
9486,CHST10
116987,AGAP1
6821,SUOX
6788,STK3
4211,MEIS1
5920,RARRES3
10210,TOPORS
10129,FRY
745,MYRF
9731,CEP104
9583,ENTPD4
10609,P3H4
8459,TPST2
114034,TOE1
4900,NRGN
5090,PBX3
7169,TPM2
23532,PRAME
8884,SLC5A6
5025,P2RX4
4216,MAP3K4
5147,PDE6D
6790,AURKA
902,CCNH
9819,TSC22D2
8178,ELL
51634,RBMX2
6604,SMARCD3
6351,CCL4
6618,SNAPC2
4897,NRCAM
7016,TESK1
4800,NFYA
3176,HNMT
22795,NID2
2791,GNG11
3561,IL2RG
5550,PREP
962,CD48
132,ADK
10912,GADD45G
7305,TYROBP
3980,LIG3
10568,SLC34A2
51103,NDUFAF1
8318,CDC45
5983,RFC3
607,BCL9
3291,HSD11B2
2309,FOXO3
9136,RRP9
5138,PDE2A
11259,FILIP1L
1294,COL7A1
7107,GPR137B
8460,TPST1
7280,TUBB2A
55556,ENOSF1
9091,PIGQ
2483,FRG1
10635,RAD51AP1
23166,STAB1
4242,MFNG
1036,CDO1
10312,TCIRG1
1031,CDKN2C
22875,ENPP4
10403,NDC80
11117,EMILIN1
6494,SIPA1
8936,WASF1
22904,SBNO2
686,BTD
4258,MGST2
3614,IMPDH1
1164,CKS2
1371,CPOX
140465,MYL6B
241,ALOX5AP
51042,ZNF593
27252,KLHL20
10432,RBM14
4151,MB
23099,ZBTB43
157,ADRBK2
5481,PPID
2766,GMPR
5916,RARG
10208,USPL1
3454,IFNAR1
951,CD37
1120,CHKB
571,BACH1
864,RUNX3
9649,RALGPS1
5155,PDGFB
5783,PTPN13
23288,IQCE
1054,CEBPG
1318,SLC31A2
60489,APOBEC3G
4335,MNT
8732,RNGTT
5130,PCYT1A
5610,EIF2AK2
10005,ACOT8
5284,PIGR
10981,RAB32
79161,TMEM243
79882,ZC3H14
25906,ANAPC15
5700,PSMC1
9535,GMFG
11010,GLIPR1
5549,PRELP
2643,GCH1
9759,HDAC4
27067,STAU2
7084,TK2
10465,PPIH
57030,SLC17A7
2166,FAAH
2207,FCER1G
1119,CHKA
7748,ZNF195
51454,GULP1
4826,NNAT
10592,SMC2
8310,ACOX3
6018,RLF
10926,DBF4
11102,RPP14
11258,DCTN3
1020,CDK5
4005,LMO2
22897,CEP164
1017,CDK2
7421,VDR
79071,ELOVL6
1105,CHD1
4316,MMP7
1114,CHGB
5664,PSEN2
1376,CPT2
63940,GPSM3
9088,PKMYT1
6273,S100A2
11040,PIM2
6497,SKI
3960,LGALS4
6650,CAPN15
9166,EBAG9
5698,PSMB9
10636,RGS14
10667,FARS2
5507,PPP1R3C
5366,PMAIP1
9145,SYNGR1
8470,SORBS2
9849,ZNF518A
6794,STK11
6448,SGSH
275,AMT
6834,SURF1
5289,PIK3C3
5188,GATB
9920,KBTBD11
9811,CTIF
8842,PROM1
977,CD151
9895,TECPR2
1583,CYP11A1
4882,NPR2
482,ATP1B2
1385,CREB1
51512,GTSE1
6001,RGS10
4756,NEO1
27333,GOLIM4
4501,MT1X
7753,ZNF202
11322,TMC6
6183,MRPS12
175,AGA
8609,KLF7
55702,CCDC94
10287,RGS19
5999,RGS4
8269,TMEM187
10626,TRIM16
29957,SLC25A24
21,ABCA3
1307,COL16A1
11186,RASSF1
205,AK4
9443,MED7
6286,S100P
7188,TRAF5
25913,POT1
22907,DHX30
3984,LIMK1
23768,FLRT2
4669,NAGLU
8935,SKAP2
2152,F3
65055,REEP1
6668,SP2
6578,SLCO2A1
5290,PIK3CA
10978,CLP1
8570,KHSRP
9857,CEP350
2584,GALK1
9746,CLSTN3
9730,VPRBP
8537,BCAS1
2261,FGFR3
4037,LRP3
26151,NAT9
2801,GOLGA2
78988,MRPL57
8805,TRIM24
8536,CAMK1
55,ACPP
8501,SLC43A1
2869,GRK5
24139,EML2
3783,KCNN4
25807,RHBDD3
6558,SLC12A2
8458,TTF2
27301,APEX2
9086,EIF1AY
23046,KIF21B
7186,TRAF2
2537,IFI6
341,APOC1
2581,GALC
2946,GSTM2
8061,FOSL1
2247,FGF2
4289,MKLN1
55885,LMO3
393,ARHGAP4
3931,LCAT
6518,SLC2A5
7089,TLE2
6666,SOX12
9825,SPATA2
9818,NUP58
80301,PLEKHO2
2348,FOLR1
10964,IFI44L
9308,CD83
23649,POLA2
8425,LTBP4
410,ARSA
3832,KIF11
240,ALOX5
9762,LZTS3
5082,PDCL
335,APOA1
8321,FZD1
7637,ZNF84
23641,LDOC1
2619,GAS1
23659,PLA2G15
1478,CSTF2
6567,SLC16A2
1909,EDNRA
9118,INA
6622,SNCA
7075,TIE1
5803,PTPRZ1
2919,CXCL1
2596,GAP43
2669,GEM
9640,ZNF592
4312,MMP1
5091,PC
5877,RABIF
26578,OSTF1
7862,BRPF1
7122,CLDN5
2027,ENO3
5287,PIK3C2B
10040,TOM1L1
3784,KCNQ1
22845,DOLK
960,CD44
5144,PDE4D
9824,ARHGAP11A
56905,C15orf39
29966,STRN3
115,ADCY9
23287,AGTPBP1
25939,SAMHD1
2125,EVPL
8479,HIRIP3
2039,DMTN
5534,PPP3R1
8317,CDC7
9855,FARP2
3096,HIVEP1
9844,ELMO1
1802,DPH2
3283,HSD3B1
6314,ATXN7
5480,PPIC
51090,PLLP
23774,BRD1
29902,FAM216A
7699,ZNF140
5170,PDPK1
9678,PHF14
11138,TBC1D8
4644,MYO5A
4673,NAP1L1
9760,TOX
672,BRCA1
3627,CXCL10
7448,VTN
2564,GABRE
9284,NPIPA1
1917,EEF1A2
23541,SEC14L2
10610,ST6GALNAC2
2889,RAPGEF1
11234,HPS5
5190,PEX6
9764,KIAA0513
10966,RAB40B
6770,STAR
9641,IKBKE
3631,INPP4A
22873,DZIP1
8438,RAD54L
51690,LSM7
2289,FKBP5
344,APOC2
3662,IRF4
6402,SELL
55856,ACOT13
8493,PPM1D
9619,ABCG1
22863,ATG14
22858,ICK
1346,COX7A1
5303,PIN4
54677,CROT
4327,MMP19
23059,CLUAP1
9677,PPIP5K1
2264,FGFR4
4321,MMP12
933,CD22
354,KLK3
3897,L1CAM
8927,BSN
9016,SLC25A14
9056,SLC7A7
9891,NUAK1
65082,VPS33A
10752,CHL1
1742,DLG4
54471,MIEF1
6781,STC1
22888,UBOX5
10573,MRPL28
22943,DKK1
9156,EXO1
5218,CDK14
10668,CGRRF1
6366,CCL21
3158,HMGCS2
435,ASL
11007,CCDC85B
5569,PKIA
5336,PLCG2
5055,SERPINB2
3422,IDI1
7347,UCHL3
65057,ACD
1462,VCAN
4929,NR4A2
7033,TFF3
540,ATP7B
3690,ITGB3
29780,PARVB
4620,MYH2
8986,RPS6KA4
9252,RPS6KA5
6787,NEK4
1308,COL17A1
1081,CGA
54,ACP5
100,ADA
4751,NEK2
1901,S1PR1
905,CCNT2
1806,DPYD
9454,HOMER3
10024,TROAP
10307,APBB3
4899,NRF1
7020,TFAP2A
6352,CCL5
6461,SHB
29896,TRA2A
2671,GFER
9738,CCP110
10873,ME3
250,ALPP
3169,FOXA1
22881,ANKRD6
4583,MUC2
4033,LRMP
6715,SRD5A1
25880,TMEM186
1003,CDH5
3775,KCNK1
9771,RAPGEF5
4053,LTBP2
4884,NPTX1
491,ATP2B2
3667,IRS1
25849,PARM1
8910,SGCE
9482,STX8
11135,CDC42EP1
174,AFP
993,CDC25A
1113,CHGA
3669,ISG20
27042,DIEXF
9603,NFE2L3
8100,IFT88
56623,INPP5E
5596,MAPK4
9493,KIF23
26100,WIPI2
9851,KIAA0753
11197,WIF1
2153,F5
24145,PANX1
8030,CCDC6
3177,SLC29A2
2051,EPHB6
10351,ABCA8
9829,DNAJC6
55800,SCN3B
1299,COL9A3
4690,NCK1
1012,CDH13
11169,WDHD1
6804,STX1A
9783,RIMS3
7049,TGFBR3
5653,KLK6
3866,KRT15
5141,PDE4A
1464,CSPG4
1060,CENPC
10256,CNKSR1
23047,PDS5B
29114,TAGLN3
3376,IARS
4495,MT1G
9463,PICK1
3437,IFIT3
5743,PTGS2
4675,NAP1L3
1824,DSC2
3131,HLF
5607,MAP2K5
9854,C2CD2L
1102,RCBTB2
9712,USP6NL
2775,GNAO1
2342,FNTB
7984,ARHGEF5
4521,NUDT1
2237,FEN1
6891,TAP2
7270,TTF1
3590,IL11RA
2123,EVI2A
8208,CHAF1B
7060,THBS4
4118,MAL
3217,HOXB7
355,FAS
4291,MLF1
3455,IFNAR2
11326,VSIG4
5498,PPOX
752,FMNL1
4092,SMAD7
7181,NR2C1
9742,IFT140
9737,GPRASP1
1844,DUSP2
80742,PRR3
2009,EML1
4602,MYB
9889,ZBED4
79758,DHRS12
6236,RRAD
6737,TRIM21
8971,H1FX
3134,HLA-F
10329,TMEM5
10845,CLPX
1158,CKM
9254,CACNA2D2
9183,ZW10
5602,MAPK10
8618,CADPS
9700,ESPL1
3294,HSD17B2
2245,FGD1
10384,BTN3A3
7272,TTK
89795,NAV3
2021,ENDOG
9833,MELK
899,CCNF
5883,RAD9A
2350,FOLR2
5673,PSG5
1024,CDK8
9140,ATG12
10875,FGL2
5422,POLA1
2731,GLDC
27030,MLH3
51367,POP5
8411,EEA1
2028,ENPEP
1356,CP
27107,ZBTB11
10732,TCFL5
1641,DCX
5778,PTPN7
4999,ORC2
10536,P3H3
5268,SERPINB5
10331,B3GNT3
8379,MAD1L1
1890,TYMP
4671,NAIP
4832,NME3
761,CA3
9767,JADE3
2644,GCHFR
3396,ICT1
5126,PCSK2
7978,MTERF1
7091,TLE4
8938,BAIAP3
2762,GMDS
9726,ZNF646
9344,TAOK2
10630,PDPN
4255,MGMT
9938,ARHGAP25
3364,HUS1
10232,MSLN
10733,PLK4
9148,NEURL1
3932,LCK
9372,ZFYVE9
8639,AOC3
5734,PTGER4
8819,SAP30
8945,BTRC
2701,GJA4
9521,EEF1E1
602,BCL3
1656,DDX6
10612,TRIM3
3587,IL10RA
6664,SOX11
10267,RAMP1
4300,MLLT3
11272,PRR4
1373,CPS1
2622,GAS8
79703,C11orf80
54440,SASH3
7097,TLR2
8045,RASSF7
8273,SLC10A3
10791,VAMP5
6943,TCF21
4982,TNFRSF11B
3249,HPN
5871,MAP4K2
10782,ZNF274
5350,PLN
222,ALDH3B2
5793,PTPRG
5798,PTPRN
10468,FST
3385,ICAM3
22900,CARD8
399,RHOH
27076,LYPD3
9892,SNAP91
9149,DYRK1B
8406,SRPX
4507,MTAP
5001,ORC5
1263,PLK3
4332,MNDA
5790,PTPRCAP
8082,SSPN
2638,GC
576,ADGRB2
357,SHROOM2
57827,C6orf47
4097,MAFG
1475,CSTA
4939,OAS2
2705,GJB1
5864,RAB3A
2013,EMP2
9949,AMMECR1
1662,DDX10
11129,CLASRP
6450,SH3BGR
9575,CLOCK
5002,SLC22A18
2239,GPC4
79090,TRAPPC6A
3698,ITIH2
2244,FGB
3691,ITGB4
5217,PFN2
2781,GNAZ
4600,MX2
8851,CDK5R1
2819,GPD1
22809,ATF5
8653,DDX3Y
27245,AHDC1
9732,DOCK4
55922,NKRF
9397,NMT2
10518,CIB2
7031,TFF1
4013,VWA5A
3029,HAGH
9982,FGFBP1
7039,TGFA
7433,VIPR1
10124,ARL4A
5888,RAD51
3104,ZBTB48
6777,STAT5B
1326,MAP3K8
2173,FABP7
1949,EFNB3
3673,ITGA2
9134,CCNE2
9150,CTDP1
11157,LSM6
11020,IFT27
10320,IKZF1
5004,ORM1
10020,GNE
1080,CFTR
2568,GABRP
1062,CENPE
440,ASNS
973,CD79A
3815,KIT
549,AUH
5557,PRIM1
3682,ITGAE
27239,GPR162
3425,IDUA
8505,PARG
5393,EXOSC9
5926,ARID4A
6699,SPRR1B
5167,ENPP1
3553,IL1B
23092,ARHGAP26
54556,ING3
7518,XRCC4
1573,CYP2J2
6584,SLC22A5
5345,SERPINF2
10903,MTMR11
5281,PIGF
1396,CRIP1
316,AOX1
55973,BCAP29
4998,ORC1
29781,NCAPH2
25950,RWDD3
10046,MAMLD1
7553,ZNF7
51172,NAGPA
5965,RECQL
22874,PLEKHA6
5193,PEX12
9883,POM121
1836,SLC26A2
1230,CCR1
9945,GFPT2
4261,CIITA
9751,SNPH
4124,MAN2A1
1945,EFNA4
338,APOB
50649,ARHGEF4
2258,FGF13
51196,PLCE1
4741,NEFM
2246,FGF1
2357,FPR1
6443,SGCB
8577,TMEFF1
5333,PLCD1
7444,VRK2
5742,PTGS1
10360,NPM3
5891,MOK
70,ACTC1
3336,HSPE1
26747,NUFIP1
10083,USH1C
10090,UST
8790,FPGT
283,ANG
215,ABCD1
1463,NCAN
4636,MYL5
9546,APBA3
6529,SLC6A1
958,CD40
10446,LRRN2
6712,SPTBN2
1439,CSF2RB
8800,PEX11A
1161,ERCC8
29895,MYLPF
23464,GCAT
1951,CELSR3
726,CAPN5
995,CDC25C
4921,DDR2
5929,RBBP5
6773,STAT2
5775,PTPN4
1212,CLTB
965,CD58
25797,QPCT
23421,ITGB3BP
7135,TNNI1
101,ADAM8
7746,ZSCAN9
25799,ZNF324
2786,GNG4
11005,SPINK5
7802,DNALI1
4090,SMAD5
2176,FANCC
5357,PLS1
6102,RP2
23764,MAFF
5723,PSPH
1174,AP1S1
538,ATP7A
768,CA9
7123,CLEC3B
2737,GLI3
5110,PCMT1
5337,PLD1
4828,NMB
5971,RELB
3730,ANOS1
3569,IL6
10840,ALDH1L1
9610,RIN1
9744,ACAP1
6045,RNF2
350,APOH
1678,TIMM8A
10621,POLR3F
3081,HGD
1962,EHHADH
9681,DEPDC5
6835,SURF2
2099,ESR1
5157,PDGFRL
3556,IL1RAP
5939,RBMS2
1690,COCH
22895,RPH3A
7957,EPM2A
5051,PAFAH2
9122,SLC16A4
9585,KIF20B
6649,SOD3
2219,FCN1
79979,TRMT2B
374,AREG
9997,SCO2
10563,CXCL13
64849,SLC13A3
50855,PARD6A
5194,PEX13
4855,NOTCH4
9980,DOPEY2
1959,EGR2
80184,CEP290
8864,PER2
7727,ZNF174
6932,TCF7
9880,ZBTB39
273,AMPH
3625,INHBB
4306,NR3C2
97,ACYP1
5225,PGC
3757,KCNH2
8915,BCL10
10290,SPEG
3976,LIF
5450,POU2AF1
119,ADD2
3937,LCP2
23552,CDK20
10531,PITRM1
7799,PRDM2
2571,GAD1
2743,GLRB
5277,PIGA
2218,FKTN
9816,URB2
7022,TFAP2C
650,BMP2
3560,IL2RB
3181,HNRNPA2B1
10458,BAIAP2
1160,CKMT2
5933,RBL1
974,CD79B
10385,BTN2A2
11066,SNRNP35
3484,IGFBP1
3764,KCNJ8
2267,FGL1
51101,ZC2HC1A
27293,SMPDL3B
23403,FBXO46
6688,SPI1
6645,SNTB2
6565,SLC15A2
3798,KIF5A
8000,PSCA
10297,APC2
1968,EIF2S3
4520,MTF1
24140,FTSJ1
9796,PHYHIP
10268,RAMP3
92,ACVR2A
9071,CLDN10
4330,MN1
51308,REEP2
5816,PVALB
1638,DCT
6491,STIL
9841,ZBTB24
580,BARD1
6483,ST3GAL2
11013,TMSB15A
1780,DYNC1I1
2769,GNA15
1381,CRABP1
2677,GGCX
5274,SERPINI1
5037,PEBP1
2593,GAMT
36,ACADSB
8975,USP13
185,AGTR1
2891,GRIA2
9472,AKAP6
5203,PFDN4
8424,BBOX1
8309,ACOX2
3216,HOXB6
10603,SH2B2
9715,FAM131B
1629,DBT
5324,PLAG1
1496,CTNNA2
6588,SLN
4188,MDFI
8821,INPP4B
43,ACHE
874,CBR3
5174,PDZK1
10234,LRRC17
1675,CFD
5348,FXYD1
7125,TNNC2
286,ANK1
1111,CHEK1
4361,MRE11A
4088,SMAD3
9201,DCLK1
8540,AGPS
3290,HSD11B1
53340,SPA17
8434,RECK
8028,MLLT10
6789,STK4
38,ACAT1
744,MPPED2
9912,ARHGAP44
4287,ATXN3
1605,DAG1
2242,FES
1880,GPR183
6581,SLC22A3
162,AP1B1
9755,TBKBP1
3092,HIP1
6940,ZNF354A
794,CALB2
51678,MPP6
653,BMP5
5016,OVGP1
590,BCHE
3014,H2AFX
10520,ZNF211
11099,PTPN21
2953,GSTT2
4886,NPY1R
79629,OCEL1
9848,MFAP3L
6617,SNAPC1
487,ATP2A1
5617,PRL
7786,MAP3K12
29901,SAC3D1
5255,PHKA1
4303,FOXO4
9488,PIGB
3212,HOXB2
3208,HPCA
4486,MST1R
916,CD3E
4157,MC1R
5154,PDGFA
6338,SCNN1B
9957,HS3ST1
843,CASP10
3663,IRF5
11012,KLK11
1602,DACH1
525,ATP6V1B1
51379,CRLF3
11341,SCRG1
6364,CCL20
259,AMBP
5502,PPP1R1A
7360,UGP2
134,ADORA1
9636,ISG15
27240,SIT1
6261,RYR1
10420,TESK2
51442,VGLL1
3001,GZMA
1428,CRYM
2707,GJB3
10570,DPYSL4
10578,GNLY
9729,KIAA0408
7728,ZNF175
2690,GHR
27286,SRPX2
727,C5
10846,PDE10A
1586,CYP17A1
5784,PTPN14
695,BTK
2650,GCNT1
7429,VIL1
22899,ARHGEF15
6324,SCN1B
1360,CPB1
