X1	X3	X2
MAPK1	activates	GABPA 
NLK	inhibits	MYB 
STAT3	activates	EGR1 
MAPK1	activates	CEBPB 
MEN1	activates	KMT2A 
CEBPB	activates	FOXO1 
SMAD3	activates	FOXO1 
ESR1	inhibits	FOXO1 
NLK	inhibits	TCF7L2 
SMAD2	activates	TCF7L2 
SMAD3	activates	TCF7L2 
MAPK1	activates	HIF1A 
TP53	inhibits	NFYB 
MAPK14	activates	FOS 
SMAD2	activates	SP1 
CEBPB	activates	STAT3 
STAT3	activates	SPI1 
MAPK1	activates	STAT3 
MAPK14	activates	MEF2C 
MAPK1	activates	SMAD3 
MAPK1	activates	SMAD2 
SMAD3	activates	LEF1 
SMAD2	activates	LEF1 
SMAD3	activates	MEF2C 
SIRT1	inhibits	NR5A2 
SMAD2	activates	MEF2A 
MAPK14	activates	SMAD3 
MAPK14	activates	STAT3 
CSNK2A1	activates	LEF1 
MAPK1	activates	FOS 
MAPK14	activates	CSNK2A1 
MAPK1	activates	MED1 
CSNK2A1	activates	TWIST1 
CSNK2A1	activates	TFAP2A 
MAPK3	inhibits	MYB 
DUSP7	inhibits	MAPK1 
CDK2	activates	CEBPB 
MAPK3	inhibits	STK11 
MAPK14	activates	TWIST1 
TP53	inhibits	ETS1 
CSNK2A1	activates	HDAC1 
CDK1	inhibits	FOXO1 
CDK1	inhibits	FOXO3 
CDK1	inhibits	TP73 
SIRT1	inhibits	FOXL2 
CSNK2A1	activates	YY1 
DUSP7	inhibits	MAPK14 
MAPK1	activates	CDK2 
MAPK1	activates	CSNK2A1 
MAPK1	activates	SP1 
MAPK14	activates	FOXO3 
MAPK14	activates	FOXO1 
MAPK14	activates	HBP1 
MAPK14	activates	MEF2A 
MAPK1	activates	TWIST1 
MAPK3	inhibits	FOXO3 
NLK	inhibits	TCF4 
MAPK3	inhibits	POU5F1 
MAPK3	inhibits	FOXO1 
PLK1	inhibits	TP73 
CDK2	activates	FOXM1 
MAPK1	activates	ETS1 
STK11	activates	ETV4 
SMAD2	activates	SMAD3 
MAPK14	activates	ETS1 
CTBP1	inhibits	TCF7L2 
STAT3	activates	TWIST1 
SMAD2	activates	MEF2C 
STAT3	activates	FOXO1 
SIRT1	inhibits	TP73 
NR2C2AP	inhibits	NR2C2 
MYB	activates	CEBPB 
MED1	activates	GATA6 
PCIF1	inhibits	PDX1 
FOS	activates	ETS1 
Perturbation	activates	GFI1B 
Perturbation	activates	MEN1 
Perturbation	activates	PAX5 
Perturbation	activates	ZNF521 
TP53	activates	ARID3A 
HIPK2	activates	TP53 
HDAC1	inhibits	TP53 
HIPK2	activates	CTBP1 
ABL1	activates	ESR1 
ABL1	activates	CTNNB1 
MAPK1	inhibits	CDK1 
MAPK14	inhibits	MAPK3 
CTNNB1	activates	TCF7 
MAPK3	activates	STAT5A 
ESR1	activates	ESR2 
MAPK3	activates	ESR1 
ROCK2	activates	IRF4 
SMAD3	inhibits	PAX8 
CDK1	activates	TP53 
CDK1	activates	SIRT1 
ZNF521	inhibits	EBF1 
CTBP1	activates	ZEB2 
MAPK3	activates	TP53 
ABL1	activates	PLK1 
ABL1	activates	HIPK2 
CDK1	activates	ABL1 
PLK1	activates	ROCK2 
CDK1	activates	PLK1 
ABL1	activates	STAT5A 
MED1	inhibits	TP53 
HDAC1	inhibits	KLF1 
HIPK2	activates	NLK 
TP53	activates	ESR1 
Perturbation	inhibits	DUSP7 
Perturbation	inhibits	NR2C2AP 
Perturbation	inhibits	PCIF1 
