X1	X3	X2
AKT1	inhibits	FOXO1 
CSNK2A1	activates	CTNNB1 
STAT3	activates	PRDM1 
CTNNB1	activates	FOXO1 
CTNNB1	activates	FOXO3 
CEBPB	activates	FOXO1 
CTNNB1	activates	TCF7L2 
SMAD2	activates	TCF7L2 
MAPK14	activates	FOS 
CEBPB	activates	STAT3 
STAT3	activates	SPI1 
PAK1	activates	CTNNB1 
CDK5	inhibits	PAK1 
MAPK14	activates	MEF2C 
RPS6KA5	activates	ATF1 
PPP2CA	activates	SMAD2 
CTNNB1	activates	TCF4 
MAPK14	activates	STAT3 
AKT1	inhibits	FOXO3 
MAPK14	activates	RPS6KA5 
GSK3A	inhibits	CTNNB1 
GSK3A	inhibits	NFATC1 
MAPK14	activates	CSNK2A1 
PPP2CA	activates	CTNNB1 
PPP2CA	activates	FOXO3 
PPP2CA	activates	FOXO1 
CSNK2A1	activates	TWIST1 
MAPK1	inhibits	FOXO1 
MAPK1	inhibits	FOXO3 
GSK3A	inhibits	GATA6 
MAPK1	inhibits	MYB 
CSNK2A1	activates	ATF1 
DUSP9	inhibits	MAPK14 
MAPK1	inhibits	PPARG 
RPS6KA5	activates	STAT3 
RPS6KA5	activates	ETV1 
RPS6KA5	activates	FOS 
MAPK1	inhibits	STK11 
MAPK14	activates	TWIST1 
TLX1	inhibits	PPP2CA 
CSNK2A1	activates	HDAC1 
CSNK2A1	activates	YY1 
MAPK14	activates	FOXO3 
MAPK14	activates	FOXO1 
MAPK14	activates	HBP1 
MAPK1	inhibits	BCL6 
MAPK1	inhibits	POU5F1 
PAK1	activates	ELF3 
AMER1	activates	WT1 
CSNK2A1	activates	NFATC1 
STK11	activates	ETV4 
STAT3	activates	TWIST1 
SMAD2	activates	MEF2C 
STAT3	activates	FOXO1 
NR2C2AP	inhibits	NR2C2 
MYB	activates	CEBPB 
Perturbation	inhibits	AMER1 
Perturbation	inhibits	E2F7 
Perturbation	inhibits	MEIS2 
MAPK1	activates	GABPA 
E2F7	inhibits	SP1 
SP1	activates	TBX21 
MAPK14	inhibits	MAPK1 
ATF2	activates	ATF3 
AKT1	activates	NRF1 
DUSP9	activates	MAPK1 
NR0B2	activates	ESRRA 
PPP2CA	inhibits	AKT1 
PPP2CA	inhibits	ELF1 
PPP2CA	inhibits	MAPK1 
HDAC1	inhibits	MYOD1 
CSNK2A1	inhibits	SP1 
CSNK2A1	inhibits	SPIB 
CAPN1	activates	GSK3A 
CDK5	activates	CLOCK 
MAPK1	activates	SP1 
MAPK1	activates	ATF2 
MAPK1	activates	CAPN1 
CSNK1D	activates	CDK5 
HDAC1	inhibits	KLF1 
STAT3	inhibits	MYOD1 
Perturbation	activates	CSNK1D 
Perturbation	activates	DUSP9 
Perturbation	activates	NR0B2 
Perturbation	activates	NR2C2AP 
Perturbation	activates	TLX1 
MAPK3	activates	CEBPB 
MAPK3	activates	STAT3 
MAPK3	activates	SMAD2 
MAPK11	activates	SMAD2 
MAPK3	activates	FOS 
MAPK3	activates	RPS6KA2 
RPS6KA2	activates	ETV1 
RPS6KA2	activates	FOS 
MAPK3	activates	CSNK2A1 
MAPK3	activates	PPARG 
MAPK3	activates	TWIST1 
MAPK11	activates	HBP1 
MAPK11	activates	TWIST1 
MAPK3	activates	MED1 
DUSP8	inhibits	MAPK3 
DUSP8	inhibits	MAPK11 
MAPK11	activates	MEF2C 
MED1	activates	GATA6 
Perturbation	activates	DUSP8 
AKT2	activates	TWIST1 
AKT2	activates	CTNNB1 
AKT2	activates	POU5F1 
CSNK2A1	activates	AKT2 
MAPK14	activates	AKT2 
DUSP26	inhibits	MAPK14 
AKT1	inhibits	AKT2 
Perturbation	activates	AMER1 
Perturbation	activates	E2F7 
Perturbation	activates	MEIS2 
AKT2	inhibits	GSK3A 
Perturbation	inhibits	CSNK1D 
Perturbation	inhibits	DUSP26 
Perturbation	inhibits	NR0B2 
Perturbation	inhibits	NR2C2AP 
Perturbation	inhibits	TLX1 
DUSP16	inhibits	MAPK3 
DUSP16	inhibits	MAPK11 
MAPK1	activates	DUSP16 
RPS6KA4	activates	FOS 
MAPK14	activates	RPS6KA4 
RPS6KA4	activates	ATF1 
DUSP10	inhibits	MAPK14 
RPS6KA4	activates	ETV1 
JAZF1	inhibits	NR2C2 
PAWR	inhibits	WT1 
Perturbation	inhibits	DUSP10 
Perturbation	inhibits	JAZF1 
Perturbation	inhibits	PAWR 
AKT3	activates	CTNNB1 
AKT3	activates	TWIST1 
CSNK2A1	activates	AKT3 
AKT3	activates	POU5F1 
AKT3	inhibits	GSK3A 
Perturbation	activates	PAWR 
SET	inhibits	PPP2CB 
DUSP14	inhibits	MAPK3 
DUSP14	inhibits	MAPK14 
PPP2CB	inhibits	AKT1 
PPP2CB	inhibits	ELF1 
CSNK2A1	inhibits	SET 
Perturbation	inhibits	DUSP14 
MAPK3	activates	RPS6KA1 
RPS6KA1	activates	FOS 
RPS6KA1	activates	ETV1 
PCSK7	activates	PPP2CA 
Perturbation	inhibits	PCSK7 
Perturbation	activates	PCSK7 
Perturbation	inhibits	DUSP8 
SRC	activates	STAT3 
TIPRL	inhibits	PPP2CA 
SRC	activates	PPARG 
MAPK3	inhibits	MYB 
RPS6KA3	activates	ETV1 
RPS6KA3	activates	FOS 
MAPK3	inhibits	STK11 
