"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","59/106","481/2914",5.78134307934848e-21,3.96022000935371e-18,2.51336283344308e-18,"ATR/CDK2/CDK4/CDKN2A/FBXW7/KAT2B/MDM2/SMAD3/SP1/TP53/MAPK14/PRKAA1/PRKACA/STAT1/CSNK2A1/MAPK11/PPP2CA/SIRT1/SMAD4/SRC/CDK1/CDKN1A/MAPK1/CREBBP/CTNNB1/NOTCH1/SOX9/SUMO1/YAP1/ATM/CHEK2/PPM1D/STK11/ATF2/EGFR/MAPK3/AR/CREB1/E2F1/ERBB2/HDAC5/UBE2I/WWTR1/YWHAH/FOXO3/MEF2C/GATA2/BCL6/FOS/MYC/NR2C2/SMAD2/TP73/TCF7L2/RUNX2/MYB/SOX2/TEAD4/TAF1",59
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","59/106","499/2914",4.11592139658022e-20,1.40970307832872e-17,8.94671335151384e-18,"ATR/CDK2/CDK4/CDKN2A/FBXW7/KAT2B/MDM2/SMAD3/SP1/TP53/MAPK14/PRKAA1/PRKACA/STAT1/CSNK2A1/MAPK11/PPP2CA/SIRT1/SMAD4/SRC/CDK1/CDKN1A/MAPK1/CREBBP/CTNNB1/NOTCH1/SOX9/SUMO1/YAP1/ATM/CHEK2/PPM1D/STK11/ATF2/EGFR/MAPK3/AR/CREB1/E2F1/ERBB2/HDAC5/UBE2I/WWTR1/YWHAH/FOXO3/MEF2C/GATA2/BCL6/FOS/MYC/NR2C2/SMAD2/TP73/TCF7L2/RUNX2/MYB/SOX2/TEAD4/TAF1",59
"R-HSA-450282","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases","16/106","30/2914",2.85393451476686e-16,6.51648380871766e-14,4.1357015950832e-14,"MAPK14/MAPK10/MAPK11/MAPK8/MAPK9/MAPKAPK2/PPP2CA/RPS6KA5/MAPK1/ATF2/MAPK3/CREB1/RPS6KA2/MEF2C/FOS/ATF1",16
"R-HSA-2559583","R-HSA-2559583","Cellular Senescence","24/106","99/2914",1.4098806207532e-14,2.41442056303986e-12,1.53231762202914e-12,"CDK2/CDK4/CDKN2A/MDM2/SP1/TP53/MAPK14/MAP2K4/MAPK10/MAPK11/MAPK8/MAPK9/MAPKAPK2/CDKN1A/MAP3K5/MAPK1/NFKB1/ATM/MAPK3/STAT3/E2F1/RPS6KA2/ETS1/FOS",24
"R-HSA-450294","R-HSA-450294","MAP kinase activation","19/106","60/2914",5.34516695445086e-14,7.32287872759768e-12,4.64748200460675e-12,"MAPK14/MAP2K4/MAPK10/MAPK11/MAPK8/MAPK9/MAPKAPK2/PPP2CA/RPS6KA5/MAPK1/MAP3K7/NFKB1/ATF2/MAPK3/CREB1/RPS6KA2/MEF2C/FOS/ATF1",19
"R-HSA-448424","R-HSA-448424","Interleukin-17 signaling","19/106","64/2914",2.02747866889836e-13,2.31470481365896e-11,1.46903278992109e-11,"MAPK14/MAP2K4/MAPK10/MAPK11/MAPK8/MAPK9/MAPKAPK2/PPP2CA/RPS6KA5/MAPK1/MAP3K7/NFKB1/ATF2/MAPK3/CREB1/RPS6KA2/MEF2C/FOS/ATF1",19
"R-HSA-2559580","R-HSA-2559580","Oxidative Stress Induced Senescence","16/106","44/2914",5.388506732809e-13,5.27303873139166e-11,3.3465462866919e-11,"CDK4/CDKN2A/MDM2/TP53/MAPK14/MAP2K4/MAPK10/MAPK11/MAPK8/MAPK9/MAPKAPK2/MAP3K5/MAPK1/MAPK3/E2F1/FOS",16
"R-HSA-450341","R-HSA-450341","Activation of the AP-1 family of transcription factors","9/106","10/2914",7.72434738817744e-13,6.61397245112694e-11,4.19757298857537e-11,"MAPK14/MAPK10/MAPK11/MAPK8/MAPK9/MAPK1/ATF2/MAPK3/FOS",9
"R-HSA-8878159","R-HSA-8878159","Transcriptional regulation by RUNX3","17/106","53/2914",1.02959794433746e-12,7.836384354124e-11,4.97337954399264e-11,"CDKN2A/KAT2B/MDM2/SMAD3/TP53/SMAD4/SRC/CDKN1A/CREBBP/CTNNB1/NOTCH1/YAP1/WWTR1/FOXO3/MYC/TCF7L2/TEAD4",17
"R-HSA-1266738","R-HSA-1266738","Developmental Biology","42/106","397/2914",9.86923282578136e-12,5.45333616098714e-10,3.4609724694394e-10,"CDK2/CDK4/KAT2B/PAK1/SMAD3/MAPK14/PRKACA/RHOA/ROCK2/CSNK2A1/MAPK11/MAPK12/MAPK8/RPS6KA4/RPS6KA5/SMAD4/SRC/CDKN1A/MAPK1/NFKB1/CREBBP/CTNNB1/NOTCH1/EGFR/MAPK3/STAT3/CREB1/E2F1/ERBB2/GRB2/NCK1/NCK2/PRKCA/RPS6KA2/FOXO3/MEF2C/GATA2/MYC/SMAD2/MYB/MYOD1/SOX2",42
