NodeName	NodeID	Regulation	Score	Correct	Incorrect	Ambiguous	p-value	Enrichment p-value
CCL5	437	1	20	23	3	8	0.00153706343160054	1
CCL8	438	1	20	23	3	8	0.00153706343160054	1
CCL13	1460	1	20	23	3	8	0.00153706343160054	1
CCL11	1469	1	20	23	3	8	0.00153706343160054	1
CCL2	140	1	19	22	3	9	0.00205576164329785	1
LRP5	1071	1	19	23	4	4	0.00540784696448061	1
LRP6	1102	1	19	23	4	4	0.00540784696448061	1
AXIN1	389	1	18	23	5	6	0.0098036307334561	1
CAV1	2	1	17	20	3	6	0.00633367229292524	1
CXCL9	435	1	17	20	3	10	0.00357608252345094	1
CXCL10	757	1	17	20	3	10	0.00357608252345094	1
CXCL11	976	1	17	20	3	10	0.00357608252345094	1
GRK6	1299	1	17	21	4	7	0.0149495317776553	1
NMB	1447	1	17	18	1	2	0.000972817505075567	1
GRP	1448	1	17	18	1	2	0.000972817505075567	1
CCL15	1462	1	17	20	3	10	0.00357608252345094	1
CCL28	1467	1	17	20	3	10	0.00357608252345094	1
CCL24	1470	1	17	20	3	10	0.00357608252345094	1
CCL26	1471	1	17	20	3	10	0.00357608252345094	1
EDN1	1502	1	17	18	1	2	0.000972817505075567	1
EDN2	1503	1	17	18	1	2	0.000972817505075567	1
GHRL	1516	1	17	18	1	2	0.000972817505075567	1
PMCH	1568	1	17	18	1	2	0.000972817505075567	1
TAC1	1574	1	17	18	1	2	0.000972817505075567	1
TAC3	1575	1	17	18	1	2	0.000972817505075567	1
OXT	1585	1	17	18	1	2	0.000972817505075567	1
AVP	1586	1	17	18	1	2	0.000972817505075567	1
PTHLH	1599	1	17	18	1	2	0.000972817505075567	1
UTS2	1614	1	17	18	1	2	0.000972817505075567	1
UTS2B	1615	1	17	18	1	2	0.000972817505075567	1
GNAS	1672	1	17	21	4	6	0.00926855001557888	1
F2RL2	1840	1	17	21	4	9	0.00926855001557888	1
ADORA2B	1872	1	17	21	4	9	0.00926855001557888	1
EDNRA	1876	1	17	21	4	9	0.00926855001557888	1
GPR119	1886	1	17	21	4	9	0.00926855001557888	1
PTGER4	1915	1	17	19	2	11	0.00383639899768932	1
FFAR1	1926	1	17	21	4	9	0.00926855001557888	1
FFAR4	1929	1	17	21	4	9	0.00926855001557888	1
GHSR	1945	1	17	21	4	9	0.00926855001557888	1
GRPR	1956	1	17	21	4	9	0.00926855001557888	1
HRH1	1970	1	17	21	4	9	0.00926855001557888	1
LPAR2	2034	1	17	21	4	9	0.00926855001557888	1
S1PR3	2068	1	17	21	4	9	0.00926855001557888	1
TACR1	2173	1	17	21	4	9	0.00926855001557888	1
