"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","20/29","481/2914",3.67614369184433e-10,1.58489894638038e-07,1.04173566448965e-07,"MAPK1/TP53/SMAD2/MAPK14/SIRT1/CSNK2A1/CDK2/MAPK3/SMAD3/STK11/NR0B2/YY1/TWIST1/NR2C2AP/MED1/NOTCH1/CTNNB1/PPP2R5C/HDAC1/ZNF521",20
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","20/29","499/2914",7.30368178055476e-10,1.58489894638038e-07,1.04173566448965e-07,"MAPK1/TP53/SMAD2/MAPK14/SIRT1/CSNK2A1/CDK2/MAPK3/SMAD3/STK11/NR0B2/YY1/TWIST1/NR2C2AP/MED1/NOTCH1/CTNNB1/PPP2R5C/HDAC1/ZNF521",20
"R-HSA-1266738","R-HSA-1266738","Developmental Biology","16/29","397/2914",1.31991370850043e-07,1.90947516496396e-05,1.25507584211796e-05,"MAPK1/STAT3/CEBPB/SMAD2/MAPK14/CEBPA/CSNK2A1/CDK2/MAPK3/SMAD3/YY1/MED1/NOTCH1/PAK1/CTNNB1/ROCK2",16
"R-HSA-195258","R-HSA-195258","RHO GTPase Effectors","8/29","130/2914",2.46003478473657e-05,0.00221227995805078,0.00145410591470231,"MAPK1/MAPK14/MAPK3/PLK1/PAK1/CTNNB1/PPP2R5C/ROCK2",8
"R-HSA-5633007","R-HSA-5633007","Regulation of TP53 Activity","7/29","95/2914",2.72112757892552e-05,0.00221227995805078,0.00145410591470231,"TP53/MAPK14/CSNK2A1/CDK2/STK11/PPP2R5C/HDAC1",7
"R-HSA-445144","R-HSA-445144","Signal transduction by L1","4/29","20/2914",3.43718569957949e-05,0.00221227995805078,0.00145410591470231,"MAPK1/CSNK2A1/MAPK3/PAK1",4
"R-HSA-2559583","R-HSA-2559583","Cellular Senescence","7/29","99/2914",3.56819348072706e-05,0.00221227995805078,0.00145410591470231,"MAPK1/TP53/STAT3/CEBPB/MAPK14/CDK2/MAPK3",7
"R-HSA-2262752","R-HSA-2262752","Cellular responses to stress","9/29","187/2914",4.96705119297545e-05,0.0026073456396042,0.00171377799741144,"MAPK1/TP53/HIF1A/STAT3/CEBPB/MAPK14/SIRT1/CDK2/MAPK3",9
"R-HSA-8953897","R-HSA-8953897","Cellular responses to external stimuli","9/29","189/2914",5.40693796231285e-05,0.0026073456396042,0.00171377799741144,"MAPK1/TP53/HIF1A/STAT3/CEBPB/MAPK14/SIRT1/CDK2/MAPK3",9
"R-HSA-2559582","R-HSA-2559582","Senescence-Associated Secretory Phenotype (SASP)","5/29","45/2914",6.30668128286157e-05,0.00273709967676192,0.00179906381858472,"MAPK1/STAT3/CEBPB/CDK2/MAPK3",5
"R-HSA-9614085","R-HSA-9614085","FOXO-mediated transcription","5/29","49/2914",9.57438703718057e-05,0.00367253511434695,0.00241391466405051,"SMAD2/SIRT1/SMAD3/STK11/HDAC1",5
"R-HSA-450341","R-HSA-450341","Activation of the AP-1 family of transcription factors","3/29","10/2914",0.000101544749705446,0.00367253511434695,0.00241391466405051,"MAPK1/MAPK14/MAPK3",3
"R-HSA-9616222","R-HSA-9616222","Transcriptional regulation of granulopoiesis","4/29","27/2914",0.000118637994555281,0.00396068381823014,0.00260331145947215,"STAT3/CEBPB/CEBPA/CDK2",4
"R-HSA-6804756","R-HSA-6804756","Regulation of TP53 Activity through Phosphorylation","5/29","56/2914",0.000182713265355383,0.00566411122601687,0.00372295450460968,"TP53/MAPK14/CSNK2A1/CDK2/STK11",5
"R-HSA-6807070","R-HSA-6807070","PTEN Regulation","5/29","59/2914",0.000234543422728405,0.0063703667280526,0.00418716804099504,"MAPK1/TP53/CSNK2A1/MAPK3/HDAC1",5
"R-HSA-8943724","R-HSA-8943724","Regulation of PTEN gene transcription","4/29","32/2914",0.000234852229605626,0.0063703667280526,0.00418716804099504,"MAPK1/TP53/MAPK3/HDAC1",4
"R-HSA-5675221","R-HSA-5675221","Negative regulation of MAPK pathway","4/29","34/2914",0.000298730840893054,0.00762642264397561,0.00501275900198251,"MAPK1/DUSP10/MAPK3/PPP2R5C",4
"R-HSA-69278","R-HSA-69278","Cell Cycle, Mitotic","8/29","191/2914",0.000381911585230231,0.00920831266610669,0.00605251693552004,"MAPK1/TP53/CSNK2A1/CDK2/MAPK3/PLK1/PPP2R5C/HDAC1",8
"R-HSA-5668599","R-HSA-5668599","RHO GTPases Activate NADPH Oxidases","3/29","16/2914",0.000455176995602401,0.010397200846918,0.00683395932455683,"MAPK1/MAPK14/MAPK3",3
"R-HSA-8940973","R-HSA-8940973","RUNX2 regulates osteoblast differentiation","3/29","19/2914",0.000771936381652332,0.0154012178872321,0.010123041589716,"MAPK1/MAPK3/ZNF521",3
"R-HSA-9615017","R-HSA-9615017","FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","3/29","19/2914",0.000771936381652332,0.0154012178872321,0.010123041589716,"SMAD2/SMAD3/HDAC1",3
"R-HSA-5663202","R-HSA-5663202","Diseases of signal transduction","9/29","268/2914",0.000790754598432134,0.0154012178872321,0.010123041589716,"MAPK1/STAT3/SMAD2/MAPK3/SMAD3/NOTCH1/CTNNB1/PPP2R5C/HDAC1",9
"R-HSA-2559580","R-HSA-2559580","Oxidative Stress Induced Senescence","4/29","44/2914",0.000816193574668981,0.0154012178872321,0.010123041589716,"MAPK1/TP53/MAPK14/MAPK3",4
"R-HSA-2173795","R-HSA-2173795","Downregulation of SMAD2/3:SMAD4 transcriptional activity","3/29","20/2914",0.000902094827179957,0.0163128814581709,0.0107222674634109,"SMAD2/SMAD3/HDAC1",3
"R-HSA-198753","R-HSA-198753","ERK/MAPK targets","3/29","21/2914",0.00104541603649165,0.018148422393495,0.0119287471953363,"MAPK1/MAPK14/MAPK3",3
"R-HSA-109606","R-HSA-109606","Intrinsic Pathway for Apoptosis","4/29","49/2914",0.00123074160022092,0.0202154083817813,0.013287353071702,"MAPK1/TP53/STAT3/MAPK3",4
"R-HSA-194315","R-HSA-194315","Signaling by Rho GTPases","8/29","228/2914",0.00125764061361312,0.0202154083817813,0.013287353071702,"MAPK1/MAPK14/MAPK3/PLK1/PAK1/CTNNB1/PPP2R5C/ROCK2",8
