X1	X3	X2
NKRF	inhibits	NFKB1 
NKRF	inhibits	REL 
STAT3	activates	KLF4 
STAT3	activates	EGR1 
FOXO1	activates	KLF4 
AKT1	activates	FOXO3 
AKT1	activates	FOXO4 
SIRT1	activates	FOXO1 
AKT1	activates	EP300 
SIRT1	activates	FOXO3 
SMAD3	activates	FOXO1 
EP300	activates	SMAD2 
PLK1	activates	FOXM1 
CDK1	activates	CSNK2A1 
MAPK1	inhibits	CDK1 
AKT1	activates	SMAD3 
ESR1	activates	RARA 
TIPRL	inhibits	PPP2CA 
RB1	inhibits	E2F3 
EGR1	activates	PPARG 
EP300	activates	STAT3 
EP300	activates	STAT5A 
SMAD3	activates	ESR1 
PPP2CA	activates	SMAD3 
PPP2CA	activates	SMAD2 
ESR1	activates	PPARG 
SIRT1	activates	FOXO4 
SMAD3	activates	MAX 
PPP2CA	activates	FOXO3 
PPP2CA	activates	FOXO1 
PPP2CA	activates	FOXO4 
EP300	activates	RUNX2 
MAPK1	inhibits	FOXO1 
MAPK1	inhibits	FOXO4 
MAPK1	inhibits	FOXO3 
CSNK2A1	activates	ATF1 
MAPK1	inhibits	SMAD1 
ROCK2	activates	IRF4 
MAPK1	inhibits	PPARG 
RPS6KA3	inhibits	GSK3A 
SMAD1	activates	RUNX2 
EP300	activates	FLI1 
POU2AF1	activates	POU2F1 
CDK1	activates	SIRT1 
CREB1	inhibits	FOXO1 
CREB1	inhibits	FOXO3 
MAPK1	inhibits	CEBPA 
AKT1	activates	ESR1 
CSNK2A1	activates	AKT1 
GSK3A	activates	MAF 
CEBPA	activates	USF1 
YAP1	inhibits	RUNX2 
EP300	activates	SMAD3 
CDK1	activates	FOXM1 
CDK1	activates	RUNX2 
CSNK2A1	activates	ESR1 
CSNK2A1	activates	VDR 
EP300	activates	SMAD1 
PAK1	activates	ELF3 
PAK1	activates	ESR1 
PAK1	activates	PLK1 
AMER1	activates	WT1 
POU2AF1	activates	POU2F2 
AKT1	activates	PAK1 
PLK1	activates	ROCK2 
SMAD2	activates	SMAD3 
CDK1	activates	PLK1 
BRCA1	inhibits	ESR1 
STAT3	activates	FOXO1 
SMAD2	activates	SMAD1 
EP300	activates	VDR 
RB1	inhibits	TBP 
NFKB1	activates	FOS 
Perturbation	activates	AMER1 
Perturbation	activates	FBXO22 
Perturbation	activates	PCIF1 
Perturbation	activates	POU2AF1 
Perturbation	activates	SP4 
MAPK1	activates	RPS6KA3 
TP53	activates	RB1 
SIRT1	inhibits	TP53 
BRCA1	activates	SOX2 
CTNNB1	activates	TCF4 
CREB1	activates	CTNNB1 
GSK3A	inhibits	CTNNB1 
PPP2CA	inhibits	ELF1 
PPP2CA	inhibits	MAPK1 
YAP1	activates	TEAD4 
CDK1	inhibits	RB1 
RPS6KA3	activates	ATF4 
RPS6KA3	activates	CREB1 
AMER1	inhibits	CTNNB1 
SMAD3	inhibits	FOXA1 
FBXO22	inhibits	BACH1 
YAP1	activates	CTNNB1 
AKT1	inhibits	YAP1 
SIRT1	inhibits	FOXL2 
CSNK2A1	inhibits	ARNT 
IRF2BP1	activates	IRF2 
CDK1	inhibits	CUX1 
PLK1	inhibits	TP53 
MAPK1	activates	TP53 
MAPK1	activates	CREB1 
ARNT	activates	AHR 
WT1	inhibits	TP53 
CREB1	activates	TP53 
SMAD3	inhibits	BRCA1 
TP53	activates	BHLHE40 
PCIF1	inhibits	PDX1 
Perturbation	inhibits	E2F7 
Perturbation	inhibits	IRF2BP1 
Perturbation	inhibits	NKRF 
Perturbation	inhibits	TIPRL 
TLX1	inhibits	PPP2CA 
Perturbation	inhibits	TLX1 
IGBP1	activates	PPP2CA 
Perturbation	activates	IGBP1 
PCSK7	activates	PPP2CA 
Perturbation	activates	PCSK7 
PPP2R1B	activates	PPP2CA 
PAWR	inhibits	WT1 
Perturbation	activates	PPP2R1B 
Perturbation	inhibits	PAWR 
STAT1	activates	ARNT 
STAT1	activates	IRF2 
MAPK1	activates	STAT1 
IRF2BP2	activates	IRF2 
Perturbation	inhibits	IRF2BP2 
Perturbation	inhibits	AMER1 
Perturbation	inhibits	FBXO22 
Perturbation	inhibits	PCIF1 
Perturbation	inhibits	POU2AF1 
Perturbation	inhibits	SP4 
Perturbation	activates	E2F7 
Perturbation	activates	IRF2BP1 
Perturbation	activates	NKRF 
Perturbation	activates	TLX1 
Perturbation	activates	IRF2BP2 
Perturbation	activates	PAWR 
Perturbation	activates	TIPRL 
Perturbation	inhibits	PCSK7 
Perturbation	inhibits	PPP2R1B 
Perturbation	inhibits	IGBP1 
