"","Gene set","Overlap","pValue","pAdj"
"1","#upgenes.DNA_0","YY1, CDK2","0.992129475229828",1
"2","#upgenes.ERS_0","","1",1
"3","#upgenes.HTS_0","CSNK2A1","0.985825600931055",1
"4","#upgenes.HYP_0","EGR1, FOS, HDAC1, NR4A1","0.796784307271488",1
"5","#upgenes.MTL_0","","1",1
"6","#upgenes.OXD_0","ROCK2, SMAD3","0.89428800912996",1
"7","#upgenes.DNA_0.25","YY1, CDK2","0.989374453452839",1
"8","#upgenes.ERS_0.25","","1",1
"9","#upgenes.HTS_0.25","CSNK2A1","0.975860453740063",1
"10","#upgenes.HYP_0.25","EGR1, FOS, HDAC1, NR4A1","0.73347118706271",1
"11","#upgenes.MTL_0.25","","1",1
"12","#upgenes.OXD_0.25","SMAD3","0.969915910597821",1
"13","#upgenes.DNA_0.45","CDK2","0.997313425176192",1
"14","#upgenes.ERS_0.45","","1",1
"15","#upgenes.HTS_0.45","CSNK2A1","0.955543669791346",1
"16","#upgenes.HYP_0.45","EGR1, FOS, NR4A1","0.819675120330404",1
"17","#upgenes.MTL_0.45","","1",1
"18","#upgenes.OXD_0.45","SMAD3","0.94842021912705",1
"19","#upgenes.DNA_0.5","CDK2","0.997313425176192",1
"20","#upgenes.ERS_0.5","","1",1
"21","#upgenes.HTS_0.5","CSNK2A1","0.955543669791346",1
"22","#upgenes.HYP_0.5","EGR1, FOS, NR4A1","0.819675120330404",1
"23","#upgenes.MTL_0.5","","1",1
"24","#upgenes.OXD_0.5","SMAD3","0.94842021912705",1
"25","#upgenes.DNA_0.65","CDK2","0.988400199717379",1
"26","#upgenes.ERS_0.65","","1",1
"27","#upgenes.HTS_0.65","CSNK2A1","0.886498300562369",1
"28","#upgenes.HYP_0.65","EGR1, FOS, NR4A1","0.726459391472313",1
"29","#upgenes.MTL_0.65","","1",1
"30","#upgenes.OXD_0.65","SMAD3","0.835671808393115",1
"31","#upgenes.DNA_0.75","CDK2","0.988400199717379",1
"32","#upgenes.ERS_0.75","","1",1
"33","#upgenes.HTS_0.75","","1",1
"34","#upgenes.HYP_0.75","FOS, NR4A1","0.715030006748548",1
"35","#upgenes.MTL_0.75","","1",1
"36","#upgenes.OXD_0.75","SMAD3","0.835671808393115",1
"37","#upgenes.DNA_0.85","","1",1
"38","#upgenes.ERS_0.85","","1",1
"39","#upgenes.HTS_0.85","","1",1
"40","#upgenes.HYP_0.85","NR4A1","0.772820849783394",1
"41","#upgenes.MTL_0.85","","1",1
"42","#upgenes.OXD_0.85","","1",1
"43","#upgenes.DNA_0.95","","1",1
"44","#upgenes.ERS_0.95","","1",1
"45","#upgenes.HTS_0.95","","1",1
"46","#upgenes.HYP_0.95","NR4A1","0.772820849783394",1
"47","#upgenes.MTL_0.95","","1",1
"48","#upgenes.OXD_0.95","","1",1
"49","#upgenes.DNA_1","","1",1
"50","#upgenes.ERS_1","","1",1
"51","#upgenes.HTS_1","","1",1
"52","#upgenes.HYP_1","NR4A1","0.772820849783394",1
"53","#upgenes.MTL_1","","1",1
"54","#upgenes.OXD_1","","1",1
"55","#dngenes.DNA_0","YY1, CDK2","0.992129475229828",1
"56","#dngenes.ERS_0","","1",1
"57","#dngenes.HTS_0","CSNK2A1","0.985825600931055",1
"58","#dngenes.HYP_0","EGR1, FOS, HDAC1, NR4A1","0.796784307271488",1
"59","#dngenes.MTL_0","","1",1
"60","#dngenes.OXD_0","ROCK2, SMAD3","0.89428800912996",1
"61","#dngenes.DNA_0.25","YY1, CDK2","0.934023738877678",1
"62","#dngenes.ERS_0.25","","1",1
"63","#dngenes.HTS_0.25","CSNK2A1","0.933529315753828",1
"64","#dngenes.HYP_0.25","EGR1, HDAC1","0.807260284502339",1
"65","#dngenes.MTL_0.25","","1",1
"66","#dngenes.OXD_0.25","ROCK2, SMAD3","0.846200044770545",1
"67","#dngenes.DNA_0.45","YY1","0.913832300320464",1
"68","#dngenes.ERS_0.45","","1",1
"69","#dngenes.HTS_0.45","","1",1
"70","#dngenes.HYP_0.45","HDAC1","0.830886972359032",1
"71","#dngenes.MTL_0.45","","1",1
"72","#dngenes.OXD_0.45","ROCK2","0.871107537435335",1
"73","#dngenes.DNA_0.5","YY1","0.913832300320464",1
"74","#dngenes.ERS_0.5","","1",1
"75","#dngenes.HTS_0.5","","1",1
"76","#dngenes.HYP_0.5","HDAC1","0.830886972359032",1
"77","#dngenes.MTL_0.5","","1",1
"78","#dngenes.OXD_0.5","ROCK2","0.871107537435335",1
"79","#dngenes.DNA_0.65","YY1","0.620569555739701",1
"80","#dngenes.ERS_0.65","","1",1
"81","#dngenes.HTS_0.65","","1",1
"82","#dngenes.HYP_0.65","HDAC1","0.668403541709114",1
"83","#dngenes.MTL_0.65","","1",1
"84","#dngenes.OXD_0.65","ROCK2","0.589220207076038",1
"85","#dngenes.DNA_0.75","YY1","0.620569555739701",1
"86","#dngenes.ERS_0.75","","1",1
"87","#dngenes.HTS_0.75","","1",1
"88","#dngenes.HYP_0.75","","1",1
"89","#dngenes.MTL_0.75","","1",1
"90","#dngenes.OXD_0.75","ROCK2","0.589220207076038",1
"91","#dngenes.DNA_0.85","","1",1
"92","#dngenes.ERS_0.85","","1",1
"93","#dngenes.HTS_0.85","","1",1
"94","#dngenes.HYP_0.85","","1",1
"95","#dngenes.MTL_0.85","","1",1
"96","#dngenes.OXD_0.85","ROCK2","0.295653578575617",1
"97","#dngenes.DNA_0.95","","1",1
"98","#dngenes.ERS_0.95","","1",1
"99","#dngenes.HTS_0.95","","1",1
"100","#dngenes.HYP_0.95","","1",1
"101","#dngenes.MTL_0.95","","1",1
"102","#dngenes.OXD_0.95","ROCK2","0.295653578575617",1
"103","#dngenes.DNA_1","","1",1
"104","#dngenes.ERS_1","","1",1
"105","#dngenes.HTS_1","","1",1
"106","#dngenes.HYP_1","","1",1
"107","#dngenes.MTL_1","","1",1
"108","#dngenes.OXD_1","ROCK2","0.295653578575617",1
