X1	X3	X2
MAPK14	activates	MAPKAPK2 
MAPK1	activates	GABPA 
STAT3	activates	JUNB 
STAT3	activates	EGR1 
MAPK1	activates	CEBPB 
CEBPB	activates	FOXO1 
SMAD2	activates	TCF7L2 
MAPK14	activates	FOS 
SIRT1	inhibits	TP53 
SMAD2	activates	SP1 
CEBPB	activates	STAT3 
STAT3	activates	SPI1 
CEBPA	activates	SPI1 
MAPK1	activates	STAT3 
EGR1	activates	TP53 
MAPK1	activates	SMAD2 
NR4A1	activates	NR2F2 
NR2F2	activates	PROX1 
SMAD2	activates	MEF2A 
MAPK14	activates	STAT3 
MAPK1	activates	FOS 
MAPK1	activates	MAPKAPK2 
MAPK14	activates	CSNK2A1 
MAPK1	activates	MED1 
CSNK2A1	activates	TWIST1 
CSNK2A1	activates	TFAP2A 
DUSP7	inhibits	MAPK1 
CDK2	activates	CEBPB 
CDK2	activates	TP53 
MAPK3	inhibits	STK11 
MAPK14	activates	TWIST1 
SMAD3	inhibits	FOXA1 
STK11	activates	TP53 
MAPK14	activates	TP53 
CSNK2A1	activates	HDAC1 
MAPK14	activates	JUNB 
SIRT1	inhibits	FOXL2 
CSNK2A1	activates	TP53 
CSNK2A1	activates	YY1 
DUSP7	inhibits	MAPK14 
MAPK1	activates	CDK2 
MAPK1	activates	CSNK2A1 
MAPK1	activates	SP1 
MAPK14	activates	FOXO3 
MAPK14	activates	FOXO1 
MAPK14	activates	HBP1 
MAPK14	activates	MEF2A 
MAPK1	activates	CIITA 
MAPK1	activates	TWIST1 
MAPK3	inhibits	FOXO3 
MAPKAPK2	activates	ETV1 
NR0B2	inhibits	CEBPA 
MAPK3	inhibits	CEBPA 
MAPK3	inhibits	FOXO1 
CDK2	activates	FOXM1 
PLK1	inhibits	TP53 
MAPK1	activates	NR4A1 
MAPK1	activates	TP53 
MAPK1	activates	ETS1 
STK11	activates	ETV4 
MAPK14	activates	ETS1 
YY1	activates	TP53 
STAT3	activates	TWIST1 
STAT3	activates	FOXO1 
TWIST1	activates	TP53 
CIITA	activates	NFYB 
MED1	activates	GATA6 
FOS	activates	ETS1 
Perturbation	inhibits	GFI1B 
Perturbation	inhibits	PAX5 
Perturbation	inhibits	ZNF521 
NOTCH1	activates	PAX8 
MAPK14	inhibits	MAPK3 
PAK1	activates	CTNNB1 
CDK2	inhibits	PAK1 
CTNNB1	activates	TCF7 
SMAD3	activates	NOTCH1 
MAPK3	activates	SMAD3 
MAPK3	activates	STAT5A 
NR0B2	activates	SIRT1 
NR0B2	activates	ESR2 
PPP2R5C	activates	ATF1 
HDAC1	inhibits	MYOD1 
MAPK1	inhibits	PPP2R5C 
ROCK2	activates	IRF4 
CTNNB1	activates	MYOD1 
STK11	inhibits	PAK1 
CDK2	inhibits	SMAD3 
YY1	inhibits	NOTCH1 
ZNF521	inhibits	EBF1 
CSNK2A1	inhibits	ARNT 
NR2F2	inhibits	MYOD1 
PAK1	activates	PLK1 
CDK2	inhibits	MYOD1 
PLK1	activates	ROCK2 
HDAC1	inhibits	KLF1 
SMAD3	activates	ZEB2 
HDAC1	inhibits	SMAD3 
STAT3	inhibits	MYOD1 
Perturbation	activates	DUSP7 
Perturbation	activates	NR0B2 
