V1	6h_10uM_2
AARS	3.03050613403
ABCF1	-0.691907465458
ABL1	1.56186079979
ACAA1	0.375456750393
ACAT2	0.759870409966
ACLY	0.240663632751
ADAM10	0.0381716564298
ADH5	0.102706864476
PARP1	1.55691456795
ADRB2	5.4235959053
AGL	-0.765194118023
AKT1	0.633942723274
ALAS1	-1.04022657871
ALDOA	1.92720007896
ALDOC	0.44975283742
SLC25A4	-0.540965557098
ANXA7	1.23823142052
APBB2	-0.84575933218
BIRC2	0.663560986519
BIRC5	0.310362488031
APOE	0.338227450848
APP	-2.1346578598
FAS	-0.330253720284
RHOA	0.63953769207
ARHGAP1	0.533407330513
ASAH1	-0.547502040863
ATF1	1.30693078041
ATP1B1	1.13387691975
ALDH7A1	-0.639644563198
ATP6V0B	0.432285070419
BAD	1.65676248074
BAX	2.28469848633
CCND1	1.10621571541
BCL2	-0.976197123528
BDH1	1.09504878521
BID	-0.835785627365
BLMH	1.22981452942
BLVRA	-0.195206612349
BMP4	-0.115955710411
BNIP3	0.915448844433
BNIP3L	1.62451303005
BPHL	-0.962196648121
BRCA1	-0.243837848306
BTK	0.647571146488
BUB1B	-1.73108398914
C5	0.366759121418
DDR1	-0.52386200428
CALM3	-1.19165432453
CALU	1.49147522449
CAPN1	-0.082537509501
CAST	-0.493430972099
CASP2	0.163784354925
CASP3	-1.0875210762
CASP7	0.965155959129
CASP10	-0.771560490131
CAT	-0.94785284996
CBLB	2.44613599777
CBR1	-0.874531805515
CBR3	0.0395717993379
CCNA2	0.288627266884
CCNB1	-1.90053737164
CCND3	-1.74007236958
CCNF	0.68374556303
CCNH	-0.664764523506
SCARB1	0.671050429344
CD40	-1.48929846287
CD44	-1.22648978233
CD58	0.687799572945
ADGRE5	1.39061069489
CDK1	-0.878949403763
CDC20	1.17704880238
CDC25A	0.452896565199
CDC25B	0.409873455763
CDC42	-0.369251221418
CDH3	-0.398969829082
CDK2	-1.36740982533
CDK4	0.151864975691
CDK6	0.558188676834
CDK7	-0.51174902916
CDKN1A	0.78189688921
CDKN1B	0.27802503109
CDKN2A	2.0107588768
CEBPA	1.11036992073
CEBPD	-0.7249122262
CENPE	0.266342848539
CETN3	0.465242862701
CHEK1	-1.14136207104
CHN1	-0.503120601177
CIRBP	0.80943441391
CLTB	0.536302804947
CLTC	0.771851480007
COL1A1	0.902835845947
COL4A1	-0.960065662861
CREB1	-0.250440329313
CRK	1.37147545815
CRKL	-1.4624941349
CRYZ	0.0316072106361
CSK	0.102239564061
CSNK1A1	0.645726323128
CSNK1E	0.580679535866
CSNK2A2	-0.499546051025
CSRP1	-0.347326785326
CTNND1	-1.209436059
CTSD	0.797767698765
CTSL	0.634785234928
CYB561	0.74656945467
DAG1	0.808246552944
DAXX	0.8817679286
DCK	0.974553465843
DCTD	-0.059452354908
DDB2	-0.620967030525
GADD45A	-0.668699145317
DDX10	0.566688239574
DECR1	0.0767802298069
DFFA	-0.874373018742
DFFB	-0.298734337091
DLD	0.693272948265
DNM1	-0.183444082737
DNMT1	-1.86426091194
DNMT3A	-1.30129516125
DPH2	0.787811160088
DSG2	-1.16699194908
TSC22D3	0.253685414791
DUSP3	0.704711973667
DUSP4	0.408605396748
DUSP6	1.00426089764
TOR1A	-0.544841527939
E2F2	-0.702299177647
ECH1	-0.852815628052
EDN1	-1.22957909107
EGF	-0.941869080067
EGFR	0.772930443287
EGR1	0.859999716282
EIF4EBP1	2.31923031807
EIF4G1	-0.89025837183
EIF5	0.62427687645
ELAVL1	1.35380601883
CTTN	0.631712675095
EPB41L2	0.117942765355
EPHA3	1.97573137283
EPHB2	-0.662119328976
EPRS	1.95629155636
NR2F6	-0.556623399258
ERBB2	0.459983736277
ERBB3	1.51909518242
ETFB	0.0890576690435
ETS1	-1.13386797905
ETV1	-0.348154455423
EXT1	-0.170740500093
EZH2	-0.320823758841
FAH	0.97518414259
PTK2B	-1.06545352936
FAT1	0.432264089584
FDFT1	1.31086194515
FGFR2	-1.16914355755
FGFR4	0.146901413798
FHL2	0.135609805584
FKBP4	-0.426491439342
FOXO3	1.4072034359
FOS	-0.270623356104
FPGS	0.0160315912217
FUT1	-1.08439934254
FYN	0.27370262146
SLC37A4	0.809609353542
GAA	0.6886292696
GABPB1	1.00233733654
GALE	0.715989112854
GAPDH	-1.11981201172
GATA2	1.19933319092
GATA3	-0.49891653657
GFPT1	6.05919313431
GHR	-0.890830099583
GLI2	-1.56221687794
GLRX	2.4320898056
GNA11	1.44161570072
GNA15	-0.985129654408
GNAI1	-4.77629470825
GNAI2	-0.0702286884189
GNAS	-2.51790809631
SFN	2.06664800644
GPC1	-0.688216030598
GPER1	-0.208053097129
GRB7	-0.986060619354
GRB10	2.35966205597
GRN	0.49869170785
NR3C1	0.881629407406
CXCL2	5.27903175354
GSTM2	-0.682772994041
GSTZ1	0.079297311604
MSH6	0.7427546978
GTF2A2	-0.694095909595
GTF2E2	0.307164698839
HSD17B10	1.22692775726
HADH	-1.42478823662
HDAC2	0.316577196121
HIF1A	0.857460737228
HK1	2.04416966438
HLA-DMA	0.561956048012
HLA-DRA	-1.11163115501
HMGCR	-0.588502049446
HMGCS1	1.29371798038
HMOX1	0.319191008806
HOXA5	1.18900299072
HOXA10	-0.900011360645
HPRT1	0.308131992817
HES1	-0.174582332373
DNAJB2	1.53799295425
HSPA1A	-0.988038659096
HSPA4	-1.72953510284
HSPA8	-0.642269074917
HSPB1	0.133933722973
HSPD1	0.00681430101395
DNAJB1	-0.402617096901
ICAM1	0.570797920227
ICAM3	1.05538225174
ID2	0.10781173408
IDE	1.17795324326
IFNAR1	-1.12682521343
IGF1R	0.978871583939
IGF2R	-1.69159841537
IGFBP3	-0.2689858675
IGHMBP2	0.0974515005946
IKBKB	-0.923586606979
IL1B	-0.982044994831
IL4R	-0.273173838854
IL13RA1	-0.521172642708
ILK	1.19891023636
INPP1	0.595771074295
INSIG1	-0.921424388885
ITGAE	-0.785470187664
ITGB5	0.210488989949
JUN	-0.487894117832
KCNK1	-0.28291028738
KIF5C	4.86249160767
KIT	-0.941261529922
KTN1	-1.23562598228
LAMA3	0.855191409588
STMN1	-0.922450721264
LBR	0.834936439991
LGALS8	-0.208683937788
LIG1	-0.131136968732
LIPA	1.15625846386
LOXL1	-1.11215019226
LRPAP1	0.831572055817
LYN	-0.202556759119
SMAD3	0.71071767807
MAN2B1	0.491320848465
MAT2A	-1.34659123421
MBNL1	0.851666808128
MCM3	0.665083408356
ME2	-0.00936739798635
MEF2C	-0.258823752403
MAP3K4	-0.00663112476468
MEST	-1.32873284817
MIF	-1.46994507313
FOXO4	1.1484105587
MMP1	-1.13639473915
MMP2	-0.875075399876
MNAT1	0.163048744202
MSRA	0.977699160576
MUC1	2.20788788795
MYBL2	-1.12863719463
MYC	1.83467364311
GADD45B	0.423292845488
MYLK	1.48645377159
MYO10	1.98345065117
NCK1	0.193204134703
NFATC3	0.576964199543
NFATC4	-0.849118113518
NFE2L2	0.378884702921
NFIL3	-0.229988083243
NFKB2	-0.775681436062
NFKBIA	0.645335674286
NFKBIB	2.20513653755
NFKBIE	-1.02397477627
NIT1	-1.09501874447
NMT1	0.316710710526
NOS3	1.08032417297
CNOT4	-0.234324082732
NOTCH1	-0.926794528961
PNP	1.71739459038
NPC1	1.99256241322
SLC11A2	1.36932051182
NRAS	-0.61314535141
NUCB2	5.5724773407
NUP88	1.12147307396
NVL	-1.36482715607
ORC1	-1.34943652153
OXA1L	0.71226644516
OXCT1	-0.0257566608489
PAFAH1B1	-0.454314172268
PAFAH1B3	0.898091375828
SERPINE1	1.43958449364
PAK1	-0.941807806492
PCBD1	0.350527256727
PCCB	0.645302712917
PCK2	2.22103714943
PCM1	0.53743737936
PCMT1	1.89218771458
PCNA	-0.353949517012
PDGFA	1.11424028873
PFKL	0.845065534115
PGAM1	0.216283977032
PGM1	0.738752543926
PHKA1	-0.720517635345
PHKB	0.793403506279
PHKG2	-1.00342905521
PIK3C2B	-1.10767042637
PIK3C3	0.575544238091
PIK3CA	-0.952711760998
PIN1	-0.0387426652014
PLA2G4A	-1.66435015202
PLCB3	0.0273802187294
PLK1	0.68720304966
PLP2	-0.764528512955
PLS1	-0.757875204086
PLSCR1	-1.14931988716
PMAIP1	-0.839770376682
PMM2	-2.83960390091
POLB	0.558478355408
POLE2	-0.17589867115
POLR2I	0.909563839436
POLR2K	-1.6920735836
PPARD	-0.0922797173262
PPARG	0.279500693083
PPIC	0.677771806717
PPOX	-0.844356358051
PPP2R5A	0.389640241861
PPP2R5E	0.426777392626
PRCP	-0.0368864834309
PRKACA	-1.27097511292
PRKCD	0.247639298439
PRKCH	0.0949939191341
PRKCQ	-1.17918980122
MAPK9	-0.996672451496
MAPK13	1.36463904381
MAP2K5	0.48916041851
PRKX	-0.819698572159
PROS1	-0.0986033678055
LGMN	1.04024970531
HTRA1	0.250641554594
PSMB8	1.35514354706
PSMB10	0.65307611227
PSMD2	-4.82494163513
PSMD4	0.588491261005
PSMD9	1.09779429436
PSMD10	1.87270438671
PSME1	0.372353881598
PSME2	0.481696367264
PTGS2	-0.86892926693
PTK2	-0.616138637066
PTPN1	-0.536111652851
PTPN6	-0.398361265659
PTPN12	0.867533028126
PTPRC	-2.22602796555
PTPRF	-1.19452476501
PTPRK	-1.40401756763
PXMP2	-0.174056828022
PXN	-1.16617882252
PYCR1	1.82548117638
PYGL	0.613018870354
RAB4A	0.430167675018
RAB27A	-1.11603343487
RAC2	-4.39640188217
RAD9A	2.39136147499
RAD51C	-0.795329093933
MOK	-0.436582028866
RALA	1.62892568111
RALB	1.04765272141
RALGDS	-0.880749702454
RAP1GAP	0.627216279507
RASA1	0.622935116291
RB1	-0.96818292141
KDM5A	1.69633769989
RELB	2.34810137749
RFC2	1.33200669289
RFC5	-0.398907899857
RFNG	-0.792518019676
RFX5	2.19873785973
RGS2	1.57328057289
RHEB	0.74796128273
RNH1	0.123765408993
RPA1	-0.440848767757
RPA2	-1.39764010906
RPA3	1.02699327469
MRPL12	0.528838813305
RPN1	2.84605574608
RPS5	0.0959128290415
RPS6	0.845241308212
RPS6KA1	0.0499381460249
RSU1	-0.664728462696
RTN2	-0.274330884218
S100A4	-0.662832975388
S100A13	0.238197386265
SATB1	5.1473903656
SCP2	1.40117311478
CCL2	-0.710803568363
SDHB	0.460231661797
SGCB	1.18706607819
SHB	-1.1418954134
SHC1	-0.846708238125
SKIV2L	0.481585502625
SKP1	0.60223454237
SLC1A4	1.11782503128
SMARCA4	0.80504488945
SMARCC1	0.643639922142
SMARCD2	1.20216929913
SNAP25	-0.662739694118
SNCA	-0.0310641154647
SOX2	-1.21799981594
SOX4	0.776818931103
SPAG4	0.0877658128738
SPP1	0.55264878273
SPR	0.0663590058684
SPTAN1	1.04495453835
SRC	0.214499741793
STAT1	0.235966205597
STAT3	0.0767067223787
STAT5B	0.381916731596
AURKA	0.788511633873
STK10	-0.410784691572
STX1A	-0.979154646397
STX4	-0.632100939751
STXBP1	0.946742117405
STXBP2	0.822417676449
SUPV3L1	-1.75275015831
SUV39H1	0.678478419781
SYK	-1.06175971031
SYPL1	0.795254349709
TARBP1	-0.416773349047
TBP	0.121375769377
TBX2	0.523509740829
TBXA2R	-0.976011157036
TCEA2	-0.802081763744
VPS72	-0.80934715271
TCTA	-0.772652685642
DYNLT3	0.710382580757
TERT	-1.55168712139
TESK1	-0.955677390099
TFAP2A	-1.19665074348
TFDP1	-0.645289599895
TGFB3	-0.46982806921
TGFBR2	0.137306034565
TIAM1	-0.656054019928
TIMP2	-0.939834594727
TJP1	2.17839121819
TLE1	1.02382338047
TLR4	-0.908777236938
TSPAN6	0.0855193585157
TSPAN4	1.30907785892
TOP2A	-0.629465579987
TP53	0.97240537405
TP53BP1	-0.473442494869
TP53BP2	-1.46137034893
TPD52L2	0.336336553097
TPM1	0.232412695885
TSTA3	0.368014246225
TXNRD1	2.4335668087
UBE2A	-0.19429384172
UGDH	1.65913128853
NR1H2	-1.05108559132
USP1	0.697296380997
VDAC1	0.783822953701
WFS1	3.39078807831
WRB	0.721549749374
XBP1	0.299856007099
XPNPEP1	1.96100103855
ZFP36	-1.12704837322
ZNF131	0.287439525127
ZMYM2	0.811442315578
PAX8	0.386377692223
CXCR4	-0.771142065525
IFRD2	-0.0649648010731
MAPKAPK3	-0.289066016674
USP7	0.94516313076
REEP5	0.838337302208
ST7	1.78822696209
KAT6A	-0.0853077024221
PDHX	0.556413412094
FOSL1	0.83410692215
HMGA2	-0.0815893560648
NCOA3	-0.717333137989
NRIP1	-1.95528578758
SMC1A	-1.66528427601
LAGE3	0.460011869669
AXIN1	0.884565353394
CDC45	-0.271609514952
FZD1	-1.23569583893
FZD7	-0.157850310206
HIST2H2BE	-1.13378000259
PIP4K2B	0.183026999235
NCK2	-0.661057710648
DYRK3	-0.723838984966
DUSP11	-0.381268948317
RAE1	0.76958745718
PIK3R3	-1.00918090343
NIPSNAP1	0.495018154383
IKBKAP	-2.38425111771
HAT1	1.01504540443
MAPKAPK5	0.876535594463
BHLHE40	2.08302760124
MKNK1	-0.693322837353
CASK	0.82208943367
AKR7A2	1.20143187046
RUVBL1	-0.481670856476
PSMG1	1.46332657337
BECN1	1.19963848591
MBTPS1	0.0101685337722
EED	0.127713099122
CTNNAL1	1.75793850422
RNMT	1.89972937107
PEX11A	-1.18137788773
CREG1	2.01081752777
INPP4B	0.0221055336297
IQGAP1	-0.932734847069
SOCS2	-1.1537348032
CFLAR	-0.440627217293
CDK5R1	0.57847315073
ST3GAL5	-0.38222810626
IER3	1.18408572674
SQSTM1	1.29987096786
SLC5A6	0.96711397171
CPNE3	-0.563042581081
CCNA1	0.454397112131
TIMELESS	-1.37792885303
P4HA2	2.13131380081
PLOD3	0.655014157295
NOL3	-0.925584852695
SLC25A14	1.27870416641
MPZL1	1.18056917191
MAP7	-0.842598378658
DNAJA3	-2.09040999413
USP14	-0.0365390479565
MTA1	1.78434371948
PDLIM1	1.17301177979
SMC3	-1.17900085449
PRPF4	0.330082893372
CCNB2	0.520369708538
CCNE2	-0.9771296978
SYNGR3	1.27933728695
LPAR2	-0.216263249516
ARHGEF2	2.59977340698
ZW10	-0.39154112339
AURKB	-0.845618486404
VAPB	1.2089496851
NOLC1	1.38009262085
UBE2L6	-1.30585563183
MAPKAPK2	1.85312318802
CYTH1	0.416695296764
ITGB1BP1	0.748370409012
BCL7B	1.35183846951
COPB2	1.96106731892
ADGRG1	-0.840249657631
TM9SF2	-0.278573304415
MAP4K4	1.01530981064
HOMER2	-1.2484241724
SH3BP5	-1.37166142464
PIGB	0.584596633911
PSMF1	-0.584139764309
SPTLC2	2.50102186203
TBPL1	0.578918218613
BAG3	0.181507408619
POLR1C	-0.954752206802
SPAG7	0.388257443905
FEZ2	-0.489190816879
IKBKE	-0.643075406551
MTFR1	-0.406331062317
HS2ST1	0.224308505654
IPO13	-1.64626276493
VGLL4	1.23664700985
NUP93	0.627039670944
UBE3C	0.923305690289
EDEM1	3.51541233063
TRAM2	0.368379473686
CEP57	-0.620014965534
KIAA0100	0.58110076189
HERPUD1	8.43830299377
KIAA0355	-0.385732352734
USP6NL	0.377405107021
CCP110	-0.185458272696
MLEC	1.83760595322
TATDN2	1.66437447071
MRPL19	-0.205963626504
SCRN1	-0.0993382558227
EFCAB14	-0.877789378166
KEAP1	0.442075014114
MELK	-0.736513614655
PLEKHM1	-1.06913387775
C2CD5	0.804148375988
KIAA0753	-0.626983702183
C2CD2L	1.79558897018
TOMM70A	0.64627301693
KIAA0196	-0.979273796082
KLHL21	1.18505752087
ARNT2	-1.88308572769
FAM20B	-0.799087882042
NCAPD2	-0.831872284412
PAN2	0.291290640831
LPGAT1	0.762590527534
KIF14	0.957726836205
OXSR1	-0.307383239269
MVP	0.180630013347
DMTF1	0.0777986571193
GNPDA1	-0.174465507269
HDAC6	1.59262013435
PARP2	0.769336283207
MAMLD1	1.60904252529
DNAJB6	-1.3063505888
SMC4	0.0447930917144
ABCC5	-0.0798260718584
ABCB6	1.15893912315
DNM1L	-1.01231348515
TSPAN3	0.953867733479
KIF20A	-0.618759691715
ARL4C	-1.1043715477
TRAP1	0.957855939865
G3BP1	0.378538548946
MBNL2	1.38278853893
CEBPZ	1.8518204689
SLC25A13	0.571045398712
SORBS3	-1.40923130512
RBM6	0.185308933258
TXNDC9	1.28912949562
TRIM13	-1.08806312084
TRIB1	-1.21996283531
MFSD10	0.748332262039
SLC35B1	2.53544282913
TIMM17B	-0.0372303426266
AKAP8	0.315421432257
STUB1	0.0617544278502
NET1	-0.571657776833
SMNDC1	0.908980607986
PAK4	0.0894488692284
TNIP1	1.27273535728
IKZF1	-3.81486344337
TMEM5	0.782334983349
HMG20B	1.07306563854
MYL9	0.122761555016
LYPLA1	0.291002124548
PPIE	0.976784706116
VAV3	-1.14860379696
LRRC41	0.00161427585408
CRTAP	0.191870689392
VAT1	0.700133323669
STK25	0.714298903942
APPBP2	-0.063873231411
CHERP	1.23467087746
HYOU1	1.81197273731
RPP38	0.822657227516
SLC35A1	-1.09091985226
DRAP1	0.988265097141
PAICS	1.03193700314
ST6GALNAC2	-0.970719099045
STAMBP	1.47443258762
NPRL2	-1.02298474312
IGF2BP2	0.806636571884
YKT6	2.33122301102
CGRRF1	0.231914281845
RRAGA	0.903944790363
GNB5	0.92622679472
EBP	0.648794233799
CNPY3	0.54553437233
YME1L1	1.95469748974
TCFL5	0.0638999044895
KDM5B	0.59695649147
POP4	0.174989417195
ARPP19	0.322764158249
ZNF274	0.634985029697
MTHFD2	3.27991342545
WASF3	0.396733611822
UTP14A	-1.39678895473
FRS2	-0.920796871185
CLPX	0.237206161022
PGRMC1	0.548578977585
MALT1	0.614543616772
CPSF4	-0.188140764832
BLCAP	-1.3940513134
TCERG1	0.137796729803
RNPS1	2.41820764542
TOMM34	0.855043709278
PDIA5	1.44670796394
MLLT11	-0.58768850565
EBNA1BP2	1.19845533371
TMED10	0.28119301796
ASCC3	0.911341845989
SLC27A3	-0.205377653241
KIF2C	0.489229202271
CCDC85B	0.287463486195
TLK2	-1.47531044483
KDELR2	2.2668299675
RAB31	-1.06198859215
B4GAT1	0.0344120971859
PAPD7	-1.43756890297
UBE2C	-0.154671430588
DUSP14	0.62244874239
TOPBP1	-0.619107723236
PRSS23	0.327181905508
PWP1	0.988632917404
PKIG	1.48932015896
CORO1A	-1.74337816238
LSM6	-0.228403732181
PSIP1	-0.023361325264
SLC2A6	0.627098321915
NISCH	0.470626860857
CHEK2	0.8552942276
PRAF2	1.53520071507
POLG2	-0.75910949707
CHP1	0.886036753654
PNKP	1.5788205862
ECD	0.346601516008
DDX42	0.496167123318
TWF2	0.617470264435
CASC3	1.09683406353
COG2	-0.884105980396
ATF5	1.09346210957
MTF2	-0.634388267994
PUF60	-0.14745593071
RAB11FIP2	0.389978289604
CLSTN1	-0.783952891827
FOXJ3	1.66762065887
KIAA0907	0.459412783384
EPN2	-0.967966258526
SACM1L	1.63292765617
ATF6	0.605858564377
RPIA	0.36748740077
RAB21	-0.565820395947
SPEN	0.871981263161
FBXO21	-1.86297285557
RBM34	1.19852375984
WDTC1	0.658717691898
XPO7	0.958248913288
TBC1D9B	-0.844447374344
RRP1B	0.573559343815
MYCBP2	-0.715992152691
CDK19	-0.439206242561
GPATCH8	0.641477406025
MAST2	0.29868221283
DCUN1D4	0.161010965705
FCHO1	0.200868919492
SNX13	-1.89956188202
ATP11B	-1.41595649719
JMJD6	1.52228248119
RRS1	-0.385169386864
RRP12	1.72013449669
SYNE2	0.290061891079
PDS5A	-0.16072550416
CAMSAP2	-1.06828355789
ATMIN	0.415582567453
TRIM2	-1.07588481903
KIAA1033	0.55960392952
USP22	-0.136488437653
WDR7	-1.36546111107
JADE2	0.943126916885
ARHGEF12	1.00338244438
PPP1R13B	-1.07574260235
RRP8	0.927335560322
NUDCD3	0.958008050919
SIRT3	0.165684759617
SLC35A3	1.30553913116
ICMT	-0.0747676491737
MACF1	-0.364075362682
SUZ12	-0.704073369503
KAT6B	-0.664396345615
NNT	0.0571502260864
ADAT1	-1.0771715641
TMEM50A	0.147777661681
KLHDC2	0.538278877735
ACOT9	2.02776455879
SSBP2	-1.13045907021
NUP62	0.746323227882
ARFIP2	2.55463647842
LSM5	0.227865561843
PLA2G15	1.1114770174
TMEM2	0.850772917271
ZNF318	-1.28419303894
FBXO7	1.29287588596
SPDEF	-0.792573332787
BAMBI	0.251818180084
BACE2	-0.245441481471
COG4	0.545551300049
MPC2	-0.450065553188
CLIC4	-0.90797829628
C2CD2	-0.0899073705077
TIPARP	0.0818008333445
TSKU	0.826231241226
RNF167	-0.944350719452
LRP10	0.83778077364
ZNF451	-1.09327363968
SENP6	0.262206822634
RAI14	-1.23111796379
KIF1BP	0.26983460784
