X1	X3	X2
EP300	activates	MYB 
CDK2	inhibits	FOXO1 
MAPK3	activates	CEBPB 
MEN1	activates	KMT2A 
CEBPB	activates	FOXO1 
ESR1	inhibits	FOXO1 
E2F1	inhibits	MYBL2 
MAPK14	inhibits	MAPK3 
CDK5	inhibits	PAK1 
CDK2	inhibits	PAK1 
MAPK3	activates	FOS 
MAPK14	inhibits	NFATC1 
PPP2CA	activates	FOXO1 
SRC	inhibits	PPP2CA 
MAPK1	inhibits	FOXO1 
MAPK1	inhibits	MYB 
CSNK2A1	activates	ATF1 
MAPK1	inhibits	PPARG 
SMAD3	inhibits	FOXA1 
MAPK3	activates	EP300 
CSNK2A1	activates	YY1 
EP300	activates	MEF2C 
MAPK3	activates	CSNK2A1 
MAPK3	activates	PPARG 
JAZF1	inhibits	NR2C2 
MAPK1	inhibits	BCL6 
MAPK3	activates	MED1 
PAK1	activates	ELF3 
CSNK2A1	activates	NFATC1 
EP300	activates	YY1 
EP300	activates	IRF1 
MYB	activates	CEBPB 
MED1	activates	GATA6 
Perturbation	activates	MEN1 
Perturbation	activates	SATB2 
Perturbation	activates	ZNF521 
STAT3	activates	KLF4 
MAPK14	activates	USF1 
SRC	activates	STAT3 
SP1	activates	TBX21 
MAPK1	activates	STAT3 
CTNNB1	activates	TCF7 
SMAD3	activates	ESR1 
MAPK1	activates	SMAD3 
MAPK14	activates	MAX 
CSNK1D	activates	CTNNB1 
SMAD3	activates	MAX 
MAPK14	activates	SMAD3 
MAPK14	activates	STAT3 
PPP2CA	inhibits	ELF1 
PPP2CA	inhibits	MAPK1 
CDK2	activates	ESR1 
MAPK1	activates	ESR1 
SATB2	inhibits	TP63 
SRC	activates	CTNNB1 
SRC	activates	ESR1 
SRC	activates	STAT5A 
CSNK2A1	inhibits	SP1 
TFDP1	activates	E2F1 
CSNK2A1	inhibits	MAX 
CEBPE	activates	CEBPG 
ZNF521	inhibits	EBF1 
CDK5	activates	CLOCK 
CDK5	activates	SRC 
CDK5	activates	STAT3 
CSNK2A1	inhibits	ARNT 
MAPK1	activates	CDK2 
MAPK1	activates	E2F1 
MAPK1	activates	SP1 
FHL5	activates	CREM 
MAPK14	activates	ESR1 
MAPK1	activates	SP3 
MAPK1	activates	STAT5A 
MAX	activates	MXI1 
CDK2	activates	FOXM1 
SRC	activates	MAPK14 
CSNK1D	activates	CDK5 
SRC	activates	MAPK1 
SP3	activates	SP1 
SP1	activates	E2F1 
SMAD3	activates	TFDP1 
BTAF1	activates	TBP 
Perturbation	inhibits	BTAF1 
Perturbation	inhibits	CEBPE 
Perturbation	inhibits	CSNK1D 
Perturbation	inhibits	FHL5 
Perturbation	inhibits	JAZF1 
Perturbation	inhibits	LYL1 
Perturbation	inhibits	USF2 
MAPK3	activates	RPS6KB1 
Perturbation	inhibits	MEN1 
Perturbation	inhibits	ZNF521 
RPS6KB1	inhibits	TP63 
Perturbation	activates	BTAF1 
Perturbation	activates	CEBPE 
Perturbation	activates	CSNK1D 
Perturbation	activates	FHL5 
Perturbation	activates	JAZF1 
Perturbation	activates	LYL1 
Perturbation	activates	USF2 
NR2C2AP	inhibits	NR2C2 
Perturbation	activates	NR2C2AP 
Perturbation	inhibits	ZNF76 
ZNF76	inhibits	TBP 
Perturbation	activates	ZNF76 
Perturbation	inhibits	NR2C2AP 
CSNK1D	inhibits	MDM2 
PPP2CA	activates	MDM2 
CDK2	inhibits	MDM2 
MDM2	inhibits	TP63 
IKBKB	inhibits	FOXO1 
SRC	activates	IKBKB 
IKBKB	activates	TP63 
RPS6KB1	activates	CREM 
MAPK1	activates	RPS6KB1 
PPP2CA	inhibits	RPS6KB1 
RPS6KB1	activates	ESR1 
MAPK1	activates	RAF1 
SRC	activates	RAF1 
RPS6KB1	inhibits	MDM2 
CSNK2B	activates	TBP 
MAPK14	activates	CSNK2B 
CSNK2B	activates	CTNNB1 
E2F1	activates	TP73 
MAPK3	inhibits	BRAF 
TP73	activates	TP63 
