"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","25/33","481/2914",6.04142631681608e-14,3.0448788636753e-11,1.78699031055297e-11,"EP300/CDK2/MAPK3/MEN1/ESR1/E2F1/MAPK14/CDK5/PPP2CA/SRC/MAPK1/CSNK2A1/SMAD3/MYB/MED1/SP1/CTNNB1/SATB2/TFDP1/ZNF521/MAX/NR2C2AP/MDM2/CSNK2B/TP73",25
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","25/33","499/2914",1.4639760737695e-13,3.68921970589915e-11,2.16514356173279e-11,"EP300/CDK2/MAPK3/MEN1/ESR1/E2F1/MAPK14/CDK5/PPP2CA/SRC/MAPK1/CSNK2A1/SMAD3/MYB/MED1/SP1/CTNNB1/SATB2/TFDP1/ZNF521/MAX/NR2C2AP/MDM2/CSNK2B/TP73",25
"R-HSA-9616222","R-HSA-9616222","Transcriptional regulation of granulopoiesis","8/33","27/2914",2.08546847505655e-10,3.50358703809501e-08,2.0561987420733e-08,"EP300/CDK2/CEBPB/E2F1/MYB/STAT3/TFDP1/CEBPE",8
"R-HSA-1266738","R-HSA-1266738","Developmental Biology","19/33","397/2914",3.12926610119111e-09,3.9428752875008e-07,2.3140099327229e-07,"EP300/CDK2/MAPK3/CEBPB/E2F1/MAPK14/CDK5/SRC/MAPK1/CSNK2A1/SMAD3/PAK1/MYB/MED1/STAT3/CTNNB1/TFDP1/CEBPE/CSNK2B",19
"R-HSA-2559583","R-HSA-2559583","Cellular Senescence","10/33","99/2914",6.28194580124587e-08,6.33220136765584e-06,3.71626688452651e-06,"CDK2/MAPK3/CEBPB/E2F1/MAPK14/MAPK1/STAT3/SP1/TFDP1/MDM2",10
"R-HSA-2559585","R-HSA-2559585","Oncogene Induced Senescence","6/33","23/2914",1.15356487182215e-07,9.6899449233061e-06,5.68687243828115e-06,"MAPK3/E2F1/MAPK1/SP1/TFDP1/MDM2",6
"R-HSA-69278","R-HSA-69278","Cell Cycle, Mitotic","12/33","191/2914",4.68704427656339e-07,3.37467187912564e-05,1.98054051385611e-05,"EP300/CDK2/MAPK3/E2F1/PPP2CA/SRC/MAPK1/CSNK2A1/CSNK1D/TFDP1/MAX/CSNK2B",12
"R-HSA-5633007","R-HSA-5633007","Regulation of TP53 Activity","9/33","95/2914",5.74674588588661e-07,3.62044990810857e-05,2.12478367622913e-05,"EP300/CDK2/MAPK14/CDK5/PPP2CA/CSNK2A1/MDM2/CSNK2B/TP73",9
"R-HSA-1640170","R-HSA-1640170","Cell Cycle","13/33","249/2914",1.15449301683609e-06,6.46516089428209e-05,3.79429868691159e-05,"EP300/CDK2/MAPK3/E2F1/PPP2CA/SRC/MAPK1/CSNK2A1/CSNK1D/TFDP1/MAX/MDM2/CSNK2B",13
"R-HSA-8940973","R-HSA-8940973","RUNX2 regulates osteoblast differentiation","5/33","19/2914",1.41288878091624e-06,7.12095945581786e-05,4.17917628881541e-05,"MAPK3/SRC/MAPK1/SATB2/ZNF521",5
"R-HSA-445144","R-HSA-445144","Signal transduction by L1","5/33","20/2914",1.86872856899215e-06,8.56217453429131e-05,5.02500218073487e-05,"MAPK3/MAPK1/CSNK2A1/PAK1/CSNK2B",5
"R-HSA-2262752","R-HSA-2262752","Cellular responses to stress","11/33","187/2914",3.16264961397473e-06,0.000132831283786939,7.79565387304298e-05,"EP300/CDK2/MAPK3/CEBPB/E2F1/MAPK14/MAPK1/STAT3/SP1/TFDP1/MDM2",11
"R-HSA-8953897","R-HSA-8953897","Cellular responses to external stimuli","11/33","189/2914",3.51502389781164e-06,0.000136274772653621,7.99774668247022e-05,"EP300/CDK2/MAPK3/CEBPB/E2F1/MAPK14/MAPK1/STAT3/SP1/TFDP1/MDM2",11
"R-HSA-3700989","R-HSA-3700989","Transcriptional Regulation by TP53","11/33","194/2914",4.55156936312058e-06,0.000163856497072341,9.61647361681867e-05,"EP300/CDK2/E2F1/MAPK14/CDK5/PPP2CA/CSNK2A1/TFDP1/MDM2/CSNK2B/TP73",11
