"","Gene set","Overlap","pValue","pAdj"
"1","#upgenes.DNA_0","DDX5, CDK2, ARID3A","0.652202388054255",1
"2","#upgenes.ERS_0","ATF3","0.659334932685485",1
"3","#upgenes.HTS_0","","1",1
"4","#upgenes.HYP_0","CDK1, EGR1, JUN, TP53","0.279239729197042",1
"5","#upgenes.MTL_0","CDK5","0.841721659802254",1
"6","#upgenes.OXD_0","ROCK2, SMAD3, SRF","0.283570129262281",1
"7","#upgenes.DNA_0.25","DDX5, CDK2, ARID3A","0.618180912516072",1
"8","#upgenes.ERS_0.25","ATF3","0.626263545789273",1
"9","#upgenes.HTS_0.25","","1",1
"10","#upgenes.HYP_0.25","CDK1, EGR1, JUN, TP53","0.22709991890495",1
"11","#upgenes.MTL_0.25","CDK5","0.819700956097176",1
"12","#upgenes.OXD_0.25","SMAD3, SRF","0.509452594254749",1
"13","#upgenes.DNA_0.45","DDX5, CDK2, ARID3A","0.543099321997667",1
"14","#upgenes.ERS_0.45","ATF3","0.525367029306382",1
"15","#upgenes.HTS_0.45","","1",1
"16","#upgenes.HYP_0.45","EGR1, JUN","0.646464473540743",1
"17","#upgenes.MTL_0.45","CDK5","0.653272192869594",1
"18","#upgenes.OXD_0.45","SMAD3","0.769435296509778",1
"19","#upgenes.DNA_0.5","DDX5, CDK2, ARID3A","0.543099321997667",1
"20","#upgenes.ERS_0.5","ATF3","0.525367029306382",1
"21","#upgenes.HTS_0.5","","1",1
"22","#upgenes.HYP_0.5","EGR1, JUN","0.646464473540743",1
"23","#upgenes.MTL_0.5","CDK5","0.653272192869594",1
"24","#upgenes.OXD_0.5","SMAD3","0.769435296509778",1
"25","#upgenes.DNA_0.65","DDX5, CDK2, ARID3A","0.362469316078695",1
"26","#upgenes.ERS_0.65","ATF3","0.464928347530647",1
"27","#upgenes.HTS_0.65","","1",1
"28","#upgenes.HYP_0.65","EGR1, JUN","0.558507311423197",1
"29","#upgenes.MTL_0.65","CDK5","0.653272192869594",1
"30","#upgenes.OXD_0.65","SMAD3","0.590882883521112",1
"31","#upgenes.DNA_0.75","DDX5, CDK2, ARID3A","0.362469316078695",1
"32","#upgenes.ERS_0.75","ATF3","0.404742996075054",1
"33","#upgenes.HTS_0.75","","1",1
"34","#upgenes.HYP_0.75","JUN","0.715288168889882",1
"35","#upgenes.MTL_0.75","","1",1
"36","#upgenes.OXD_0.75","SMAD3","0.590882883521112",1
"37","#upgenes.DNA_0.85","DDX5","0.707881337825903",1
"38","#upgenes.ERS_0.85","ATF3","0.34669404625414",1
"39","#upgenes.HTS_0.85","","1",1
"40","#upgenes.HYP_0.85","JUN","0.519757030553453",1
"41","#upgenes.MTL_0.85","","1",1
"42","#upgenes.OXD_0.85","","1",1
"43","#upgenes.DNA_0.95","DDX5","0.707881337825903",1
"44","#upgenes.ERS_0.95","ATF3","0.25385860565666",1
"45","#upgenes.HTS_0.95","","1",1
"46","#upgenes.HYP_0.95","JUN","0.519757030553453",1
"47","#upgenes.MTL_0.95","","1",1
"48","#upgenes.OXD_0.95","","1",1
"49","#upgenes.DNA_1","DDX5","0.707881337825903",1
"50","#upgenes.ERS_1","ATF3","0.25385860565666",1
"51","#upgenes.HTS_1","","1",1
"52","#upgenes.HYP_1","JUN","0.519757030553453",1
"53","#upgenes.MTL_1","","1",1
"54","#upgenes.OXD_1","","1",1
"55","#dngenes.DNA_0","DDX5, CDK2, ARID3A","0.652202388054255",1
