"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-212436","R-HSA-212436","Generic Transcription Pathway","25/40","481/2914",5.52638454719541e-11,2.5310841226155e-08,1.72772232686004e-08,"E2F6/CTNNB1/FOXO1/EP300/ESR1/MAPK1/ABL1/E2F1/BRCA1/PPP2R5C/MAPK3/PRKAA1/YAP1/SMAD3/STK11/NR2C2/KLF4/SMAD4/TWIST1/TP53/CSNK2A1/NR2C2AP/NOTCH1/STAT1/GATA2",25
"R-HSA-73857","R-HSA-73857","RNA Polymerase II Transcription","25/40","499/2914",1.27457565435433e-10,2.91877824847142e-08,1.99236299654335e-08,"E2F6/CTNNB1/FOXO1/EP300/ESR1/MAPK1/ABL1/E2F1/BRCA1/PPP2R5C/MAPK3/PRKAA1/YAP1/SMAD3/STK11/NR2C2/KLF4/SMAD4/TWIST1/TP53/CSNK2A1/NR2C2AP/NOTCH1/STAT1/GATA2",25
"R-HSA-9616222","R-HSA-9616222","Transcriptional regulation of granulopoiesis","6/40","27/2914",1.08679356104792e-06,0.000109367132276958,7.46541904993255e-05,"EP300/E2F1/STAT3/CEBPB/CEBPA/GATA2",6
"R-HSA-1266738","R-HSA-1266738","Developmental Biology","18/40","397/2914",1.15274774435702e-06,0.000109367132276958,7.46541904993255e-05,"CTNNB1/FOXO1/EP300/MAPK1/ABL1/E2F1/MAPK3/ROCK2/SMAD3/KDM6A/STAT3/CEBPB/KLF4/SMAD4/CSNK2A1/NOTCH1/CEBPA/GATA2",18
"R-HSA-8878166","R-HSA-8878166","Transcriptional regulation by RUNX2","8/40","62/2914",1.19396432616766e-06,0.000109367132276958,7.46541904993255e-05,"ESR1/MAPK1/ABL1/MAPK3/YAP1/SMAD4/TWIST1/STAT1",8
"R-HSA-8878159","R-HSA-8878159","Transcriptional regulation by RUNX3","7/40","53/2914",5.15853265850236e-06,0.000375363912676246,0.00025622404519615,"CTNNB1/EP300/YAP1/SMAD3/SMAD4/TP53/NOTCH1",7
"R-HSA-5663202","R-HSA-5663202","Diseases of signal transduction","14/40","268/2914",5.73700303216969e-06,0.000375363912676246,0.00025622404519615,"CTNNB1/FOXO1/EP300/ESR1/MAPK1/PPP2R5C/MAPK3/SMAD3/STAT3/SMAD4/NOTCH1/STAT1/GSK3A/AMER1",14
"R-HSA-8941326","R-HSA-8941326","RUNX2 regulates bone development","5/40","24/2914",1.32353296875264e-05,0.000757722624610889,0.000517222752262546,"MAPK1/ABL1/MAPK3/YAP1/SMAD4",5
"R-HSA-9617828","R-HSA-9617828","FOXO-mediated transcription of cell cycle genes","4/40","14/2914",2.76255415742898e-05,0.00140583311566942,0.000959624075738489,"FOXO1/SMAD3/KLF4/SMAD4",4
"R-HSA-9614085","R-HSA-9614085","FOXO-mediated transcription","6/40","49/2914",4.11137388999605e-05,0.00188300924161819,0.00128534531087245,"FOXO1/EP300/SMAD3/STK11/KLF4/SMAD4",6
"R-HSA-8940973","R-HSA-8940973","RUNX2 regulates osteoblast differentiation","4/40","19/2914",0.000101788472578843,0.00423810185828274,0.00289293553645133,"MAPK1/ABL1/MAPK3/YAP1",4
"R-HSA-69278","R-HSA-69278","Cell Cycle, Mitotic","10/40","191/2914",0.000173384942192691,0.00661752529368769,0.00451713402028326,"E2F6/EP300/MAPK1/ABL1/E2F1/PPP2R5C/MAPK3/PLK1/TP53/CSNK2A1",10
"R-HSA-1912408","R-HSA-1912408","Pre-NOTCH Transcription and Translation","4/40","23/2914",0.000223493837490047,0.00715410922853839,0.004883407126812,"EP300/E2F1/TP53/NOTCH1",4
"R-HSA-2559585","R-HSA-2559585","Oncogene Induced Senescence","4/40","23/2914",0.000223493837490047,0.00715410922853839,0.004883407126812,"MAPK1/E2F1/MAPK3/TP53",4
"R-HSA-5633007","R-HSA-5633007","Regulation of TP53 Activity","7/40","95/2914",0.00024224921165806,0.00715410922853839,0.004883407126812,"EP300/BRCA1/PPP2R5C/PRKAA1/STK11/TP53/CSNK2A1",7
"R-HSA-9006925","R-HSA-9006925","Intracellular signaling by second messengers","10/40","201/2914",0.000264955373049612,0.00715410922853839,0.004883407126812,"FOXO1/ESR1/MAPK1/PPP2R5C/MAPK3/TP53/CSNK2A1/GSK3A/PRKCD/KPNA2",10
"R-HSA-982772","R-HSA-982772","Growth hormone receptor signaling","4/40","24/2914",0.000265545539050551,0.00715410922853839,0.004883407126812,"MAPK1/MAPK3/STAT3/STAT1",4
"R-HSA-195258","R-HSA-195258","RHO GTPase Effectors","8/40","130/2914",0.000290816855427704,0.00739967332143825,0.00505102959427065,"CTNNB1/MAPK1/ABL1/PPP2R5C/MAPK3/ROCK2/PLK1/PRKCD",8
"R-HSA-1640170","R-HSA-1640170","Cell Cycle","11/40","249/2914",0.000350170764729279,0.00799431388731386,0.00545693225587731,"E2F6/EP300/MAPK1/ABL1/E2F1/BRCA1/PPP2R5C/MAPK3/PLK1/TP53/CSNK2A1",11
"R-HSA-109581","R-HSA-109581","Apoptosis","7/40","101/2914",0.000354894753118605,0.00799431388731386,0.00545693225587731,"CTNNB1/MAPK1/E2F1/MAPK3/STAT3/TP53/PRKCD",7
"R-HSA-452723","R-HSA-452723","Transcriptional regulation of pluripotent stem cells","3/40","11/2914",0.000366551510117011,0.00799431388731386,0.00545693225587731,"STAT3/KLF4/SMAD4",3
"R-HSA-5357801","R-HSA-5357801","Programmed Cell Death","7/40","103/2914",0.000400651205455545,0.00834082964084725,0.00569346449857879,"CTNNB1/MAPK1/E2F1/MAPK3/STAT3/TP53/PRKCD",7
"R-HSA-1643685","R-HSA-1643685","Disease","15/40","443/2914",0.000432389573231892,0.00861019237131333,0.00587733195651588,"CTNNB1/FOXO1/EP300/ESR1/MAPK1/PPP2R5C/MAPK3/SMAD3/STAT3/SMAD4/NOTCH1/STAT1/GSK3A/AMER1/KPNA2",15
"R-HSA-109606","R-HSA-109606","Intrinsic Pathway for Apoptosis","5/40","49/2914",0.000461585257348085,0.00880858532772595,0.00601275532598163,"MAPK1/E2F1/MAPK3/STAT3/TP53",5
"R-HSA-1912422","R-HSA-1912422","Pre-NOTCH Expression and Processing","4/40","29/2914",0.000564836161386998,0.0103477984766098,0.00706342483923952,"EP300/E2F1/TP53/NOTCH1",4
"R-HSA-9614657","R-HSA-9614657","FOXO-mediated transcription of cell death genes","3/40","13/2914",0.000623338535351598,0.0109803480458089,0.00749520425098885,"FOXO1/EP300/STK11",3
"R-HSA-4839743","R-HSA-4839743","phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex","3/40","14/2914",0.000785805715472681,0.0112468443027028,0.00767711504919034,"CTNNB1/PPP2R5C/AMER1",3
"R-HSA-5339716","R-HSA-5339716","Misspliced GSK3beta mutants stabilize beta-catenin","3/40","14/2914",0.000785805715472681,0.0112468443027028,0.00767711504919034,"CTNNB1/PPP2R5C/AMER1",3
"R-HSA-5358747","R-HSA-5358747","S33 mutants of beta-catenin aren't phosphorylated","3/40","14/2914",0.000785805715472681,0.0112468443027028,0.00767711504919034,"CTNNB1/PPP2R5C/AMER1",3
"R-HSA-5358749","R-HSA-5358749","S37 mutants of beta-catenin aren't phosphorylated","3/40","14/2914",0.000785805715472681,0.0112468443027028,0.00767711504919034,"CTNNB1/PPP2R5C/AMER1",3
"R-HSA-5358751","R-HSA-5358751","S45 mutants of beta-catenin aren't phosphorylated","3/40","14/2914",0.000785805715472681,0.0112468443027028,0.00767711504919034,"CTNNB1/PPP2R5C/AMER1",3
"R-HSA-5358752","R-HSA-5358752","T41 mutants of beta-catenin aren't phosphorylated","3/40","14/2914",0.000785805715472681,0.0112468443027028,0.00767711504919034,"CTNNB1/PPP2R5C/AMER1",3
"R-HSA-6804756","R-HSA-6804756","Regulation of TP53 Activity through Phosphorylation","5/40","56/2914",0.00086170542657767,0.0119594268294719,0.00816352509389372,"BRCA1/PRKAA1/STK11/TP53/CSNK2A1",5
"R-HSA-8878171","R-HSA-8878171","Transcriptional regulation by RUNX1","6/40","86/2914",0.000950712300771993,0.0128066539339286,0.00874184375632452,"EP300/ESR1/ABL1/YAP1/CSNK2A1/GATA2",6
"R-HSA-5675221","R-HSA-5675221","Negative regulation of MAPK pathway","4/40","34/2914",0.00104959819217689,0.013734742057629,0.0093753582880161,"MAPK1/PPP2R5C/MAPK3/DUSP2",4
