X1	X3	X2
MAPK3	activates	GABPA 
TP53	activates	ARID3A 
CHEK1	activates	TP53 
TP53	activates	TP73 
SMAD3	activates	FOXO1 
E2F4	inhibits	CDK1 
MAPK1	inhibits	CDK1 
GSK3B	inhibits	CDK1 
MAPK14	inhibits	MAPK3 
MAPK3	activates	SMAD3 
SMAD3	activates	GATA3 
PPP1CB	activates	IKZF1 
CDK1	activates	CHEK1 
MAPK1	inhibits	FOXO1 
MAPK1	inhibits	STK11 
STK11	activates	TP53 
CDK1	activates	TP53 
NFIB	inhibits	NFIC 
CHEK1	activates	TP73 
CDK1	activates	FOXM1 
CHEK1	activates	E2F3 
MAPK3	activates	TWIST1 
GSK3B	inhibits	KLF5 
MAPK3	activates	SP3 
MAPK3	activates	TP53 
STK11	activates	ETV4 
CSNK2A2	activates	TP53 
SMAD3	activates	ZEB2 
TWIST1	activates	TP53 
STAT3	inhibits	MYOD1 
PEX14	inhibits	NFE2 
Perturbation	activates	CSNK2A2 
Perturbation	activates	DUSP7 
Perturbation	activates	MEIS2 
Perturbation	activates	MTA2 
Perturbation	activates	PPP1CB 
Perturbation	activates	TFAP4 
CARM1	activates	RELB 
STAT3	activates	PRDM1 
MAPK14	activates	FOS 
MAPK14	activates	USF1 
MAPK1	activates	STAT3 
CTNNB1	activates	TCF7 
SMAD4	activates	FOS 
MAPK14	activates	STAT3 
MAPK1	activates	FOS 
CARM1	activates	CTNNB1 
CSNK2A2	inhibits	SPIB 
HOXB8	activates	PBX3 
DUSP7	inhibits	MAPK1 
MAPK1	activates	SMAD4 
SMAD3	inhibits	FOXA1 
MAPK1	activates	GSK3B 
MAPK1	activates	SREBF2 
MAPK1	activates	SREBF1 
DUSP7	inhibits	MAPK14 
FHL5	activates	CREM 
FOXA1	activates	NFIB 
IRF2BP1	activates	IRF2 
MAPK3	inhibits	GSK3B 
CDK1	inhibits	CUX1 
MAPK3	inhibits	NFATC1 
POU2AF1	activates	POU2F2 
MAPK1	activates	MYC 
MAPK14	activates	MYC 
SMAD4	activates	TFDP1 
SMAD4	activates	E2F4 
CTNNB1	activates	MYC 
Perturbation	inhibits	CARM1 
Perturbation	inhibits	FHL5 
Perturbation	inhibits	HOXB8 
Perturbation	inhibits	IRF2BP1 
Perturbation	inhibits	KLF6 
Perturbation	inhibits	PEX14 
Perturbation	inhibits	POU2AF1 
IKZF2	activates	IKZF1 
Perturbation	activates	DUSP10 
Perturbation	activates	IKZF2 
DUSP10	inhibits	MAPK14 
DUSP10	inhibits	MAPK1 
DUSP2	inhibits	MAPK3 
DUSP2	activates	MAPK1 
DUSP2	activates	MAPK14 
Perturbation	inhibits	DUSP2 
Perturbation	inhibits	CSNK2A2 
Perturbation	inhibits	IKZF2 
Perturbation	inhibits	MEIS2 
Perturbation	inhibits	MTA2 
Perturbation	inhibits	TFAP4 
Perturbation	activates	CARM1 
Perturbation	activates	DUSP2 
Perturbation	activates	FHL5 
Perturbation	activates	HOXB8 
Perturbation	activates	IRF2BP1 
Perturbation	activates	KLF6 
Perturbation	activates	PEX14 
Perturbation	activates	POU2AF1 
Perturbation	inhibits	DUSP7 
IRF2BP2	activates	IRF2 
Perturbation	activates	IRF2BP2 
Perturbation	inhibits	DUSP10 
Perturbation	inhibits	IRF2BP2 
Perturbation	inhibits	PPP1CB 
MAPK14	activates	STAT1 
STAT1	activates	IRF2 
STAT3	activates	STAT1 
MAPK1	activates	STAT1 
